step,accepted,energy,close_contact_penalty,objective
0.0,1.0,-6530.613779467489,0.2799089333435402,-5131.069112749788
1.0,1.0,-6531.092436716788,0.25212942503593316,-5270.4453115371225
2.0,1.0,-6531.241472774569,0.23700036650537515,-5346.239640247693
3.0,1.0,-6531.480188942813,0.22871025361866415,-5387.928920849492
4.0,1.0,-6531.34877688157,0.2205618431932908,-5428.539560915116
5.0,1.0,-6531.839424423595,0.19792490574744293,-5542.21489568638
6.0,1.0,-6532.090596170201,0.17799709780442513,-5642.105107148075
7.0,1.0,-6532.221447083004,0.17064997569640117,-5678.971568600999
8.0,0.0,-6532.221447083004,0.17064997569640117,-5678.971568600999
9.0,1.0,-6532.486903435067,0.15852406962091614,-5739.866555330486
10.0,1.0,-6532.5083925383515,0.1499737082836997,-5782.639851119853
11.0,0.0,-6532.5083925383515,0.1499737082836997,-5782.639851119853
12.0,1.0,-6532.667557588275,0.14201363648652457,-5822.599375155652
13.0,1.0,-6532.853154761746,0.13557975800702907,-5854.9543647266
14.0,1.0,-6533.03331701089,0.1273353179552751,-5896.356727234514
15.0,1.0,-6533.210192964243,0.1190462943475637,-5937.978721226425
16.0,1.0,-6533.304493377036,0.1187765545042084,-5939.421720855994
17.0,1.0,-6533.512186882361,0.1078445021200479,-5994.289676282121
18.0,1.0,-6533.967218187954,0.09778712124411158,-6045.031611967396
19.0,1.0,-6534.0976558209095,0.09054836633571556,-6081.355824142332
20.0,1.0,-6534.195453930037,0.08591236378624217,-6104.633634998826
21.0,1.0,-6534.384179058636,0.07998992674745564,-6134.434545321357
22.0,0.0,-6534.384179058636,0.07998992674745564,-6134.434545321357
23.0,1.0,-6534.371382551599,0.0738526815783404,-6165.107974659897
24.0,1.0,-6534.41741930573,0.0695611780791011,-6186.6115289102245
25.0,1.0,-6534.378201581096,0.0667442178818762,-6200.657112171714
26.0,1.0,-6534.601761774606,0.061197235135642715,-6228.615586096392
27.0,1.0,-6534.67470353834,0.05634481916361359,-6252.950607720271
28.0,1.0,-6534.749123281486,0.0527565162742177,-6270.966541910398
29.0,1.0,-6534.786525603573,0.04748237157743087,-6297.374667716419
30.0,1.0,-6534.941458302648,0.04375860445904965,-6316.1484360074
31.0,1.0,-6534.9926643987,0.04074036270021464,-6331.290850897627
32.0,1.0,-6535.133397577691,0.03939885377913199,-6338.139128682031
33.0,0.0,-6535.133397577691,0.03939885377913199,-6338.139128682031
34.0,1.0,-6535.372838529733,0.03648282789315205,-6352.958699063973
35.0,0.0,-6535.372838529733,0.03648282789315205,-6352.958699063973
36.0,1.0,-6535.402162437422,0.03371849662592953,-6366.809679307774
37.0,1.0,-6535.565530721289,0.031150891488459072,-6379.811073278994
38.0,1.0,-6536.118891706137,0.028504018514706263,-6393.598799132606
39.0,1.0,-6536.228264732122,0.026704529691859304,-6402.705616272825
40.0,1.0,-6536.386432252255,0.024261941225074503,-6415.076726126882
41.0,1.0,-6536.430771379104,0.02204182375462534,-6426.221652605977
42.0,1.0,-6536.573816918737,0.019971730986190477,-6436.715161987785
43.0,1.0,-6536.586106666313,0.018847024241899227,-6442.3509854568165
44.0,1.0,-6536.73277830078,0.017323683845417333,-6450.114359073694
45.0,0.0,-6536.73277830078,0.017323683845417333,-6450.114359073694
46.0,1.0,-6536.78718279462,0.016037550710890434,-6456.599429240168
47.0,1.0,-6536.729412829845,0.014828365004423546,-6462.587587807728
48.0,1.0,-6536.739933263016,0.013764320556332933,-6467.918330481351
49.0,1.0,-6536.839581389851,0.012538548264398184,-6474.1468400678605
50.0,1.0,-6536.872634788762,0.011531920376996694,-6479.213032903779
51.0,1.0,-6537.109113945022,0.010583411827367408,-6484.192054808184
52.0,1.0,-6537.038671372806,0.010169376488780617,-6486.1917889289025
53.0,1.0,-6537.073553110764,0.009315215751306661,-6490.497474354231
54.0,1.0,-6537.207042197368,0.00848447088424947,-6494.78468777612
55.0,1.0,-6537.230826946037,0.007688274045573282,-6498.789456718171
56.0,1.0,-6537.334953828024,0.007012011752763106,-6502.274895064208
57.0,1.0,-6537.526417783503,0.0062540965005937355,-6506.255935280535
58.0,1.0,-6537.667842054354,0.005513178371595375,-6510.101950196377
59.0,1.0,-6537.716924920656,0.004791653343177522,-6513.758658204769
60.0,1.0,-6537.748154811825,0.004097999597753308,-6517.258156823058
61.0,1.0,-6537.895051354793,0.0034387205808831876,-6520.701448450377
62.0,1.0,-6538.031681036675,0.002980503703899504,-6523.129162517177
63.0,1.0,-6538.137047097953,0.0025330342652149,-6525.471875771878
64.0,1.0,-6538.18914080082,0.0020898205595409375,-6527.740038003115
65.0,1.0,-6538.398267385073,0.001688744960341835,-6529.954542583364
66.0,1.0,-6538.398264764013,0.0014839355161518034,-6530.978587183255
67.0,1.0,-6538.643095243795,0.0012807092884189952,-6532.2395488017
68.0,0.0,-6538.643095243795,0.0012807092884189952,-6532.2395488017
69.0,1.0,-6538.889283731115,0.0010834837015846074,-6533.471865223192
70.0,1.0,-6538.861092773836,0.0009306820616992436,-6534.20768246534
71.0,1.0,-6538.9535163579885,0.0007807147797602054,-6535.049942459187
72.0,1.0,-6538.998436551762,0.0006398165365590516,-6535.799353868967
73.0,1.0,-6539.184043480734,0.0005157883580020199,-6536.605101690723
74.0,1.0,-6539.221058813858,0.0003988205855304659,-6537.226955886205
75.0,0.0,-6539.221058813858,0.0003988205855304659,-6537.226955886205
76.0,0.0,-6539.221058813858,0.0003988205855304659,-6537.226955886205
77.0,0.0,-6539.221058813858,0.0003988205855304659,-6537.226955886205
78.0,0.0,-6539.221058813858,0.0003988205855304659,-6537.226955886205
79.0,1.0,-6539.31641565476,0.0002965194425851068,-6537.833818441834
80.0,1.0,-6539.541394094403,0.00019993077351555295,-6538.541740226825
81.0,1.0,-6539.508883584746,0.00014986261385674154,-6538.759570515463
82.0,0.0,-6539.508883584746,0.00014986261385674154,-6538.759570515463
83.0,1.0,-6539.670536816729,0.00010532994591223196,-6539.143887087167
84.0,1.0,-6539.740455701066,6.188800913415354e-05,-6539.431015655395
85.0,1.0,-6539.834228982559,4.1502105843623935e-05,-6539.626718453341
86.0,1.0,-6539.8846216142,2.1904783541978372e-05,-6539.77509769649
87.0,1.0,-6539.84364677012,1.1929281528724763e-05,-6539.784000362477
88.0,1.0,-6539.949782347213,3.439237927556028e-06,-6539.932586157575
89.0,1.0,-6540.145598967424,6.011675681305616e-09,-6540.145568909045
90.0,1.0,-6540.23425228884,0.0,-6540.23425228884
