step,accepted,energy,close_contact_penalty,objective
0.0,1.0,-6530.596298577011,0.27845838952336704,-5138.304350960176
1.0,1.0,-6531.117178825625,0.24963438731091164,-5282.945242271067
2.0,1.0,-6530.958231124416,0.24923002879813877,-5284.808087133722
3.0,0.0,-6530.958231124416,0.24923002879813877,-5284.808087133722
4.0,1.0,-6531.165736530318,0.24345435270438281,-5313.893973008404
5.0,1.0,-6531.344578163544,0.22438472693012934,-5409.420943512897
6.0,1.0,-6531.663318822048,0.20856665948331599,-5488.830021405468
7.0,1.0,-6531.794647292692,0.20534540753235808,-5505.067609630902
8.0,1.0,-6532.02011811141,0.19233855688291895,-5570.327333696815
9.0,1.0,-6532.094027845003,0.18328070593270057,-5615.6904981815005
10.0,1.0,-6532.233932125304,0.18277518272474197,-5618.358018501594
11.0,1.0,-6532.236477442195,0.17525768556624488,-5655.94804961097
12.0,0.0,-6532.236477442195,0.17525768556624488,-5655.94804961097
13.0,1.0,-6532.293932895553,0.16369161806296878,-5713.835842580709
14.0,1.0,-6532.313967902102,0.15672967905632795,-5748.665572620463
15.0,0.0,-6532.313967902102,0.15672967905632795,-5748.665572620463
16.0,1.0,-6532.297280544957,0.14691661676399445,-5797.7141967249845
17.0,1.0,-6532.431682257546,0.13591260103411815,-5852.868677086955
18.0,0.0,-6532.431682257546,0.13591260103411815,-5852.868677086955
19.0,1.0,-6532.587820371373,0.1302779175382978,-5881.198232679884
20.0,1.0,-6532.781323322726,0.12128197539609523,-5926.37144634225
21.0,1.0,-6532.90425070436,0.11394093760264447,-5963.1995626911375
22.0,0.0,-6532.90425070436,0.11394093760264447,-5963.1995626911375
23.0,1.0,-6532.992340946699,0.1138538845280805,-5963.722918306296
24.0,1.0,-6533.263438401407,0.10756217879931945,-5995.45254440481
25.0,1.0,-6533.306021464137,0.09989156024591231,-6033.848220234576
26.0,1.0,-6533.374947876524,0.094065164396237,-6063.049125895339
27.0,1.0,-6533.384738493669,0.09243053429152827,-6071.232067036028
28.0,1.0,-6533.505937168651,0.08722778430746915,-6097.367015631306
29.0,1.0,-6533.718468333109,0.08049198993417736,-6131.258518662222
30.0,1.0,-6533.804815390231,0.07537768676405494,-6156.916381569956
31.0,1.0,-6534.071293503743,0.06942271686782484,-6186.957709164619
32.0,1.0,-6534.28410406132,0.06456562031770562,-6211.4560024727925
33.0,0.0,-6534.28410406132,0.06456562031770562,-6211.4560024727925
34.0,1.0,-6534.446924109476,0.05924140746125997,-6238.239886803176
35.0,0.0,-6534.446924109476,0.05924140746125997,-6238.239886803176
36.0,1.0,-6534.7331035187435,0.05427096789246492,-6263.378264056419
37.0,1.0,-6534.836160742836,0.04993604955884947,-6285.155912948589
38.0,1.0,-6535.061097888898,0.04571215753469052,-6306.500310215445
39.0,1.0,-6535.222577684424,0.04207762205907747,-6324.834467389037
40.0,0.0,-6535.222577684424,0.04207762205907747,-6324.834467389037
41.0,1.0,-6535.275679369925,0.04010012779377875,-6334.775040401031
42.0,1.0,-6535.356818181353,0.036664543640784385,-6352.034099977432
43.0,1.0,-6535.454276151411,0.034548974387176475,-6362.709404215529
44.0,1.0,-6535.424091999303,0.03262397460057,-6372.304218996453
45.0,1.0,-6535.686153335768,0.02993234128454251,-6386.024446913056
46.0,1.0,-6535.953381134612,0.02731010342032701,-6399.402864032977
47.0,1.0,-6536.208923064854,0.02445446798248578,-6413.936583152426
48.0,0.0,-6536.208923064854,0.02445446798248578,-6413.936583152426
49.0,1.0,-6536.293854175596,0.02215425035791931,-6425.522602386
50.0,1.0,-6536.427847584675,0.019691275987843978,-6437.971467645455
51.0,1.0,-6536.503833411834,0.017277632144266402,-6450.115672690503
52.0,0.0,-6536.503833411834,0.017277632144266402,-6450.115672690503
53.0,0.0,-6536.503833411834,0.017277632144266402,-6450.115672690503
54.0,1.0,-6536.600724549768,0.015632645878788137,-6458.437495155827
55.0,0.0,-6536.600724549768,0.015632645878788137,-6458.437495155827
56.0,1.0,-6536.82564471795,0.014109305482306241,-6466.279117306419
57.0,1.0,-6536.809076818052,0.01300571294931807,-6471.780512071461
58.0,1.0,-6536.652370031927,0.011796527242851183,-6477.669733817671
59.0,1.0,-6536.717650439699,0.010684015120526283,-6483.297574837068
60.0,1.0,-6536.821434606018,0.009735506570896998,-6488.143901751532
61.0,1.0,-6537.024031375113,0.008787989870084929,-6493.0840820246885
62.0,1.0,-6536.956956230617,0.008022030994113801,-6496.846801260048
63.0,1.0,-6537.150787119594,0.007221574361741758,-6501.042915310884
64.0,1.0,-6537.268325301051,0.006425377523065568,-6505.141437685723
65.0,1.0,-6537.455637595012,0.005667462270896197,-6509.118326240531
66.0,1.0,-6537.416221081148,0.00495012703261528,-6512.665585918072
67.0,1.0,-6537.458160770555,0.0043648054004056,-6515.634133768527
68.0,1.0,-6537.677290012809,0.0037196887343655537,-6519.078846340981
69.0,0.0,-6537.677290012809,0.0037196887343655537,-6519.078846340981
70.0,0.0,-6537.677290012809,0.0037196887343655537,-6519.078846340981
71.0,0.0,-6537.677290012809,0.0037196887343655537,-6519.078846340981
72.0,0.0,-6537.677290012809,0.0037196887343655537,-6519.078846340981
73.0,1.0,-6537.908984011914,0.00314744477517549,-6522.171760136037
74.0,1.0,-6537.992943819545,0.0027600211047003435,-6524.192838296043
75.0,1.0,-6538.260984812816,0.00231255166601574,-6526.6982264827375
76.0,1.0,-6538.436117834117,0.0018974222329266334,-6528.949006669483
77.0,1.0,-6538.357550930878,0.0015574037953629543,-6530.570531954063
78.0,1.0,-6538.415530584378,0.00133349618629086,-6531.748049652923
79.0,1.0,-6538.488880584917,0.0011302699585580514,-6532.837530792127
80.0,1.0,-6538.470598609045,0.0009774683186726878,-6533.583257015682
81.0,1.0,-6538.469919200683,0.0008294365570917049,-6534.322736415224
82.0,1.0,-6538.561114857699,0.0006885383138905512,-6535.118423288246
83.0,1.0,-6538.626828380617,0.0005681373151671224,-6535.786141804781
84.0,1.0,-6538.806305209775,0.00045980520195258934,-6536.507279200012
85.0,1.0,-6538.8916730835135,0.0003583942999955834,-6537.0997015835355
86.0,1.0,-6538.825669177168,0.0002633337748616522,-6537.509000302859
87.0,1.0,-6538.979943947208,0.00019854778377559015,-6537.98720502833
88.0,1.0,-6539.010388206869,0.00014421724840938855,-6538.289301964822
89.0,0.0,-6539.010388206869,0.00014421724840938855,-6538.289301964822
90.0,1.0,-6539.234802391817,0.00010036965078142736,-6538.7329541379095
91.0,1.0,-6539.3466399187055,6.445802478755205e-05,-6539.024349794768
92.0,1.0,-6539.344396703456,4.087513407010828e-05,-6539.140021033106
93.0,1.0,-6539.416028494716,1.9756446931020992e-05,-6539.3172462600605
94.0,1.0,-6539.466289941014,1.0801056976600404e-05,-6539.412284656131
95.0,1.0,-6539.484413163669,5.457954431970964e-06,-6539.457123391509
96.0,1.0,-6539.662039011553,1.9415320337366476e-06,-6539.652331351384
97.0,0.0,-6539.662039011553,1.9415320337366476e-06,-6539.652331351384
98.0,1.0,-6539.801444317118,6.011675681305616e-09,-6539.801414258739
99.0,1.0,-6539.84552231226,0.0,-6539.84552231226
