step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement
135,1.4696624403564833e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.20378180616535238,,0,12,0.06097599897622646,0.3264111291926227,101364144925363.64,64,64,0,0.35
136,1.4811490475035573e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.14853668887729782,,0,11,0.029487867573972846,0.2872848976397096,98909291110730.53,64,64,0,0.35
137,1.5020588310741947e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.05152244781086392,,0,12,0.02190245172031418,0.5321396580133617,97594190263144.77,64,64,0,0.35
138,1.505411772361064e-12,,,,,,,,,,,,,,,,,random_surface,1,0.05540858967664185,,0,12,0.03188628695363543,0.5541434449850571,93070173157736.3,64,64,0,0.35
139,1.5054284284715426e-12,,,,,,,,,,,,,,,,,surface,1,0.1855599448848436,,0,11,0.03923298631612822,0.3288505844844717,95794403380741.9,64,64,0,0.35
140,1.5085418494402241e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.029231511674041283,,0,12,0.03390213185044087,0.3183244585623223,99227653902823.53,64,64,0,0.35
141,1.5235218847350697e-12,,,,,,,,,,,,,,,,,coordination,1,0.41624017656110934,,0,11,0.08174055281532146,0.3316158734573675,87256746503864.14,64,64,0,0.35
142,1.5791644486397213e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.1888031854478862,-0.5084939712634196,1,12,0.08102935805887203,0.6025098624938524,94109492236446.16,64,64,0,0.35
143,1.5922858810871217e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.14710545856879,-0.8909704597374812,1,10,0.08729596847957305,0.6932741966584676,97198082831998.23,64,64,0,0.35
144,1.5935000549567306e-12,,,,,,,,,,,,,,,,,surface,1,0.05572069488327017,,0,12,0.05140258379568229,0.23641078845114102,92339521927856.1,64,64,0,0.35
145,1.5976962209780184e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.061148311197017656,,0,12,0.044627497927869554,0.3265650260589923,90248134856657.47,64,64,0,0.35
146,1.598180969473568e-12,,,,,,,,,,,,,,,,,random_surface,1,0.09191504035719371,,0,11,0.025178483707746047,0.22594570205623085,91310111411980.1,64,64,0,0.35
147,1.6022843811704994e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.022849745615117076,,0,11,0.05321295643338565,0.570252976635473,98750215726373.16,64,64,0,0.35
148,1.6076231544929597e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.030584427117941054,-0.11412097308814495,1,11,0.029129396692414884,0.704914819886713,100898365168184.31,64,64,0,0.35
149,1.6214689137281131e-12,-6545.923626698629,-15.585532444520545,-46.756597333561636,133.0,225.0,358.0,266.0,92.0,1.542857142857143,0.5214285714285715,0.6391437308868502,0.7098214285714286,2.6746074715755284,1.9009279964733654,2.0123080413809733,3.0330957328813724,rejected_surface,0,-0.025691628870579082,0.08181711908382994,0,13,0.02547401672746913,0.29568291391257434,95282245721403.69,64,64,0,0.35
150,1.6738438894455683e-12,,,,,,,,,,,,,,,,,surface,1,-0.747095949170812,-0.3677370517169454,1,9,0.1895501699262814,0.7645851960480982,95951947293624.53,64,64,0,0.35
151,1.7089944565890892e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.22820179230910775,,0,10,0.04797099629493016,0.5982749844811245,103314425994506.6,64,64,0,0.35
152,1.7106270085143036e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.08355734114400794,,0,12,0.03130558127506663,0.5641347180006308,95052193554174.92,64,64,0,0.35
153,1.7320194307695502e-12,,,,,,,,,,,,,,,,,coordination,1,0.04856026807099805,,0,11,0.02850837759887703,0.40408371000633303,78032517917218.88,64,64,0,0.35
154,1.742320155606485e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.1694027496933785,,0,11,0.03660118864950565,0.08926305372617259,95725530609948.47,64,64,0,0.35
155,1.7641165451119472e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.17916122107528637,,0,11,0.03980721531423606,0.2260660851200182,93354226460604.47,64,64,0,0.35
156,1.7924629486116013e-12,,,,,,,,,,,,,,,,,coordination,1,0.053349204763128426,,0,12,0.0370757388475189,0.26124890740929524,101058436564991.06,64,64,0,0.35
157,1.825312143905662e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.046290706477428306,,0,11,0.03199353606921068,0.5660190541652775,98105542537475.4,64,64,0,0.35
158,1.832979789333534e-12,,,,,,,,,,,,,,,,,surface,1,-0.29214772422591745,-0.1272856342459434,1,12,0.1559462259915429,0.4654970212438888,87456022664524.34,64,64,0,0.35
159,1.8361903725544957e-12,,,,,,,,,,,,,,,,,coordination,1,0.03305687915717883,,0,11,0.024776537005690755,0.2672082993718568,97657088691759.7,64,64,0,0.35
160,1.8499956231656344e-12,,,,,,,,,,,,,,,,,coordination,1,0.12850722909959697,,0,12,0.03853649328476544,0.2874327433504853,93447692177441.5,64,64,0,0.35
161,1.850604385904483e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.03712011245684637,,0,12,0.02645111708653068,0.5280031395353486,88679744347137.6,64,64,0,0.35
162,1.8706823146579486e-12,,,,,,,,,,,,,,,,,surface,1,0.08306221062474546,,0,12,0.026358013084523686,0.16671647180420163,87638958570243.4,64,64,0,0.35
163,1.888112943991561e-12,,,,,,,,,,,,,,,,,coordination,1,-0.0311847493194972,,0,11,0.03796448811514663,0.28451172991714296,89720763375356.4,64,64,0,0.35
164,1.888693565603183e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.21667640855809456,,0,12,0.05789578844296241,0.26047806126547307,96516612036856.28,64,64,0,0.35
165,1.909741995651796e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.3604127125321219,,0,12,0.04765386051745406,0.18718692991051752,98745631360541.03,64,64,0,0.35
166,1.927237924185897e-12,,,,,,,,,,,,,,,,,coordination,1,0.16920842568744,,0,12,0.06773063136604163,0.4894139410346779,84025399343925.28,64,64,0,0.35
167,1.936912584078965e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.3219577696327984,-0.22494344801441812,1,11,0.14662782378677763,0.31875293246505554,91510052089868.55,64,64,0,0.35
168,1.9563017285128784e-12,,,,,,,,,,,,,,,,,surface,1,-0.007898550021286954,-0.1267474724127382,1,11,0.02719998111529826,0.7241199479567723,91240446223878.12,64,64,0,0.35
169,1.9647674536680024e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.03305430673565433,,0,12,0.1372835255121937,0.5153763045271519,99128788164833.56,64,64,0,0.35
170,1.9674153726018078e-12,,,,,,,,,,,,,,,,,relaxation,1,0.08670543373070513,,0,11,0.03363328952673952,0.286028405261379,102851663834858.0,64,64,0,0.35
171,1.972571771165669e-12,,,,,,,,,,,,,,,,,coordination,1,0.29895786867080876,,0,12,0.04471885023962335,0.06671076124341677,94124076207172.36,64,64,0,0.35
172,1.9956380142643817e-12,,,,,,,,,,,,,,,,,surface,1,0.07800208956241543,,0,12,0.03598065361713488,0.5738774009854318,101631920160813.03,64,64,0,0.35
173,1.9982499913570865e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.02758194448457553,,0,12,0.045243640715222,0.2681849522849365,93015679592354.6,64,64,0,0.35
174,2.0061223371547402e-12,-6546.692026327108,-15.587361967445494,-46.76208590233648,133.0,225.0,358.0,269.0,89.0,1.5380952380952382,0.5238095238095238,0.6363636363636364,0.7107142857142857,2.6594594594594594,1.9009279964733654,2.0123080413809733,3.0330957328813724,rejected_surface,0,0.15350934337617061,0.1824099649530062,0,12,0.036504751463007516,0.2382149487243359,102384422242357.9,64,64,0,0.35
175,2.0113953458515412e-12,,,,,,,,,,,,,,,,,surface,1,-0.1589575627173326,-0.1101720408291662,1,11,0.05766210161298984,0.8252604512298085,88922127392250.28,64,64,0,0.35
176,2.049482922202957e-12,,,,,,,,,,,,,,,,,coordination,1,-0.13390127726663528,,0,12,0.077605398888277,0.4006337541625817,91684608538640.78,64,64,0,0.35
177,2.0528674913733036e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.009623662727750998,,0,11,0.02408103684330733,0.3983100186224313,90812674450655.66,64,64,0,0.35
178,2.0567920865638143e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.022410782888559567,,0,11,0.05379132041188826,0.5565888108064231,106443772472401.94,64,64,0,0.35
179,2.1162380636456782e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.004174515726640298,-0.08035448900946562,1,11,0.028092763587872886,0.6414684930756649,88198528180440.88,64,64,0,0.35
180,2.1169554397244814e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.42124698578171776,-0.3909588025708697,1,11,0.1465598934264555,0.682755790773118,92768586642342.94,64,64,0,0.35
181,2.1192915997437966e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.053860967674976806,,0,11,0.04436069893385841,0.4802693453093042,98817561593695.39,64,64,0,0.35
182,2.126056641951177e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.014559847497299617,,0,12,0.050351024072401836,0.5732496724496021,92079640467907.88,64,64,0,0.35
183,2.126462731582835e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.03500370471751257,,0,12,0.029794395164008735,0.5839610645945786,96579253770993.66,64,64,0,0.35
184,2.1320048356110533e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.0767018892880765,,0,10,0.027757504641205907,0.29007269554110304,95898700193011.02,64,64,0,0.35
185,2.1894591731384908e-12,,,,,,,,,,,,,,,,,surface,1,0.08829760445062008,,0,11,0.048593875866924104,0.45631365087529113,92323149264866.98,64,64,0,0.35
186,2.195122664119195e-12,,,,,,,,,,,,,,,,,surface,1,0.11834653574480815,,0,12,0.03828170066393898,0.17470374304723194,92488575601366.98,64,64,0,0.35
187,2.2053703445905673e-12,,,,,,,,,,,,,,,,,coordination,1,-0.05014450626110869,-0.045536088084823234,1,12,0.03434695341350527,0.6029811749679869,89713370647875.52,64,64,0,0.35
188,2.2450434726733367e-12,,,,,,,,,,,,,,,,,coordination,1,-0.04204744680445185,,0,10,0.056186225031373105,0.43291945546157357,99061761122384.36,64,64,0,0.35
189,2.250958481723981e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.045361549868814105,,0,11,0.020768862165662982,0.6750965807932553,99814111339913.27,64,64,0,0.35
190,2.27640749049619e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.4695763094501044,,0,11,0.15630310445567358,0.5613906383006017,100841381145904.4,64,64,0,0.35
191,2.293340153752746e-12,,,,,,,,,,,,,,,,,surface,1,0.1377190236139006,,0,11,0.03302651881147169,0.4603879589982597,98678096456332.47,64,64,0,0.35
192,2.298586486871639e-12,,,,,,,,,,,,,,,,,surface,1,0.07649453443466493,,0,11,0.03836307741714799,0.23268439704412675,87279365718006.6,64,64,0,0.35
193,2.302549865779e-12,,,,,,,,,,,,,,,,,surface,1,0.03135504152818118,,0,11,0.02694066862375263,0.658872391275332,89058061648697.6,64,64,0,0.35
194,2.310395249074326e-12,,,,,,,,,,,,,,,,,coordination,1,-0.21885885884141498,-0.013347868867878532,1,12,0.058987457431711667,0.7326199860409521,98411711215790.11,64,64,0,0.35
195,2.320719351635237e-12,,,,,,,,,,,,,,,,,coordination,1,0.05827555832146648,,0,11,0.04310244336416308,0.26865410378662635,95059932856985.36,64,64,0,0.35
196,2.3226499774030255e-12,,,,,,,,,,,,,,,,,coordination,1,-0.0032579352658353763,,0,12,0.04116855670640707,0.5479547371655805,94667981879439.83,64,64,0,0.35
197,2.35341039365264e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.0017318456725585018,,0,11,0.01623852120619099,0.4844576548427168,97732399117137.78,64,64,0,0.35
198,2.3598075578979827e-12,,,,,,,,,,,,,,,,,relaxation,1,0.07734599957423609,,0,11,0.02887820482022728,0.46749628393676623,101871552555752.22,64,64,0,0.35
199,2.3615767995187056e-12,-6547.76698863177,-15.589921401504213,-46.76976420451264,133.0,225.0,358.0,269.0,89.0,1.5380952380952382,0.5238095238095238,0.6393939393939394,0.7107142857142857,2.732550290265965,1.9013523900215805,2.0123080413809733,3.0330957328813724,relaxation,1,-0.06309605493290599,-0.13532291649835315,0,12,0.025370729888163322,0.5035839962932855,93080807027951.36,64,64,0,0.35
200,2.3616713208649224e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.0811430441201509,,0,12,0.10365060204659142,0.4757261017563743,102830999335093.5,64,64,0,0.35
201,2.3619190704649665e-12,,,,,,,,,,,,,,,,,relaxation,1,0.30726590564522377,,0,12,0.1136245451588723,0.5192129040862359,90404686838490.6,64,64,0,0.35
202,2.371062983929186e-12,,,,,,,,,,,,,,,,,surface,1,-0.06457433772820075,-0.028048058212377214,1,12,0.04385592547502416,0.7531993756531714,86551757441874.84,64,64,0,0.35
203,2.3912757066020857e-12,,,,,,,,,,,,,,,,,coordination,1,-0.36469730163596936,,0,11,0.1583871344587413,0.29893416565889097,87008896515057.25,64,64,0,0.35
204,2.402752033607121e-12,,,,,,,,,,,,,,,,,surface,1,-0.002711740680902423,,0,10,0.03829937455356633,0.32079232875848834,101170064675280.1,64,64,0,0.35
205,2.408221383165769e-12,,,,,,,,,,,,,,,,,random_surface,1,0.11553573528282099,,0,12,0.04330918785271626,0.35965027232468855,91268742712705.44,64,64,0,0.35
206,2.415576081713726e-12,,,,,,,,,,,,,,,,,random_surface,1,0.14722964344209621,,0,12,0.061653834791665425,0.529137010899802,92656312164612.22,64,64,0,0.35
207,2.421943558975158e-12,,,,,,,,,,,,,,,,,surface,1,-0.3724886691889355,-0.16765220197330422,1,12,0.14753855695931453,0.4599169651080291,95992174481366.1,64,64,0,0.35
208,2.426083617728887e-12,,,,,,,,,,,,,,,,,relaxation,1,0.03626232539541769,,0,12,0.0536445092970838,0.44410921052049956,86987359494856.27,64,64,0,0.35
209,2.4280463213844326e-12,,,,,,,,,,,,,,,,,coordination,1,0.05050025898472961,,0,12,0.02549486514159587,0.4941323990986851,91324483453004.83,64,64,0,0.35
210,2.44241797728845e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.05389401242201243,-0.039218038028767666,1,10,0.03718651120008791,0.7389902750311302,95829705202969.86,64,64,0,0.35
211,2.4529705768329924e-12,,,,,,,,,,,,,,,,,surface,1,-0.14121903809652142,,0,9,0.05824553181858036,0.6904270582162992,108538682337845.66,64,64,0,0.35
212,2.479265031351623e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.01694429619102916,,0,12,0.030735765314373206,0.5284799807726476,88234228564741.1,64,64,0,0.35
213,2.5002244520992695e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.3897305761004634,-0.37783514736327106,1,10,0.14432587661096252,0.804059491327058,100640665144867.88,64,64,0,0.35
214,2.5064514497499064e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2954527134444948,-0.1769950960145792,1,12,0.15660076811099746,0.5993626690286831,84090445836279.69,64,64,0,0.35
215,2.5175776049330754e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.0779183567802504,-0.14128110469185984,1,12,0.02449522998005148,0.6953391438100672,93199349544313.92,64,64,0,0.35
216,2.5216277085744354e-12,,,,,,,,,,,,,,,,,surface,1,-0.08453756837946654,-0.21350200951584242,1,11,0.03753986419748239,0.6982146817840381,100857496181478.66,64,64,0,0.35
217,2.5279065906380053e-12,,,,,,,,,,,,,,,,,surface,1,0.01652409991056511,,0,11,0.04498402050355747,0.174238033553537,89314323453848.39,64,64,0,0.35
218,2.5380429068144024e-12,,,,,,,,,,,,,,,,,random_surface,1,0.05242482334614944,,0,11,0.033402329813225,0.4915064565032833,86149461200092.86,64,64,0,0.35
219,2.54166470858905e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.17862878872470855,-0.10954207882622313,1,12,0.059070805664120145,0.6356080984507096,91144490703470.88,64,64,0,0.35
220,2.5418287173446373e-12,,,,,,,,,,,,,,,,,relaxation,1,0.517361566898028,,0,12,0.12109143263605887,0.4940525849535544,88606553152785.34,64,64,0,0.35
221,2.544482774591808e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.022202174566086974,,0,12,0.060642673672864786,0.5619214078875975,82984678189802.81,64,64,0,0.35
222,2.550251756005447e-12,,,,,,,,,,,,,,,,,relaxation,1,0.4759635033075909,-0.36607231152189,1,11,0.15660893189533553,0.5005634674495633,97255618338145.31,64,64,0,0.35
223,2.5611272786904716e-12,,,,,,,,,,,,,,,,,surface,1,-0.1758353877769699,-0.11019497233612086,1,12,0.071207246618167,0.6453366021434624,90907034395717.5,64,64,0,0.35
224,2.5746446631858235e-12,-6550.810749158415,-15.597168450377179,-46.79150535113153,134.0,227.0,361.0,261.0,100.0,1.5523809523809524,0.5214285714285715,0.6551724137931034,0.7080357142857143,2.706564226984769,1.9013523900215805,2.0123080413809733,3.0330957328813724,relaxation,1,-0.19101858165242805,-0.09596181098188517,1,12,0.05250152076944986,0.5767654444728341,87928360866865.1,64,64,0,0.35
225,2.580961711283089e-12,,,,,,,,,,,,,,,,,coordination,1,-0.14983888765321315,,0,12,0.06029037687868742,0.5184078177061633,86180239062890.33,64,64,0,0.35
226,2.5880532837567124e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.14400343147512434,,0,12,0.042753467230224065,0.5470796573567226,94669226177704.27,64,64,0,0.35
227,2.590353844481941e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.049651082426276,,0,11,0.023780513593781454,0.4447460590639224,88108560102786.28,64,64,0,0.35
228,2.6095264520410973e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.06149903188417826,,0,12,0.04110824565784986,0.48187339408096974,90869194085386.62,64,64,0,0.35
229,2.6191700355518366e-12,,,,,,,,,,,,,,,,,surface,1,0.11813790976331179,,0,12,0.03130306029534784,0.3658798949679484,92623397715682.69,64,64,0,0.35
230,2.6320713936270166e-12,,,,,,,,,,,,,,,,,coordination,1,-0.008381008808767994,,0,10,0.029587558326018913,0.38595326926477697,91452722192980.23,64,64,0,0.35
231,2.635828352214325e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.0820667448580604,,0,11,0.04168138191921204,0.35499357649992447,87630246995478.03,64,64,0,0.35
232,2.64112339599644e-12,,,,,,,,,,,,,,,,,coordination,1,-0.04694802547249146,,0,12,0.0804559343955066,0.39374481062058486,101244040865120.17,64,64,0,0.35
233,2.6532381144388054e-12,,,,,,,,,,,,,,,,,coordination,1,0.19192820649302178,,0,10,0.0357078526868013,0.17573697147612594,99804349028439.62,64,64,0,0.35
234,2.6537079923034266e-12,,,,,,,,,,,,,,,,,surface,1,-0.12675148932591754,,0,12,0.07294087921019132,0.3252955803453435,98591621395581.34,64,64,0,0.35
235,2.656794555000753e-12,,,,,,,,,,,,,,,,,coordination,1,-0.24562754059755723,-0.031872196037404876,1,12,0.06034517652062837,0.559244826436829,85509833462285.0,64,64,0,0.35
236,2.6595071716007782e-12,,,,,,,,,,,,,,,,,coordination,1,-0.10884874007540457,,0,10,0.053973184329238616,0.43563314984268614,88458493447311.1,64,64,0,0.35
237,2.6656350433056902e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.06700893290231862,-0.03922716588776254,1,12,0.02189400249923156,0.8479442904038212,88543719942412.06,64,64,0,0.35
238,2.6933819519246755e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.04445688959309585,,0,12,0.027694092719281367,0.4093838652660593,90683659316357.66,64,64,0,0.35
239,2.6948118446317135e-12,,,,,,,,,,,,,,,,,surface,1,0.044620242426318193,,0,12,0.04561589576042237,0.38112012115999067,91501489139859.77,64,64,0,0.35
240,2.6959768779833636e-12,,,,,,,,,,,,,,,,,coordination,1,0.02999987791481623,,0,12,0.029963816791899453,0.19695521568600072,94982183491757.97,64,64,0,0.35
241,2.7028130772599552e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.043384591560078775,-0.23039098905282884,1,10,0.028926870657022635,0.7923492976665056,100392119698478.03,64,64,0,0.35
242,2.7049437434761062e-12,,,,,,,,,,,,,,,,,surface,1,-0.10722072494272786,,0,10,0.05952411451786991,0.3909919845300751,88480997489012.16,64,64,0,0.35
243,2.7369106536004768e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.011743212574484298,,0,12,0.027318529667859387,0.5760768610404228,88363594614400.03,64,64,0,0.35
244,2.7539370404466187e-12,,,,,,,,,,,,,,,,,coordination,1,0.036873551549470175,,0,11,0.08139244617199143,0.35373001069579335,94376699039716.08,64,64,0,0.35
245,2.761536776436509e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.08473056516218695,,0,10,0.06685709406642856,0.5536911987751683,99438178076681.14,64,64,0,0.35
246,2.7620987712060697e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.029582221920495404,,0,11,0.04348887770223694,0.5360492977211903,105734578331674.44,64,64,0,0.35
247,2.76417513793893e-12,,,,,,,,,,,,,,,,,surface,1,-0.3666933230368286,-0.022507138090077206,1,11,0.1471520467362482,0.4276532727083982,95340493674884.84,64,64,0,0.35
248,2.76962362473551e-12,,,,,,,,,,,,,,,,,coordination,1,0.08868848854663185,,0,10,0.04289852491880375,0.2358045033247157,92232598440137.78,64,64,0,0.35
249,2.7700555757165035e-12,-6549.728225824281,-15.594591013867337,-46.78377304160201,134.0,227.0,361.0,263.0,98.0,1.5523809523809524,0.5214285714285715,0.6510903426791277,0.7080357142857143,2.691427802449199,1.9007521297565948,2.0123080413809733,3.0330957328813724,rejected_random_surface,0,0.05019361687081449,0.009439593589643636,0,12,0.02166388140791494,0.3997487808829155,79956927249392.8,64,64,0,0.35
250,2.790848436132624e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.0689719684408178,,0,12,0.06256333618074277,0.3737313482741228,85110087539164.22,64,64,0,0.35
251,2.805631996112621e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.10190442130617076,-0.025888688059374942,1,11,0.03526382541705098,0.6888857768511887,88306070378154.31,64,64,0,0.35
252,2.8100280009834357e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.11975912481834203,-0.06741987135967165,1,11,0.04688204604034234,0.6870784168376253,81485043027113.28,64,64,0,0.35
253,2.8364919603523197e-12,,,,,,,,,,,,,,,,,coordination,1,-0.021496451684578918,,0,12,0.025857808198435746,0.4491681921098454,90448816827023.61,64,64,0,0.35
254,2.8387442349245292e-12,,,,,,,,,,,,,,,,,coordination,1,0.027353200690237854,,0,11,0.03993788742183496,0.4335062535440887,84851458016926.6,64,64,0,0.35
255,2.8496078624224155e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.028781592145066124,,0,11,0.05978404693646818,0.5394091400996427,91576477903668.55,64,64,0,0.35
256,2.8632345858407584e-12,,,,,,,,,,,,,,,,,surface,1,0.3221319745820582,,0,11,0.11343758089845822,0.3143892851897795,93651509318330.44,64,64,0,0.35
257,2.8698904915151653e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2257645876144669,,0,12,0.12069783960355109,0.47197654575060743,87285138840845.06,64,64,0,0.35
258,2.871984167614536e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.09735429605485783,-0.06253757886171485,1,11,0.03463676641154954,0.6768643903885225,91477854595823.75,64,64,0,0.35
259,2.8808291467330492e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.28237248383799113,,0,10,0.043839307141469476,0.18475857624558867,92199546769118.22,64,64,0,0.35
260,2.913045239422552e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.03888101377061349,,0,12,0.08973698144398917,0.5107187425349327,89351512919272.47,64,64,0,0.35
261,2.9185019451149173e-12,,,,,,,,,,,,,,,,,random_surface,1,0.18668046013878847,,0,11,0.038439513682535835,0.25762246289944296,83703507950726.88,64,64,0,0.35
262,2.944122224408055e-12,,,,,,,,,,,,,,,,,coordination,1,0.0692061774566254,,0,10,0.025882392611507342,0.32480384193268835,93488987764764.12,64,64,0,0.35
263,2.9466021226853435e-12,,,,,,,,,,,,,,,,,relaxation,1,0.0009911852055271512,,0,11,0.08723529987438768,0.23066809815795503,107155949107159.25,64,64,0,0.35
264,2.947363781603862e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.23734716178308232,,0,10,0.0832299866817317,0.4983774259246201,89143248057655.44,64,64,0,0.35
265,2.965321027083063e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.03696760894390121,,0,12,0.051122633248688445,0.3843938606392762,92559070068102.03,64,64,0,0.35
266,2.9693272899017434e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.005236076889142682,,0,11,0.018898685901738235,0.3674972230335316,87657412344513.94,64,64,0,0.35
267,2.9697366788505346e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.17855450400524717,,0,12,0.05985791788342242,0.3848273829436184,90857233954639.77,64,64,0,0.35
268,2.997154677466904e-12,,,,,,,,,,,,,,,,,coordination,1,0.047772057318234994,,0,12,0.03331549757405812,0.47595693629296004,90723825772412.31,64,64,0,0.35
269,3.0024041155147443e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.17816468704234084,,0,11,0.07567149729542551,0.4855780791842472,91204423378746.89,64,64,0,0.35
270,3.015275222493225e-12,,,,,,,,,,,,,,,,,coordination,1,0.014660990664902574,,0,11,0.04975777275237462,0.40600985526707256,88002084033228.78,64,64,0,0.35
271,3.0200473195203936e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.0036975550370526803,-0.04785902579483192,1,11,0.01891417989355559,0.6118512869385936,95507198448207.9,64,64,0,0.35
272,3.0395070599567752e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.008639127087320841,,0,12,0.08757436751459291,0.32961118270008277,84230839982432.38,64,64,0,0.35
273,3.0609098040660265e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.02262021104322281,,0,12,0.030220151247080308,0.5100623859314414,89311175615818.6,64,64,0,0.35
274,3.069949458098041e-12,-6550.429038457409,-15.596259615374782,-46.78877884612435,134.0,226.0,360.0,263.0,97.0,1.5476190476190477,0.5214285714285715,0.6490683229813664,0.7089285714285715,2.744886975242196,1.9007521297565948,2.0010853651421376,3.0330957328813724,rejected_surface,0,-0.0008641915875741131,0.07384000001172453,0,12,0.040868285934741753,0.40647138568845914,89418856353918.11,64,64,0,0.35
275,3.1139275881830776e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.27297083045410875,,0,11,0.08833681044735753,0.3089049668002979,85572175294010.83,64,64,0,0.35
276,3.116065099195083e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.021967780396685812,,0,12,0.022083798384711938,0.4642668201322713,95355832575208.16,64,64,0,0.35
277,3.1231775661826063e-12,,,,,,,,,,,,,,,,,surface,1,0.07035211632458607,,0,12,0.037086380288827395,0.23990587162795501,100072654423881.61,64,64,0,0.35
278,3.126693646577855e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.14663620791594123,,0,11,0.12343489315191432,0.2917693682171165,84477363118124.25,64,64,0,0.35
279,3.127011385352701e-12,,,,,,,,,,,,,,,,,coordination,1,0.02914882180281159,,0,10,0.02416473648508938,0.34222188694404776,94560154951552.69,64,64,0,0.35
280,3.1286011125111775e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2019844701078377,,0,12,0.06665894575846733,0.5373463679918226,98317267607219.77,64,64,0,0.35
281,3.130585994718604e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.19712107977681476,,0,10,0.035597087812134706,0.2911627684077398,82194406585496.0,64,64,0,0.35
