step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda
13,2.9531998811476634e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.18163005747735303,0.030309704133664184,0.0,0.030309704133664184,0.2,0,0,20,0.10509423187433355,0.427234839416476,54325390000248.47,128,128,0,0.35,2200.0,0.75
14,3.139783049255259e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.13726249217644756,-0.0699239409042498,0.0,-0.0699239409042498,0.2,0,1,19,0.06818828554752632,0.5947416622186901,57733770108741.09,128,128,0,0.35,2200.0,0.75
15,3.142888501992544e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.3414210644235182,-0.04253505760306098,0.0,-0.04253505760306098,0.2,0,0,19,0.14759032062887636,0.30533495056073706,53151766963055.016,128,128,0,0.35,2200.0,0.75
16,3.2259464521954936e-13,,,,,,,,,,,,,,,,,,,surface,1,0.050610971655108666,0.02386439256186179,0.0,0.02386439256186179,0.2,0,0,19,0.019385931344432457,0.6334755161538868,54620895708309.87,128,128,0,0.35,2200.0,0.75
17,3.2734652811761755e-13,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.3304855820315319,0.4076208036197855,0.0,0.4076208036197855,0.2,0,0,21,0.07167867240775498,0.20040331310033285,61058009403885.81,128,128,0,0.35,2200.0,0.75
18,3.419431913566311e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.09108554847702872,0.08799694040338579,0.0,0.08799694040338579,0.2,0,0,19,0.05075001149953996,0.28056473433493934,58313144390200.59,128,128,0,0.35,2200.0,0.75
19,3.7473447601868365e-13,,,,,,,,,,,,,,,,,,,surface,1,0.1350396522806299,0.02430067959809179,0.0,0.02430067959809179,0.2,0,0,20,0.026106899450428322,0.12575399151240496,51149699367195.11,128,128,0,0.35,2200.0,0.75
20,4.215265325561314e-13,,,,,,,,,,,,,,,,,,,surface,1,0.1604911463206425,0.1015307310164495,0.00366300366300365,0.09878347826919676,0.2,0,0,21,0.04674988822365186,0.318802475801943,60086448278247.6,128,128,0,0.35,2200.0,0.75
21,4.2197260968641357e-13,,,,,,,,,,,,,,,,,,,surface,1,0.6643839153849371,-0.1350205679183034,0.0,-0.1350205679183034,0.2,0,1,18,0.15622742145617485,0.2717394691770428,54223662540891.72,128,128,0,0.35,2200.0,0.75
22,4.231773687385667e-13,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.04615098423479294,0.22735060105762983,0.0,0.22735060105762983,0.2,0,0,19,0.0351018064250756,0.566025184253252,57158627872849.66,128,128,0,0.35,2200.0,0.75
23,4.4014079011633873e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.06526774219016276,0.08785043801617576,0.0,0.08785043801617576,0.2,0,0,19,0.051920222272128835,0.4754901357946748,61295899377289.69,128,128,0,0.35,2200.0,0.75
24,4.5005249694191985e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.026279670133587226,-0.021740495249105152,-0.0008888170652876504,-0.021073882450139414,0.2,0,0,20,0.0259152713960931,0.5222449994978415,59427042069727.53,128,128,0,0.35,2200.0,0.75
25,4.641441559350602e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.239963936845678,-0.2274267739621223,0.0,-0.2274267739621223,0.2,0,0,19,0.11010479277592812,0.32383017161349564,56431874887092.86,128,128,0,0.35,2200.0,0.75
26,4.783098471814631e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.048877869773232295,0.18358144790356334,0.0,0.18358144790356334,0.2,0,0,21,0.04649622507196875,0.4135224103914134,58748749122021.14,128,128,0,0.35,2200.0,0.75
27,5.06945564231509e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.003357537410511831,-0.06447908410255465,0.0,-0.06447908410255465,0.2,0,0,21,0.043067463561722245,0.16053991599400294,56022087677168.66,128,128,0,0.35,2200.0,0.75
28,5.246969790601716e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.15964981931748562,-0.5611699559658803,0.0,-0.5611699559658803,0.2,0,0,19,0.10308633868726119,0.3312906778182011,58208370149058.125,128,128,0,0.35,2200.0,0.75
29,6.030034879681067e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.01912970930216061,0.05955347514187537,0.0,0.05955347514187537,0.2,0,1,20,0.048847135822114536,0.5124427164020254,57630547477028.0,128,128,0,0.35,2200.0,0.75
30,6.067602348440709e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.009310189562812184,0.03812625982131834,0.0,0.03812625982131834,0.2,0,0,20,0.020623058474826234,0.5234318162295317,53992759255822.89,128,128,0,0.35,2200.0,0.75
31,6.173066689541666e-13,,,,,,,,,,,,,,,,,,,surface,1,0.008389545484331436,-0.006463813089602866,0.0,-0.006463813089602866,0.2,0,1,20,0.030137435737316292,0.623567835370764,61298079411101.14,128,128,0,0.35,2200.0,0.75
32,6.190670190694652e-13,,,,,,,,,,,,,,,,,,,surface,1,0.13335283017929797,-0.08160459249620544,0.0,-0.08160459249620544,0.2,0,0,20,0.035629623688382614,0.48501669560886446,51462882352339.18,128,128,0,0.35,2200.0,0.75
33,6.569037164699871e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.14551526998870276,-0.1237151699978547,0.0,-0.1237151699978547,0.2,0,1,19,0.05904118541468082,0.5425723718547609,62115763223804.2,128,128,0,0.35,2200.0,0.75
34,6.744578415664626e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.0928830968108374,0.13329417922865971,0.0,0.13329417922865971,0.2,0,1,17,0.06860800639124809,0.48558603664270644,58967448979023.18,128,128,0,0.35,2200.0,0.75
35,6.82122541349463e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.0046954681757925805,0.11662458239888807,0.0,0.11662458239888807,0.2,0,0,21,0.03451043598118525,0.5060459012014119,57984617679173.97,128,128,0,0.35,2200.0,0.75
36,7.161080049462889e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.304642122012785,-0.29997168080384284,0.0,-0.29997168080384284,0.2,0,1,20,0.07848301245335387,0.6890291724982208,52893303466813.67,128,128,0,0.35,2200.0,0.75
37,7.194332384584043e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.009454897618512497,0.009195214578472388,0.0,0.009195214578472388,0.2,0,0,20,0.020317183621618055,0.3484373252676013,59218005553555.766,128,128,0,0.35,2200.0,0.75
38,7.198878836677432e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.06392968326341975,0.06665663603177308,0.0,0.06665663603177308,0.2,0,0,19,0.03153275249784399,0.3496628780869408,58153439946926.45,128,128,0,0.35,2200.0,0.75
39,7.209440845826555e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.03805527130670305,-0.02281162540836945,-0.0008953766008248376,-0.022140092957750823,0.2,0,0,21,0.02839426294198,0.3725436546235713,57080949015361.03,128,128,0,0.35,2200.0,0.75
40,7.347308900441543e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.7000602607839292,-0.041012233240032,0.0,-0.041012233240032,0.2,0,1,20,0.1720389366857729,0.1445314851974605,55215380319406.44,128,128,0,0.35,2200.0,0.75
41,7.779250451364022e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.13671180437567715,0.13641347904644618,0.0,0.13641347904644618,0.2,0,0,21,0.038025766818256874,0.307078397275178,55727942953183.68,128,128,0,0.35,2200.0,0.75
42,7.9438984721082e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.08056495559512043,0.035295082138954825,0.0,0.035295082138954825,0.2,0,1,19,0.053724973264078935,0.46604889789710097,59020092611589.234,128,128,0,0.35,2200.0,0.75
43,8.237191250141429e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.08641540773983288,0.033520358984258536,0.0,0.033520358984258536,0.2,0,0,17,0.030776727558591097,0.29924763693092366,52868429551453.766,128,128,0,0.35,2200.0,0.75
44,8.642284035059256e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.0010303885378628477,0.010483048712487175,0.0,0.010483048712487175,0.2,0,1,19,0.026245671097974002,0.5547652891356327,52292727488409.05,128,128,0,0.35,2200.0,0.75
45,8.707461851548538e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.045508894102941594,0.0011062758257764926,0.0,0.0011062758257764926,0.2,0,0,21,0.033835903608843025,0.45700652736851516,55366152053293.8,128,128,0,0.35,2200.0,0.75
46,8.876637999155129e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.09164482926571534,0.03237366104622197,0.0,0.03237366104622197,0.2,0,0,20,0.0713609037953041,0.4130400165429329,53959122867736.36,128,128,0,0.35,2200.0,0.75
47,9.169042049305034e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.22814235458780907,0.062453409676878735,0.0,0.062453409676878735,0.2,0,0,21,0.059684712135522844,0.22485985724239563,51690657656292.67,128,128,0,0.35,2200.0,0.75
48,9.330121683059505e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.26918171485045383,-0.23433658554579395,0.0,-0.23433658554579395,0.2,0,1,17,0.15261125663789044,0.5948547100343794,58702848204073.07,128,128,0,0.35,2200.0,0.75
49,9.545919655267956e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.007180571193305562,0.07355881834684297,0.0,0.07355881834684297,0.2,0,0,21,0.03552469190521811,0.4941473872091911,59854400807812.11,128,128,0,0.35,2200.0,0.75
50,9.579089526005305e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.18295226222489722,0.48488172029374965,0.0,0.48488172029374965,0.2,0,0,20,0.11730061187537745,0.33435919233828165,53807283576225.7,128,128,0,0.35,2200.0,0.75
51,9.774894789366687e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.050007312365701884,-0.03381366933354002,0.0,-0.03381366933354002,0.2,0,1,20,0.05883370130773251,0.4394592702877804,58057195616101.04,128,128,0,0.35,2200.0,0.75
52,9.785202966040305e-13,,,,,,,,,,,,,,,,,,,surface,1,0.059696816390129206,0.09915053559997844,0.0,0.09915053559997844,0.2,0,0,21,0.029801027105678394,0.2989405206322354,58439662838724.414,128,128,0,0.35,2200.0,0.75
53,9.876824477313157e-13,,,,,,,,,,,,,,,,,,,surface,1,0.08001843712505533,-0.021252652903697822,0.0,-0.021252652903697822,0.2,0,0,21,0.05745371783241099,0.2969127223622901,56740553952469.85,128,128,0,0.35,2200.0,0.75
54,1.0120414953584311e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.013847811253557907,-0.39889256678271323,0.0,-0.39889256678271323,0.2,0,0,21,0.05746425777836554,0.4578048143864231,52509177085955.95,128,128,0,0.35,2200.0,0.75
55,1.016050403498857e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.2986540620982376,-0.005539256165981499,0.0036900369003690647,-0.008306783841258297,0.2,0,0,21,0.1481354855475638,0.4128362918506677,56142047369292.85,128,128,0,0.35,2200.0,0.75
56,1.0410222788584157e-12,,,,,,,,,,,,,,,,,,,growth_front,1,0.0639995621125412,0.02531900704541279,0.0,0.02531900704541279,0.2,0,0,20,0.02637153457982935,0.1402952489580226,60746251643024.75,128,128,0,0.35,2200.0,0.75
57,1.048594756706755e-12,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.23715608886557235,-0.08774766137810452,0.0,-0.08774766137810452,0.2,0,0,21,0.0634252920546262,0.4489798638024288,55401761438830.34,128,128,0,0.35,2200.0,0.75
58,1.0888169871089286e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.2847838845372751,-0.0851280097522249,0.0,-0.0851280097522249,0.2,0,1,20,0.07165123746083346,0.6619355734514542,60092332404849.56,128,128,0,0.35,2200.0,0.75
59,1.0996406590556344e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.06934250317635991,-0.026260735913275823,0.0,-0.026260735913275823,0.2,0,0,20,0.02849905205021624,0.22248684509158295,49206797950112.76,128,128,0,0.35,2200.0,0.75
60,1.1306626270921194e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.05518991921744724,0.4399839568630526,0.0,0.4399839568630526,0.2,0,0,20,0.11115184213544134,0.5829907364480486,57256073515014.016,128,128,0,0.35,2200.0,0.75
61,1.1380379638249671e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.14414213337893036,-0.011775901440074676,0.0,-0.011775901440074676,0.2,0,1,20,0.06286415565576062,0.6519554928211089,51555136909033.95,128,128,0,0.35,2200.0,0.75
62,1.1382037064887863e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.19214339507819517,0.09066111018253054,0.0,0.09066111018253054,0.2,0,0,20,0.09597183559146238,0.4258923403834281,52870413979293.92,128,128,0,0.35,2200.0,0.75
63,1.153573721037919e-12,,,,,,,,,,,,,,,,,,,surface,1,0.1678977678325868,0.16231770146622182,0.0,0.16231770146622182,0.2,0,0,21,0.03151227835261263,0.213211556592905,51985075676092.53,128,128,0,0.35,2200.0,0.75
64,1.1709664437616007e-12,,,,,,,,,,,,,,,,,,,rejected_random_surface,0,0.12045447773567672,0.2723372449346826,0.0,0.2723372449346826,0.2,0,0,19,0.043538741849488874,0.1893851447303843,55817114619320.2,128,128,0,0.35,2200.0,0.75
65,1.1719101486385971e-12,,,,,,,,,,,,,,,,,,,surface,1,0.2662958856456105,0.039150163338224075,0.0,0.039150163338224075,0.2,0,0,21,0.0912027418284989,0.28935579615495943,54454208812221.04,128,128,0,0.35,2200.0,0.75
66,1.198780628195246e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.28097511479537907,0.5190835244477014,0.0,0.5190835244477014,0.2,0,0,21,0.10139343453347854,0.5203586344717359,52142476140672.39,128,128,0,0.35,2200.0,0.75
67,1.199816886458537e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.1793856165399475,0.245005823800458,0.0008818102886910539,0.2443444660839397,0.2,0,0,20,0.037504488812763956,0.33151755379264924,51099211069208.88,128,128,0,0.35,2200.0,0.75
68,1.2730036163344024e-12,,,,,,,,,,,,,,,,,,,surface,1,0.4293572900015124,-0.010502509865702336,0.0,-0.010502509865702336,0.2,0,1,20,0.14701822403936465,0.2187064776600468,60711799614691.95,128,128,0,0.35,2200.0,0.75
69,1.2783369798802235e-12,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.21729419331827915,0.35507154314657896,0.0,0.35507154314657896,0.2,0,0,21,0.0644039364153776,0.1909792861694026,56236622943802.08,128,128,0,0.35,2200.0,0.75
70,1.3140869152845048e-12,,,,,,,,,,,,,,,,,,,surface,1,0.19746232181510087,0.03176890280161615,0.0,0.03176890280161615,0.2,0,0,20,0.05669835160277689,0.20575372503988587,59146876147088.57,128,128,0,0.35,2200.0,0.75
71,1.3250152610089292e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.05755426645080255,-0.06883845155540769,0.0,-0.06883845155540769,0.2,0,0,20,0.05909299148949115,0.42939411008762624,61591019395556.81,128,128,0,0.35,2200.0,0.75
72,1.3349281982221807e-12,,,,,,,,,,,,,,,,,,,surface,1,0.16102796361355556,0.06901947598108293,0.0,0.06901947598108293,0.2,0,0,20,0.03665970376606874,0.46280850579318294,55034694347218.36,128,128,0,0.35,2200.0,0.75
73,1.339038221304841e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.07256332176622167,0.020167946724953367,0.0,0.020167946724953367,0.2,0,0,21,0.05395419242479088,0.43475789090425915,58403390314359.36,128,128,0,0.35,2200.0,0.75
74,1.3878261258364152e-12,,,,,,,,,,,,,,,,,,,surface,1,0.09394138131516955,-0.026232347872731765,0.0,-0.026232347872731765,0.2,0,0,21,0.02444231011538555,0.29617066517818225,61273586238791.836,128,128,0,0.35,2200.0,0.75
75,1.391387986141987e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.15615719001742323,-0.08140571913899208,0.0,-0.08140571913899208,0.2,0,0,20,0.11566979793684848,0.23817959382185863,56444670642063.19,128,128,0,0.35,2200.0,0.75
76,1.4097035401248533e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.06347407080642711,0.38022000780051,0.0,0.38022000780051,0.2,0,0,21,0.06006464718558683,0.5353258440240343,57761271356142.14,128,128,0,0.35,2200.0,0.75
77,1.4384775759079496e-12,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,-0.053357497178505575,0.2424242742969014,0.0,0.2424242742969014,0.2,0,0,21,0.049815479048431026,0.410270439213766,54516833099298.766,128,128,0,0.35,2200.0,0.75
78,1.451511760536867e-12,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.14632133675994993,0.21708729843500407,0.0,0.21708729843500407,0.2,0,0,19,0.06172243861779652,0.4311469525920077,56698963795558.05,128,128,0,0.35,2200.0,0.75
79,1.47408687123292e-12,,,,,,,,,,,,,,,,,,,surface,1,-0.26396683387044984,-0.7103321492260619,0.0,-0.7103321492260619,0.2,0,1,18,0.09849765086160268,0.6092261751940897,63753355327478.34,128,128,0,0.35,2200.0,0.75
80,1.5084493370119464e-12,,,,,,,,,,,,,,,,,,,surface,1,0.29308565818138543,0.10810217545127543,0.0,0.10810217545127543,0.2,0,0,20,0.10896966373849779,0.39062442029811323,58918166184958.53,128,128,0,0.35,2200.0,0.75
81,1.5145414861558662e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.34027917165934674,0.04845050756183156,0.0,0.04845050756183156,0.2,0,0,20,0.11324403285502672,0.4107467848801533,58511752088043.36,128,128,0,0.35,2200.0,0.75
82,1.5213844585729145e-12,,,,,,,,,,,,,,,,,,,random_surface,1,-0.2100759598895755,-0.353769785681866,0.0,-0.353769785681866,0.2,0,0,21,0.062205497030489505,0.46319671854025557,59305550467372.17,128,128,0,0.35,2200.0,0.75
83,1.5289587202968567e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.06199018360093795,0.34761074013674786,0.0,0.34761074013674786,0.2,0,0,21,0.06087327054379735,0.5305449648509661,60172001905649.16,128,128,0,0.35,2200.0,0.75
84,1.581605542567107e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.15215639797960478,-0.21577136034102296,0.0,-0.21577136034102296,0.2,0,0,21,0.040579693005566166,0.524635107666514,54525900596724.33,128,128,0,0.35,2200.0,0.75
85,1.656590388062112e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.020218896776243448,-0.2100556969517129,-0.002794660299544227,-0.20795970172705472,0.2,0,0,19,0.029010575097999577,0.29639975501620913,49818297417036.766,128,128,0,0.35,2200.0,0.75
86,1.6768057702555226e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.10476806031689723,-0.10320294569536514,0.002794660299544227,-0.10529894092002332,0.2,0,1,19,0.06850842748522191,0.5487009464782853,52231907850784.91,128,128,0,0.35,2200.0,0.75
87,1.6832429331200044e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.16975121611485697,0.4624044489472432,0.0,0.4624044489472432,0.2,0,0,21,0.05268181901585158,0.368797634609111,54651048066444.734,128,128,0,0.35,2200.0,0.75
88,1.6861757491663247e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.13875242033082105,0.10763295508294846,-0.002794660299544227,0.10972895030760663,0.2,0,0,21,0.04880533488333249,0.2482841150659965,56332817906327.08,128,128,0,0.35,2200.0,0.75
89,1.687112076206868e-12,,,,,,,,,,,,,,,,,,,growth_front,1,-0.016053616458812165,-0.03517689191484763,0.0,-0.03517689191484763,0.2,0,0,19,0.022983062178196678,0.5163273088913019,56736058087838.36,128,128,0,0.35,2200.0,0.75
90,1.6976241747461014e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.0904038774586982,0.1158138582673729,0.002794660299544227,0.11371786304271472,0.2,0,0,21,0.09895951416529988,0.47186537586425376,52248647415032.24,128,128,0,0.35,2200.0,0.75
91,1.7079447331713392e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.15426516890353467,0.13260743301050582,0.0,0.13260743301050582,0.2,0,0,21,0.09030486409403903,0.25389558541160834,59060980031198.62,128,128,0,0.35,2200.0,0.75
92,1.7418071069116368e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.5554129301536657,-0.17517921221872257,0.0,-0.17517921221872257,0.2,0,1,20,0.13619044097191688,0.2621992096069436,59338175932456.95,128,128,0,0.35,2200.0,0.75
93,1.7703415693322503e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.12318814964288717,-0.3133056394818965,0.0,-0.3133056394818965,0.2,0,0,20,0.055879960634279656,0.3024925299364667,52234862001113.92,128,128,0,0.35,2200.0,0.75
94,1.7819673068678833e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.24864469879801632,-0.08079302810994449,0.0,-0.08079302810994449,0.2,0,0,19,0.1032464435870241,0.26461717445766947,53144334407616.08,128,128,0,0.35,2200.0,0.75
95,1.8018150436572278e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.05704121473481453,0.2553160925830298,0.0,0.2553160925830298,0.2,0,0,20,0.04282393084358798,0.45187927900992075,51715271821846.64,128,128,0,0.35,2200.0,0.75
96,1.8116305167668229e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.07210387405634684,-0.031169344489073936,0.0,-0.031169344489073936,0.2,0,0,20,0.02546562288448881,0.2889879603849073,52609985888797.2,128,128,0,0.35,2200.0,0.75
97,1.8267879661555807e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.024434880408363623,0.07623711091206786,0.0,0.07623711091206786,0.2,0,1,20,0.0730318730226193,0.5786724081649444,60645204508066.8,128,128,0,0.35,2200.0,0.75
98,1.8331695994353544e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.0844596620045832,0.05349755843612414,0.0,0.05349755843612414,0.2,0,0,20,0.027264942139380438,0.6299526890020822,57825322272651.03,128,128,0,0.35,2200.0,0.75
99,1.840665830085145e-12,-6564.887710389634,-15.630685024737224,-46.89205507421167,127.0,214.0,341.0,198.0,143.0,1.3904761904761904,0.580952380952381,0.7601476014760148,0.7354166666666667,2.644466209598433,1.9000985840787872,2.1435414503011305,2.884276718416322,231.0,132.0,rejected_growth_front,0,0.07722580667396373,0.2192454586595538,0.0,0.2192454586595538,0.2,0,0,19,0.03440966671671905,0.38116733942011966,59944778342808.13,128,128,0,0.35,2200.0,0.75
100,1.8974716564233044e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.004928345075690551,-0.0056231187054436305,0.0,-0.0056231187054436305,0.2,0,1,19,0.07369066809974237,0.5633760711797587,57537201302119.49,128,128,0,0.35,2200.0,0.75
101,1.9425514835427995e-12,,,,,,,,,,,,,,,,,,,growth_front,1,-0.04668268230083044,-0.10950700918903777,0.0,-0.10950700918903777,0.2,0,1,20,0.04333960440841123,0.579402207704195,54350942060992.625,128,128,0,0.35,2200.0,0.75
