step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,n_jobs
0,8.010286700090979e-16,-6504.777142950283,-15.487564626072102,-46.46269387821631,136.0,218.0,354.0,268.0,86.0,1.542857142857143,0.5166666666666667,0.6295180722891566,0.7110119047619048,2.891697241473026,1.9001547635772849,2.0204512974880235,2.8754096774145084,244.0,167.0,growth_front,1,-0.1015105378067058,0.06710425841584566,0.0,0.06710425841584566,0.2,0,0,12,9.101081244951986e-05,0.7880288581262633,114662544941654.56,64,64,0,0.35,3600.0,3.0,1
1,8.43441155790657e-15,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.01172154977758136,0.050884131408651,0.0,0.050884131408651,0.2,0,0,13,0.0006959742443913806,0.3456213681488945,96206004880062.64,64,64,0,0.35,3600.0,3.0,1
2,2.1072181368425076e-14,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.23798284345187062,0.3093207778440714,0.0,0.3093207778440714,0.2,0,0,13,0.003300197261881521,0.01447444534611439,100832474730936.56,64,64,0,0.35,3600.0,3.0,1
3,2.3449828266138565e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.12165630675651348,-0.0885772617630316,0.0,-0.0885772617630316,0.2,0,0,12,0.0006214011307396003,0.8554821318858861,104605596486036.53,64,64,0,0.35,3600.0,3.0,1
4,4.652989848608951e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.026702082798025044,-0.04498953893220303,0.0,-0.04498953893220303,0.2,0,0,13,0.0030401391970827484,0.8445687964707784,99568582476672.83,64,64,0,0.35,3600.0,3.0,1
5,4.9802983091980114e-14,,,,,,,,,,,,,,,,,,,random_surface,1,-0.05609506848598307,-0.38223287910383874,0.0,-0.38223287910383874,0.2,0,0,13,0.008669142193106449,0.7722946444914475,104627735852376.44,64,64,0,0.35,3600.0,3.0,1
6,5.383094758014403e-14,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.23241931329397864,0.3263851550684649,-0.0018904446615289894,0.33205648905305185,0.2,0,0,13,0.004767240625113661,0.12420386664295531,93825300605447.81,64,64,0,0.35,3600.0,3.0,1
7,5.393994129758384e-14,,,,,,,,,,,,,,,,,,,surface_compression,1,0.08696979943351418,0.05674114320972379,0.0,0.05674114320972379,0.2,0,0,11,0.012971952097468827,0.1908470996943952,110028254230897.4,64,64,0,0.35,3600.0,3.0,1
8,5.568764281123414e-14,,,,,,,,,,,,,,,,,,,coordination,1,0.22287366323497454,0.16823661284269065,0.0,0.16823661284269065,0.2,0,0,12,0.010031126143987198,0.020766917290652994,106452371489740.53,64,64,0,0.35,3600.0,3.0,1
9,6.424857559041815e-14,,,,,,,,,,,,,,,,,,,surface_compression,1,0.028218077050901028,-0.03572447233485576,0.0,-0.03572447233485576,0.2,0,0,13,0.006802723856046055,0.38578481482209653,95005330576455.58,64,64,0,0.35,3600.0,3.0,1
10,1.0094183924741183e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.00894987425506075,-0.2486540665217163,0.0,-0.2486540665217163,0.2,0,1,12,0.04764294421061625,0.6718532613417141,93881499345186.14,64,64,0,0.35,3600.0,3.0,1
11,1.0447457059380724e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.1081888439729951,0.027152623425549693,0.0,0.027152623425549693,0.2,0,0,12,0.0027110261828722226,0.1006030867312257,113417037566987.23,64,64,0,0.35,3600.0,3.0,1
12,1.0537477577033204e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.08288474221248915,-0.1272291985043701,0.0,-0.1272291985043701,0.2,0,0,13,0.008558534686552592,0.7923242025533517,104624989424202.56,64,64,0,0.35,3600.0,3.0,1
13,1.115705043679343e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.00640876242897331,-0.1792247790639383,0.0,-0.1792247790639383,0.2,0,0,13,8.6794922239133e-05,0.9135173058339732,102928432502217.25,64,64,0,0.35,3600.0,3.0,1
14,1.280743406088097e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.04953189560504154,0.038128725650036444,0.0,0.038128725650036444,0.2,0,1,11,0.01740584407612661,0.9596932789632612,94576355685914.19,64,64,0,0.35,3600.0,3.0,1
15,1.404137482428133e-13,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.11965538268255475,0.7674714568464185,0.0,0.7674714568464185,0.2,0,0,13,0.000992472147727838,0.28380832353059965,90655441741898.47,64,64,0,0.35,3600.0,3.0,1
16,1.4970849847979066e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.14969725280489954,-0.026466526516177424,0.0,-0.026466526516177424,0.2,0,0,13,0.0005069659059887266,0.7903981252697779,112255395944585.3,64,64,0,0.35,3600.0,3.0,1
17,1.5682295044615352e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.02950448279359253,-0.01614939822800565,0.0,-0.01614939822800565,0.2,0,0,12,0.007085966887029428,0.6141407866166396,104449204934800.11,64,64,0,0.35,3600.0,3.0,1
18,1.9494705356968317e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.1060002763096134,0.13585101613950457,0.0,0.13585101613950457,0.2,0,0,13,0.018476970015509873,0.11035799322419147,98980853067797.31,64,64,0,0.35,3600.0,3.0,1
19,2.0574921089390425e-13,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.06284975475093049,0.48552206679488563,0.0,0.48552206679488563,0.2,0,0,13,0.006652842682457919,0.35660473910149393,96508171238762.69,64,64,0,0.35,3600.0,3.0,1
20,2.1786410403216915e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.03569437422288323,0.03896940976362018,0.0,0.03896940976362018,0.2,0,0,13,0.01221891713794271,0.878015022611682,94192778037980.92,64,64,0,0.35,3600.0,3.0,1
21,2.2129357374497683e-13,,,,,,,,,,,,,,,,,,,surface,1,0.041328681217691676,0.19722707937317097,0.0,0.19722707937317097,0.2,0,0,13,0.019938374849231347,0.49666911385383644,99722439966499.97,64,64,0,0.35,3600.0,3.0,1
22,2.5253396151616943e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.037370823409169605,-0.042460688975020755,0.0,-0.042460688975020755,0.2,0,0,13,0.008919019018631895,0.9358981744948818,101159428416163.61,64,64,0,0.35,3600.0,3.0,1
23,2.5710227291649146e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.020719129546082727,-0.014707610118088521,0.0,-0.014707610118088521,0.2,0,0,13,0.027924165855393014,0.4308268434174613,94975204806488.31,64,64,0,0.35,3600.0,3.0,1
