step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement
654,3.3273750524544835e-12,,,,,,,,,,,,,,,,,surface,1,-0.07186361267868197,-0.02782054461567718,1,18,0.06794346105765754,0.6143751588889502,184160731507112.75,128,128,0,0.35
655,3.337501043270807e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.01695309988194449,-0.04249177760805267,1,17,0.02093003373234246,0.6332818467614332,181828764026259.56,128,128,0,0.35
656,3.3375809888468243e-12,,,,,,,,,,,,,,,,,relaxation,1,0.03134078054089588,,0,16,0.03145672758672035,0.6321888484725412,183059211820765.75,128,128,0,0.35
657,3.337607644511184e-12,,,,,,,,,,,,,,,,,coordination,1,-0.029381109027463978,,0,18,0.05927670920294628,0.3122130593611772,176684502070784.0,128,128,0,0.35
658,3.3487417927200468e-12,,,,,,,,,,,,,,,,,surface,1,0.15254561259902719,,0,18,0.038582259010348355,0.5837095078389176,173337657631196.72,128,128,0,0.35
659,3.3512525318210114e-12,,,,,,,,,,,,,,,,,coordination,1,0.10952352519845443,,0,18,0.025163613217022356,0.1677862389345006,174340283126625.56,128,128,0,0.35
660,3.358436398594436e-12,,,,,,,,,,,,,,,,,surface,1,0.0023532748881867644,,0,17,0.04975853001341825,0.5152994275617195,171018450575471.97,128,128,0,0.35
661,3.3794376766829614e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.13998853311778148,-0.2055687513390403,1,17,0.045579003508978026,0.8430271298178994,171672970482886.5,128,128,0,0.35
662,3.3837374319557905e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.05100273893295566,,0,18,0.029689497061580018,0.269147788701336,176326492567371.12,128,128,0,0.35
663,3.385315039880944e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.14813288618743706,,0,18,0.07111078051544806,0.4725052435561584,175971379854509.66,128,128,0,0.35
664,3.3983312407536653e-12,,,,,,,,,,,,,,,,,surface,1,0.2924757017209782,,0,17,0.06953664241462006,0.3336133546394453,188336277594371.3,128,128,0,0.35
665,3.4018025886758217e-12,,,,,,,,,,,,,,,,,coordination,1,0.13781203230237035,,0,18,0.031865826101451986,0.28783463330491116,178116233498475.94,128,128,0,0.35
666,3.4112846136884225e-12,,,,,,,,,,,,,,,,,surface,1,-0.0262303208885507,,0,18,0.02488137726543545,0.2534486255253961,169569727307907.47,128,128,0,0.35
667,3.4118019502410375e-12,,,,,,,,,,,,,,,,,coordination,1,0.0008304157596439633,,0,18,0.031017039415401085,0.37944097414352135,165881630799259.25,128,128,0,0.35
668,3.4177043226915036e-12,,,,,,,,,,,,,,,,,surface,1,-0.13854548177613818,,0,18,0.05329743289109155,0.46221669761965767,181364380428192.47,128,128,0,0.35
669,3.4210833233044196e-12,,,,,,,,,,,,,,,,,coordination,1,0.07486578973025114,,0,18,0.05453846707078565,0.40095758844786455,178380761370573.97,128,128,0,0.35
670,3.4222055622919944e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.049619577148898454,,0,18,0.026349675304732787,0.5199016077372162,177269302304108.06,128,128,0,0.35
671,3.4390299153559365e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.30129362993523184,,0,18,0.0908869273695036,0.300391386127618,177293238622442.12,128,128,0,0.35
672,3.4444338343505553e-12,,,,,,,,,,,,,,,,,surface,1,-0.02662863197685399,,0,18,0.052087255989947706,0.3203960184100518,185420196162093.44,128,128,0,0.35
673,3.444873699242069e-12,,,,,,,,,,,,,,,,,surface,1,-0.08050341374779964,,0,18,0.046928473802704054,0.3412044067241579,165795282649607.53,128,128,0,0.35
674,3.4518983683268845e-12,,,,,,,,,,,,,,,,,coordination,1,-0.001326561284144834,,0,18,0.0292976711156157,0.5725876416392494,170964274108111.53,128,128,0,0.35
675,3.4553814638781562e-12,,,,,,,,,,,,,,,,,relaxation,1,0.197361175954459,,0,16,0.03629358702188437,0.3437077678853302,177178406624618.16,128,128,0,0.35
676,3.4584899903575174e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.04132712977075888,,0,18,0.027881695970190096,0.46672460562650087,165121771784596.44,128,128,0,0.35
677,3.4650273028590984e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2885223002878445,,0,18,0.09014220709538412,0.5771413187214542,177242785198013.12,128,128,0,0.35
678,3.466346108890171e-12,,,,,,,,,,,,,,,,,relaxation,1,0.11488298657364511,,0,18,0.04336360448021071,0.25233375800902436,180978721275002.9,128,128,0,0.35
679,3.468445057125995e-12,,,,,,,,,,,,,,,,,coordination,1,-0.10676307001758885,-0.046157516797677545,1,18,0.02988021223915353,0.6941637305176127,180054547667279.44,128,128,0,0.35
680,3.469271036650348e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.025503304209810933,,0,17,0.052222189372151756,0.33973885276564053,184325501709868.3,128,128,0,0.35
681,3.4739840021980095e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.027715636387585972,,0,17,0.039660456742259036,0.31254935650771015,172165846669787.75,128,128,0,0.35
682,3.4749017118643128e-12,,,,,,,,,,,,,,,,,surface,1,0.2474863207494924,,0,18,0.11932625189209707,0.2945460097947581,168016469304511.16,128,128,0,0.35
683,3.4850378369071936e-12,,,,,,,,,,,,,,,,,surface,1,0.11097654372518984,,0,17,0.05161945217218651,0.15875184071030685,169845187887947.06,128,128,0,0.35
684,3.4907804765580824e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.09045247170020124,,0,17,0.04395019158361676,0.4144181086779681,160318400652822.7,128,128,0,0.35
685,3.501236836195264e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.011461582950615508,,0,17,0.0730190184175337,0.41245655797213615,185440474703874.3,128,128,0,0.35
686,3.502930326776917e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.024491393849841798,,0,18,0.08373569447686728,0.34701045295873495,171448894554424.34,128,128,0,0.35
687,3.5031306262166427e-12,,,,,,,,,,,,,,,,,random_surface,1,0.3226056894476179,,0,18,0.06577235090446568,0.1919057547076572,172830496738986.9,128,128,0,0.35
688,3.503440536072724e-12,,,,,,,,,,,,,,,,,coordination,1,-0.010777649823724733,,0,17,0.022287278501306868,0.5095633786465465,163117988679317.22,128,128,0,0.35
689,3.5052661455335113e-12,,,,,,,,,,,,,,,,,coordination,1,0.02224371274080272,,0,18,0.018825269189245868,0.3227336028180064,172886610089779.06,128,128,0,0.35
690,3.512709368918952e-12,,,,,,,,,,,,,,,,,relaxation,1,0.04546952294658313,,0,17,0.028844669581022754,0.32213640286448625,181775210386068.0,128,128,0,0.35
691,3.523039575424785e-12,,,,,,,,,,,,,,,,,surface,1,0.26048126798764015,,0,18,0.07288971633263029,0.3932106384078107,164008856547474.44,128,128,0,0.35
692,3.547910547620536e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.06887337853957991,-0.03295633438699497,1,18,0.029492244983764515,0.7670469150352215,175665393827253.3,128,128,0,0.35
693,3.5483144882612566e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.1935803242960787,,0,18,0.055964865449661096,0.5228113753547072,160413952716944.06,128,128,0,0.35
694,3.5545855105684468e-12,,,,,,,,,,,,,,,,,relaxation,1,0.2594045610803235,,0,18,0.06806987498556591,0.44099284559519575,169011737603266.22,128,128,0,0.35
695,3.560984669793728e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.13048200046287686,,0,18,0.050356877026296404,0.459556815040046,173375395623366.4,128,128,0,0.35
696,3.5815359475439866e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.24391246693364235,,0,18,0.1510482235591494,0.347926537721465,177566372109692.12,128,128,0,0.35
697,3.582583077197768e-12,,,,,,,,,,,,,,,,,coordination,1,-0.23036684451593428,,0,17,0.09359710237524914,0.31407696834680854,174763355572202.3,128,128,0,0.35
698,3.583138319549089e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.08675709053931832,,0,18,0.05539122670876825,0.4977310462537635,162258466687850.44,128,128,0,0.35
699,3.5881391475239306e-12,-6559.765384323934,-15.61848901029508,-46.855467030885244,133.0,226.0,359.0,249.0,110.0,1.5142857142857142,0.5428571428571428,0.6928104575163399,0.7148809523809524,2.773473407747866,1.904189780056601,2.0127947798328276,2.9424223652892154,rejected_coordination,0,-0.007088626492969853,0.011895676406563638,0,19,0.041692910701353565,0.5259854927930692,177294981694181.8,128,128,0,0.35
700,3.5949988351124543e-12,,,,,,,,,,,,,,,,,surface,1,-0.11949081303417013,,0,18,0.04430841643080871,0.4196360466649721,164255137586734.53,128,128,0,0.35
701,3.602450293425865e-12,,,,,,,,,,,,,,,,,coordination,1,0.284022085749494,,0,18,0.10981219383905548,0.41772445469122577,170075451180794.56,128,128,0,0.35
702,3.607920889390073e-12,,,,,,,,,,,,,,,,,relaxation,1,0.03807914150717537,,0,18,0.05430536508963579,0.4465386667561435,165939027365621.25,128,128,0,0.35
703,3.6241897202771024e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.1834752934685484,,0,18,0.08435331610304418,0.3451058936645608,171322292401182.8,128,128,0,0.35
704,3.6258152015254726e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.09391841374520572,,0,18,0.028427339829363796,0.30067594863584185,176534220633454.0,128,128,0,0.35
705,3.629032172701012e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.08642782366947341,,0,18,0.02981945011451625,0.46345959189090136,165398532600338.75,128,128,0,0.35
706,3.6451294139962355e-12,,,,,,,,,,,,,,,,,coordination,1,-0.039292791328490805,,0,18,0.04677240840570702,0.3029516309682089,165099371697804.34,128,128,0,0.35
707,3.655232821221987e-12,,,,,,,,,,,,,,,,,coordination,1,0.07490826361885074,,0,18,0.0257315363441745,0.38120770834598555,172886366260453.88,128,128,0,0.35
708,3.667357758589133e-12,,,,,,,,,,,,,,,,,relaxation,1,0.04728976308517096,,0,17,0.0628362447503845,0.5517593954775083,180782547585881.7,128,128,0,0.35
709,3.677160178972758e-12,,,,,,,,,,,,,,,,,coordination,1,-0.05508870276625394,,0,17,0.08230656609454788,0.36592870765391466,174301495009690.6,128,128,0,0.35
710,3.679275650724271e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.39283305084443193,,0,18,0.14389851911690132,0.4616019624589573,174528959035357.12,128,128,0,0.35
711,3.68633237969198e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.28258794805496384,,0,18,0.057059969740574326,0.47012817672614954,163675164332719.88,128,128,0,0.35
712,3.697494242174379e-12,,,,,,,,,,,,,,,,,surface,1,-0.004978891181282109,-0.0985030486174523,1,18,0.02458673316902173,0.7302491411909968,181455855774564.12,128,128,0,0.35
713,3.69837171855519e-12,,,,,,,,,,,,,,,,,coordination,1,0.1468661275951218,,0,18,0.05833106086604615,0.49513848111757347,169120167832180.66,128,128,0,0.35
714,3.7360531759793255e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.02229219370868446,,0,18,0.02434924116326634,0.4577044395491508,166591794359815.62,128,128,0,0.35
715,3.740295404317554e-12,,,,,,,,,,,,,,,,,random_surface,1,0.23373844922707268,,0,18,0.1059172457176956,0.2600564534460936,173776092725811.25,128,128,0,0.35
716,3.742960838660746e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.011385896173855882,,0,18,0.02296332506358459,0.5923225640879604,186490991574935.2,128,128,0,0.35
717,3.743575734748703e-12,,,,,,,,,,,,,,,,,coordination,1,0.022752313326967852,,0,18,0.021309253108379746,0.4304012976207202,178121815395278.7,128,128,0,0.35
718,3.749942019763548e-12,,,,,,,,,,,,,,,,,relaxation,1,0.0011979409743875062,-0.4280930789137187,1,17,0.03142069884938757,0.6578826264428609,179607979310037.28,128,128,0,0.35
719,3.757321254338118e-12,,,,,,,,,,,,,,,,,relaxation,1,0.011122006170895891,,0,18,0.05871920444586133,0.5144413525845184,175377992944107.8,128,128,0,0.35
720,3.7635975908116205e-12,,,,,,,,,,,,,,,,,relaxation,1,0.21360846824128174,,0,18,0.06560547314191474,0.2534656526382119,177063188489264.66,128,128,0,0.35
721,3.764715241076786e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.08988719341182869,,0,18,0.06565145455352306,0.2424905628413064,183041415274341.4,128,128,0,0.35
722,3.773588027062782e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.38389875432487,-0.23672592943401582,1,18,0.15795370363292754,0.36943608798047456,170334027651308.8,128,128,0,0.35
723,3.774015632347632e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.10059634727799964,,0,18,0.030334439672122713,0.33148163722762525,170087885927513.25,128,128,0,0.35
724,3.7784196590679894e-12,,,,,,,,,,,,,,,,,relaxation,1,0.18571397418577879,,0,17,0.10225943518535488,0.42289566811364687,185605737161375.7,128,128,0,0.35
725,3.778483573452928e-12,,,,,,,,,,,,,,,,,surface,1,0.09946890495924145,,0,18,0.06887259951313826,0.31532956118814215,173395296745701.94,128,128,0,0.35
726,3.779671577008265e-12,,,,,,,,,,,,,,,,,coordination,1,0.30446792452126054,,0,18,0.05355444078265957,0.32977672753878956,170679138925481.44,128,128,0,0.35
727,3.780716196686672e-12,,,,,,,,,,,,,,,,,relaxation,1,0.0028281053642061115,-0.23112625129031983,1,16,0.10085334418842924,0.6081460616506502,175042472633024.88,128,128,0,0.35
728,3.781747961141037e-12,,,,,,,,,,,,,,,,,surface,1,0.026986654844826194,,0,18,0.02786964120056173,0.5104600016052699,174941416459322.88,128,128,0,0.35
729,3.784244399547421e-12,,,,,,,,,,,,,,,,,coordination,1,-0.13833676419379676,-0.21997336346991503,1,17,0.042512494365521424,0.6148434171944751,184559985438538.8,128,128,0,0.35
730,3.787502774257009e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.28186241099180115,,0,16,0.09078518248328518,0.4499262370630574,173453313570046.25,128,128,0,0.35
731,3.788084322527006e-12,,,,,,,,,,,,,,,,,coordination,1,0.05048572477571141,,0,18,0.021130126817477224,0.3237636230488048,169227881552361.2,128,128,0,0.35
732,3.792341888612091e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2865199039519204,-0.5825579495943991,1,18,0.0838289456013517,0.608918510971816,184771099615310.38,128,128,0,0.35
733,3.792995373458148e-12,,,,,,,,,,,,,,,,,coordination,1,0.009831568228510461,,0,18,0.0819523466532324,0.6782783310912482,190564834963721.3,128,128,0,0.35
734,3.800547516443429e-12,,,,,,,,,,,,,,,,,relaxation,1,0.185126194190674,,0,16,0.043791684785737646,0.24054546303583188,161866700896814.72,128,128,0,0.35
735,3.80066502476239e-12,,,,,,,,,,,,,,,,,surface,1,0.015602300921616132,,0,18,0.020933309580259022,0.505943596688594,170198422901346.25,128,128,0,0.35
736,3.801489327751249e-12,,,,,,,,,,,,,,,,,surface,1,0.15175494317735186,,0,17,0.034942747046448515,0.23316086704129016,172057375862210.56,128,128,0,0.35
737,3.807375219674853e-12,,,,,,,,,,,,,,,,,coordination,1,0.1602926163569482,,0,18,0.03086031479311045,0.1307313205069359,166424300065882.06,128,128,0,0.35
738,3.812006058790627e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.024082661693879095,,0,18,0.03176041672247993,0.3793246044639621,167463937361657.38,128,128,0,0.35
739,3.8225510191967225e-12,,,,,,,,,,,,,,,,,coordination,1,0.09769283462464788,,0,18,0.03077003359831247,0.27387600182017624,167787138971397.8,128,128,0,0.35
740,3.829017337340333e-12,,,,,,,,,,,,,,,,,coordination,1,-0.1551546095848408,-0.009024562437893735,1,18,0.04421442123640482,0.5952306144991109,173460010327607.88,128,128,0,0.35
741,3.83473538334022e-12,,,,,,,,,,,,,,,,,coordination,1,0.0331725179586903,,0,18,0.03426423968541541,0.5396680042215598,169324019725977.56,128,128,0,0.35
742,3.8374660784438445e-12,,,,,,,,,,,,,,,,,coordination,1,0.28616945804210775,,0,18,0.07265358504709142,0.24417231228727737,155766047310013.62,128,128,0,0.35
743,3.83775770670426e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.0820240263459857,,0,18,0.05538886338264536,0.5276381742833147,175977966431314.0,128,128,0,0.35
744,3.838341617151774e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.019729998623807598,,0,17,0.024965102103708406,0.4397822134437636,180973548716959.7,128,128,0,0.35
745,3.847585850259014e-12,,,,,,,,,,,,,,,,,surface,1,0.32610636986987535,,0,17,0.10958080241554623,0.3794602839659333,172525074234513.75,128,128,0,0.35
746,3.847737935312146e-12,,,,,,,,,,,,,,,,,coordination,1,0.012827440424323282,,0,18,0.03452476220069999,0.5187739848889217,170366247090623.06,128,128,0,0.35
747,3.848628610883002e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.47508181800745264,,0,17,0.13167208125985772,0.22881186405579698,176068840970746.34,128,128,0,0.35
748,3.849141073590618e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.04838385888258848,,0,18,0.02597773295909001,0.2658467742081906,175431240442564.38,128,128,0,0.35
749,3.851919907814188e-12,,,,,,,,,,,,,,,,,coordination,1,0.2767780662470754,,0,18,0.1464073204929448,0.46709120509421204,176205329326327.6,128,128,0,0.35
750,3.855689336277804e-12,,,,,,,,,,,,,,,,,coordination,1,-0.0713763044088874,,0,18,0.04105775995540339,0.4927310164190304,180416690393416.78,128,128,0,0.35
751,3.8694808267705545e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.10856406093942211,,0,18,0.0699985805695508,0.49724962086125835,168858540929719.0,128,128,0,0.35
752,3.879900774649445e-12,,,,,,,,,,,,,,,,,surface,1,-0.048234320104541054,,0,18,0.05224620630327983,0.45089145202743713,167958952320910.78,128,128,0,0.35
753,3.886153016493901e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.3105001435865329,,0,18,0.06915056736233745,0.21246451562597604,174060008649243.0,128,128,0,0.35
754,3.887432084888813e-12,,,,,,,,,,,,,,,,,coordination,1,0.045572827331254125,,0,18,0.04343744153204375,0.21849463984270975,179966357391963.5,128,128,0,0.35
755,3.890888016611616e-12,,,,,,,,,,,,,,,,,surface,1,-0.12255527830342891,-0.03761303736152044,1,18,0.04797946632198187,0.7226294081371532,174081758298461.34,128,128,0,0.35
756,3.893347349960559e-12,,,,,,,,,,,,,,,,,coordination,1,-0.05036274554666188,,0,18,0.0266004958273427,0.332938858656492,180852827472069.06,128,128,0,0.35
757,3.904812124323514e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.19532792898258436,,0,18,0.04880890324293877,0.24757220919010967,176572031177898.88,128,128,0,0.35
758,3.908797590825107e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.12852305841249714,,0,18,0.04153475395702285,0.336161640433552,186718101454521.2,128,128,0,0.35
759,3.909335209453496e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.07999830832036689,,0,18,0.03764422205479804,0.284831266373955,162784628360325.34,128,128,0,0.35
760,3.909884021036304e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.000985245090513143,,0,18,0.027703278798696412,0.35191497253768134,166493989472934.12,128,128,0,0.35
761,3.92729447308291e-12,,,,,,,,,,,,,,,,,coordination,1,-0.006367405421024093,,0,18,0.03211865715363652,0.38910079805483194,166691238802914.22,128,128,0,0.35
762,3.933533928941511e-12,,,,,,,,,,,,,,,,,random_surface,1,0.01478578433366525,,0,18,0.025183527123033112,0.49473392858026305,171547146741654.47,128,128,0,0.35
763,3.934095681287025e-12,,,,,,,,,,,,,,,,,coordination,1,-0.08557078465117902,,0,17,0.04119175165944081,0.37582609852223275,172219885800084.5,128,128,0,0.35
764,3.934262555244043e-12,,,,,,,,,,,,,,,,,coordination,1,-0.1528165590143899,,0,18,0.06275944648339266,0.3857953929738833,182983510245193.44,128,128,0,0.35
765,3.934459906872869e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2393826333377414,,0,18,0.08201193805834038,0.5832696607218775,167996436383866.66,128,128,0,0.35
766,3.935284714934077e-12,,,,,,,,,,,,,,,,,coordination,1,0.01954925425564697,,0,18,0.03503370053404553,0.2836092782711279,172381761860888.12,128,128,0,0.35
767,3.935805002812077e-12,,,,,,,,,,,,,,,,,random_surface,1,0.04965665616352623,,0,18,0.04409466125679615,0.27743717550175445,159277016826382.56,128,128,0,0.35
768,3.946093951534032e-12,,,,,,,,,,,,,,,,,surface,1,0.0879448986787813,,0,18,0.02805146822528554,0.3064016278011666,182932140940023.5,128,128,0,0.35
769,3.947680446689348e-12,,,,,,,,,,,,,,,,,surface,1,0.05121478821799305,,0,16,0.09777895128432297,0.6581713394218992,176928888014467.56,128,128,0,0.35
770,3.9637587927275026e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.03696305295108644,,0,18,0.04325744065002864,0.4960688335212167,176261083423855.25,128,128,0,0.35
771,3.965089846455381e-12,,,,,,,,,,,,,,,,,coordination,1,-0.19139574222682057,-0.04104385956223666,1,18,0.06842455422929349,0.658429565889031,181970275637027.16,128,128,0,0.35
772,3.977435292591251e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.059344401049625455,,0,18,0.022155811536073013,0.23233335756699136,167492633683935.8,128,128,0,0.35
773,3.980070464412276e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.12424614291005268,,0,18,0.03456450387045952,0.561116536967394,170484654468837.88,128,128,0,0.35
774,3.985172003304005e-12,,,,,,,,,,,,,,,,,surface,1,0.1325639794962998,,0,18,0.03807311822865503,0.3697194141307596,172410255733909.72,128,128,0,0.35
775,3.987147034425902e-12,,,,,,,,,,,,,,,,,coordination,1,0.025183915996123723,,0,18,0.05070556045134208,0.15021107090485356,154846421709247.72,128,128,0,0.35
776,4.001660284875017e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.4566243578915368,,0,18,0.09347959433522181,0.13411087057861001,165899865158937.56,128,128,0,0.35
777,4.003761199828943e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.023443841927087417,,0,18,0.05082409815752285,0.6863051818766029,182635414107558.2,128,128,0,0.35
778,4.005569852530345e-12,,,,,,,,,,,,,,,,,relaxation,1,0.32721762592564796,,0,18,0.08689477670211071,0.2915533942717564,181447260777072.7,128,128,0,0.35
779,4.014181414498288e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.3571817808673936,,0,18,0.14718852727652715,0.4749272276771098,176220229512966.0,128,128,0,0.35
780,4.018835457263137e-12,,,,,,,,,,,,,,,,,coordination,1,0.04036857623067949,,0,18,0.03795707194679911,0.4070139201751252,172338741954958.75,128,128,0,0.35
781,4.022775790413026e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.019219793414129663,-0.0034951536328264865,1,18,0.027128112190197978,0.5636992177972828,184277156395401.5,128,128,0,0.35
782,4.023522129931259e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.08416247327824607,,0,18,0.0327535522909595,0.3877541254677689,172496086681969.4,128,128,0,0.35
783,4.029290338220989e-12,,,,,,,,,,,,,,,,,surface,1,-0.00835772502126003,-0.045733003545356254,1,17,0.03325878251881824,0.6693015069458886,175263399894035.0,128,128,0,0.35
784,4.029632093588325e-12,,,,,,,,,,,,,,,,,coordination,1,-0.33880455934087256,,0,18,0.07053893766796239,0.5548211381537654,176708680274767.8,128,128,0,0.35
785,4.030962680957792e-12,,,,,,,,,,,,,,,,,surface,1,-0.001204200291962835,,0,18,0.019957422833676974,0.4017587963606887,171234297037467.3,128,128,0,0.35
786,4.037047862694327e-12,,,,,,,,,,,,,,,,,coordination,1,-0.04509763700437718,,0,18,0.05761342889548893,0.37352608406336846,181176500218472.0,128,128,0,0.35
787,4.039669138689974e-12,,,,,,,,,,,,,,,,,coordination,1,0.19316914638294608,,0,18,0.04111893691111927,0.26447554700095927,167966887275169.0,128,128,0,0.35
788,4.046860044049226e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.07304715594080861,,0,18,0.05188292808890759,0.25245707004703916,172209320678424.88,128,128,0,0.35
789,4.052931691852852e-12,,,,,,,,,,,,,,,,,random_surface,1,-0.12301684544824522,,0,17,0.03905006253141801,0.5510810788367555,166473165224885.3,128,128,0,0.35
790,4.05920502891509e-12,,,,,,,,,,,,,,,,,random_bulk,1,-0.2405551147066188,,0,17,0.0883244089983479,0.381341459088559,180701147357309.25,128,128,0,0.35
791,4.06372949914972e-12,,,,,,,,,,,,,,,,,coordination,1,-0.03252056465028772,,0,17,0.035954885427930135,0.44618036661462557,179960499161613.1,128,128,0,0.35
792,4.0779852542696985e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.05643085150874908,,0,18,0.06523980304241551,0.6745563045535977,178136331231728.8,128,128,0,0.35
793,4.0812168806424155e-12,,,,,,,,,,,,,,,,,relaxation,1,0.059269265253534105,,0,18,0.0958266707215757,0.5807678028558729,174126612448106.84,128,128,0,0.35
794,4.0845575040051006e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.20344433817575383,-0.14034825300676346,1,18,0.06691324740150024,0.6955050706439231,177960763636126.47,128,128,0,0.35
795,4.08539388319821e-12,,,,,,,,,,,,,,,,,surface,1,0.3710120856145321,,0,18,0.11698415792678427,0.2142342980659149,160333334567797.7,128,128,0,0.35
796,4.08544083760216e-12,,,,,,,,,,,,,,,,,relaxation,1,0.00269032952897052,-0.42049711690977887,1,18,0.06885314294457255,0.6895140557301227,177475626046965.2,128,128,0,0.35
797,4.091241409176002e-12,,,,,,,,,,,,,,,,,random_surface,1,0.056047768715377456,,0,18,0.027848819138097874,0.23764802375598335,167725418945147.78,128,128,0,0.35
798,4.093223686147426e-12,,,,,,,,,,,,,,,,,surface,1,0.08439080169973748,,0,17,0.04976391958108627,0.4387834203596986,171047006392056.2,128,128,0,0.35
799,4.103166780459258e-12,-6561.653599336909,-15.622984760325973,-46.868954280977924,134.0,228.0,362.0,256.0,106.0,1.5238095238095237,0.5380952380952381,0.6774193548387096,0.7127976190476191,2.782790636851052,1.9004003953042465,2.031236461026906,2.9424223652892154,surface,1,-0.28623545927251315,-0.4245294590376716,0,18,0.06855076172543868,0.5515513702956402,186261668439148.94,128,128,0,0.35
800,4.104944186463098e-12,,,,,,,,,,,,,,,,,random_bulk,1,0.19890232244905995,,0,18,0.03932019901405897,0.29987120633738695,170501688773054.7,128,128,0,0.35
801,4.10827107344761e-12,,,,,,,,,,,,,,,,,random_surface,1,0.23657822464068498,,0,18,0.08389668505539902,0.3143574196066643,168788647626779.3,128,128,0,0.35
802,4.1092166594952444e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.23058945052107963,,0,18,0.07232899783287132,0.5084541563042771,174376080857428.97,128,128,0,0.35
803,4.1102009224363546e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.10804405669607803,,0,18,0.034586979155554254,0.24896996738163393,179056953987717.62,128,128,0,0.35
804,4.110241492030898e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.3697562621790711,,0,18,0.1442170417216231,0.26420067798385155,177859215304706.3,128,128,0,0.35
805,4.117591680315623e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.2678016707040822,,0,18,0.07226769002716975,0.44300619103331673,157222423557159.2,128,128,0,0.35
806,4.119254069488737e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.008745506619997337,,0,18,0.04016326237018534,0.2622306923417856,157311971913727.7,128,128,0,0.35
807,4.12128721869426e-12,,,,,,,,,,,,,,,,,coordination,1,-0.15926163832789197,,0,18,0.12558288611362964,0.4373286345677383,176705715229517.7,128,128,0,0.35
