step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda
0,1.3689029040603962e-14,-6517.942715396368,-15.51891122713421,-46.556733681402626,136.0,221.0,357.0,271.0,86.0,1.5571428571428572,0.5095238095238095,0.6234939759036144,0.7080357142857143,2.825319206737299,1.9002984569318293,2.028106568648502,2.8878540106695336,243.0,169.0,rejected_coordination,0,-0.05271960706115526,0.6242929474752188,0.0,0.6242929474752188,0.2,0,0,18,0.058658413595937584,0.49995319423536405,164741343556407.75,128,128,0,0.35,3300.0,4.0
1,1.9440658924540713e-14,,,,,,,,,,,,,,,,,,,coordination,1,-0.12177197312629996,-0.020040928945402214,0.0,-0.020040928945402214,0.2,0,1,17,0.06547145805550861,0.8265006898121863,169343910568789.44,128,128,0,0.35,3300.0,4.0
2,2.4717604749688064e-14,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.08034342486896083,0.16048434529329825,0.0,0.16048434529329825,0.2,0,0,19,0.048256879452492504,0.3537739133470778,166631661423626.66,128,128,0,0.35,3300.0,4.0
3,2.647673051219614e-14,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.1404806642621483,0.22879226288802812,0.0,0.22879226288802812,0.2,0,0,21,0.045073737548343686,0.4663849802803123,167947879138036.4,128,128,0,0.35,3300.0,4.0
4,2.8397018881659648e-14,,,,,,,,,,,,,,,,,,,coordination,1,-0.08423489891849549,-0.15546290725556133,0.0,-0.15546290725556133,0.2,0,1,19,0.02795267006207214,0.7833002996062316,177906314185257.22,128,128,0,0.35,3300.0,4.0
5,3.618805985061999e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.1325020406653578,-0.15334382568078553,0.0,-0.15334382568078553,0.2,0,1,17,0.05050994128962589,0.7687050583877542,172801103531159.3,128,128,0,0.35,3300.0,4.0
6,5.391597045040885e-14,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.2557366387524204,-0.007104746783639371,0.0,-0.007104746783639371,0.2,0,0,20,0.05948404667163411,0.5513465325436501,164905257812432.2,128,128,0,0.35,3300.0,4.0
7,6.325393368036184e-14,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.025707096200389187,0.04058037312461238,0.0,0.04058037312461238,0.2,0,1,20,0.028178199440922695,0.7226637434951986,164682972602803.84,128,128,0,0.35,3300.0,4.0
8,6.81030342100007e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.359658967066597,-0.3952509389210235,0.0,-0.3952509389210235,0.2,0,1,18,0.14818773427703247,0.7596850667650389,172876436378422.66,128,128,0,0.35,3300.0,4.0
9,7.596369205021484e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.38349645685675343,-0.23830894129103797,0.0,-0.23830894129103797,0.2,0,1,19,0.14665826172687696,0.36117029368913167,170374480964389.06,128,128,0,0.35,3300.0,4.0
10,8.762697824740006e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.020372846235360356,0.006372692617098608,0.0,0.006372692617098608,0.2,0,1,17,0.022020660835940998,0.7785151477961405,167943030820902.72,128,128,0,0.35,3300.0,4.0
11,9.0313191806324e-14,,,,,,,,,,,,,,,,,,,growth_front,1,-0.41999353024946556,-0.0879529546782507,0.0,-0.0879529546782507,0.2,0,1,16,0.1427262305464872,0.9212566548500313,172392627129396.56,128,128,0,0.35,3300.0,4.0
12,9.052664546244484e-14,,,,,,,,,,,,,,,,,,,coordination,1,0.010265956398503948,-0.033024412095883804,0.0,-0.033024412095883804,0.2,0,0,19,0.024961609401474825,0.5792402863948325,175535702385933.88,128,128,0,0.35,3300.0,4.0
13,9.876429161999887e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.018704818722754545,-0.26418035453674626,0.0,-0.26418035453674626,0.2,0,0,19,0.03258865188333481,0.33665063304280607,165807711945552.7,128,128,0,0.35,3300.0,4.0
14,9.982945983789014e-14,,,,,,,,,,,,,,,,,,,random_bulk,1,0.2062526727214106,-0.009391264632405694,0.0,-0.009391264632405694,0.2,0,0,21,0.06917533216165533,0.5240598710296863,167437238358386.53,128,128,0,0.35,3300.0,4.0
15,1.0107703470260945e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.021993316882112555,-0.13675995453863976,0.0,-0.13675995453863976,0.2,0,0,18,0.02745248674828042,0.2940970663426276,173291638395691.62,128,128,0,0.35,3300.0,4.0
16,1.0717583037336639e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.1632273190796323,-0.030208615718432696,0.001506024096385561,-0.03623271210397494,0.2,0,1,18,0.05471467302875634,0.7285090103980948,159961402773029.94,128,128,0,0.35,3300.0,4.0
17,1.1462396861315958e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.09123141428463732,0.1775401350590542,0.0,0.1775401350590542,0.2,0,0,19,0.0277742550857495,0.3664647821427405,169445503815584.88,128,128,0,0.35,3300.0,4.0
18,1.263460345665897e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.06766628989541558,-0.16684571680298532,0.0,-0.16684571680298532,0.2,0,1,18,0.05758221843957054,0.7500306432720889,183380073488354.9,128,128,0,0.35,3300.0,4.0
19,1.3075583239712662e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.08794230056532057,-0.01757708785660128,0.0,-0.01757708785660128,0.2,0,0,18,0.03556256590005582,0.436207134965154,170633867518597.16,128,128,0,0.35,3300.0,4.0
20,1.5358711535608273e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.028299654718370138,-0.013767133307130308,0.0,-0.013767133307130308,0.2,0,1,17,0.02000832994207008,0.8030917230150297,173100394582639.12,128,128,0,0.35,3300.0,4.0
21,1.6824820475822173e-13,,,,,,,,,,,,,,,,,,,surface,1,0.1629624250159111,-0.32317620890813004,0.0,-0.32317620890813004,0.2,0,0,19,0.06652006046694697,0.3326607172375871,153597950974418.25,128,128,0,0.35,3300.0,4.0
22,1.798892933116701e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.05524675791354518,-0.21611407597209364,0.0,-0.21611407597209364,0.2,0,0,18,0.050273599182691225,0.3255439970811257,173354042039124.8,128,128,0,0.35,3300.0,4.0
23,1.945056366533724e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.21550504976172075,-0.11689867320069425,0.0,-0.11689867320069425,0.2,0,0,18,0.048460032122874,0.5485778173997107,168543447548450.25,128,128,0,0.35,3300.0,4.0
24,1.989730445164913e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.0951347491639566,-0.054667155064493045,0.0,-0.054667155064493045,0.2,0,1,17,0.03997967553044551,0.7390078721186868,166951278135036.12,128,128,0,0.35,3300.0,4.0
25,2.0007414174966518e-13,,,,,,,,,,,,,,,,,,,surface,1,0.0293879508251585,-0.15266944513385994,0.0,-0.15266944513385994,0.2,0,0,20,0.03149413487386848,0.4127733336384288,173769882446718.06,128,128,0,0.35,3300.0,4.0
26,2.0240539888114345e-13,,,,,,,,,,,,,,,,,,,surface,1,0.12948747907472938,-0.0979005554322061,0.0,-0.0979005554322061,0.2,0,0,19,0.03544401609418998,0.11413482465867854,163711393695975.06,128,128,0,0.35,3300.0,4.0
27,2.0504572444850666e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.1646289976176586,-2.661426897176966e-05,0.0,-2.661426897176966e-05,0.2,0,0,19,0.04379079577784011,0.3967581314632403,173179949314253.5,128,128,0,0.35,3300.0,4.0
28,2.1277151386052096e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.009731203254391666,-0.01142590636800378,0.0,-0.01142590636800378,0.2,0,0,18,0.032605424385422445,0.25028644439178166,171140157869709.7,128,128,0,0.35,3300.0,4.0
29,2.2014005326307175e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.035346951446612006,-0.029777825885140885,0.0,-0.029777825885140885,0.2,0,1,16,0.02980816780694161,0.6672282580320988,171930133984628.06,128,128,0,0.35,3300.0,4.0
30,2.2681233505214871e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.20677021476569343,-0.45038189393407535,0.0,-0.45038189393407535,0.2,0,0,16,0.052258088784581186,0.4924171360644753,174702147807652.4,128,128,0,0.35,3300.0,4.0
31,2.31885504286571e-13,,,,,,,,,,,,,,,,,,,surface,1,0.07311764639999069,0.11128005730857282,0.0,0.11128005730857282,0.2,0,0,21,0.043685087808882514,0.35676388408270004,168773978791808.25,128,128,0,0.35,3300.0,4.0
32,2.3669588772879535e-13,,,,,,,,,,,,,,,,,,,surface,1,0.11031150606094249,0.12906011271455498,0.0,0.12906011271455498,0.2,0,0,19,0.031459965241499445,0.4990135062617527,165437932671055.5,128,128,0,0.35,3300.0,4.0
33,2.4900941632926945e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.10735691069145312,-0.08286504445220544,0.0,-0.08286504445220544,0.2,0,1,19,0.035433471077247085,0.7474127670819314,165854989886196.1,128,128,0,0.35,3300.0,4.0
34,2.641447907067925e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.10654369036177648,-0.33940273102323104,0.0,-0.33940273102323104,0.2,0,0,18,0.08118207734195779,0.4973497553360346,177938567751977.97,128,128,0,0.35,3300.0,4.0
35,2.6823928862163896e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.036821897783991676,0.06218670435713136,0.0,0.06218670435713136,0.2,0,0,18,0.026011702970690987,0.3217251485691948,179893195366256.25,128,128,0,0.35,3300.0,4.0
36,3.2058036974732016e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.015132665926641387,-0.010233867399790597,0.0,-0.010233867399790597,0.2,0,0,18,0.0196483024530144,0.5867407880217723,175871611328697.9,128,128,0,0.35,3300.0,4.0
37,3.224446544053946e-13,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.24367548137925407,0.21013009549655592,0.0,0.21013009549655592,0.2,0,0,21,0.03364724108109896,0.0839099814340754,167540611714703.44,128,128,0,0.35,3300.0,4.0
38,3.2350984435163335e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.05863918530378203,-0.24294817731102647,0.0,-0.24294817731102647,0.2,0,0,20,0.07352316961104355,0.5108911993702724,172052751348378.25,128,128,0,0.35,3300.0,4.0
39,3.2560711276033204e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.10688854241521994,-0.11990395714865798,0.0030487804878048808,-0.1320990790998775,0.2,0,0,18,0.030785738263332155,0.6326282260824996,172567982722740.44,128,128,0,0.35,3300.0,4.0
40,3.3493667179854787e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.020056888871160625,-0.08124574504049065,0.0,-0.08124574504049065,0.2,0,1,19,0.020736363188428867,0.8671250818295797,165889740330449.88,128,128,0,0.35,3300.0,4.0
41,3.5822804961510047e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.22218826398521474,-0.543007932474417,0.0,-0.543007932474417,0.2,0,0,17,0.0588663696896894,0.5684388871198826,165655048317266.44,128,128,0,0.35,3300.0,4.0
42,3.632256119569448e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.03822463348572094,-0.13632796092647226,0.0,-0.13632796092647226,0.2,0,0,18,0.027692113229479214,0.5636794841837983,169743954241970.0,128,128,0,0.35,3300.0,4.0
43,3.6755303336902667e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.21081099820555554,0.07129364261229654,0.0,0.07129364261229654,0.2,0,0,18,0.03776537861785781,0.16616440878873703,174770372902404.53,128,128,0,0.35,3300.0,4.0
44,3.7232454087071906e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.10637388609500578,-0.06659668023889154,0.0,-0.06659668023889154,0.2,0,1,15,0.040574570375097714,0.793538198601014,182646489860733.6,128,128,0,0.35,3300.0,4.0
45,3.797517072759555e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.1957548506157701,0.37569412967008375,0.0,0.37569412967008375,0.2,0,0,19,0.06240625591187269,0.4273172878883355,160203987603595.8,128,128,0,0.35,3300.0,4.0
46,3.907670997228967e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.031374145843025315,0.12074989474399445,0.0,0.12074989474399445,0.2,0,0,19,0.04053715118270801,0.18881817640430001,175412523783182.72,128,128,0,0.35,3300.0,4.0
47,3.9500320105775773e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.027620588131533317,-0.10434949071395039,0.0,-0.10434949071395039,0.2,0,0,18,0.01958623159668957,0.6015040811049563,166187033860386.3,128,128,0,0.35,3300.0,4.0
48,4.000681291401794e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.49426966778780995,0.06970355156200014,0.0030487804878048808,0.05750842961078062,0.2,0,1,20,0.1418727722708586,0.6515288284015497,172803413634299.0,128,128,0,0.35,3300.0,4.0
49,4.020536598979067e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.23334816381721155,-0.001784508747981306,0.0,-0.001784508747981306,0.2,0,0,20,0.05795225144362014,0.45081745427676,172385836475476.44,128,128,0,0.35,3300.0,4.0
50,4.060923709881173e-13,,,,,,,,,,,,,,,,,,,surface,1,0.015349517923239237,0.016880765883200866,0.0,0.016880765883200866,0.2,0,0,18,0.023530056474677905,0.7853853078673921,167096778856977.44,128,128,0,0.35,3300.0,4.0
51,4.077067462443635e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.13176685815365144,-0.02968792159556699,0.0,-0.02968792159556699,0.2,0,0,18,0.06581225192282492,0.3858691417357323,169616167217190.88,128,128,0,0.35,3300.0,4.0
52,4.1300071334280497e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.016696926327400982,-0.05051808743419528,0.0,-0.05051808743419528,0.2,0,1,17,0.02076369511270969,0.796032522027841,171445908558413.72,128,128,0,0.35,3300.0,4.0
53,4.1432437505123536e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.04929278416696344,-0.004728604252548507,0.0,-0.004728604252548507,0.2,0,0,20,0.047292946905283864,0.5933424179795384,155576978513317.06,128,128,0,0.35,3300.0,4.0
54,4.170839413467656e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.10307033395671025,0.06497333306474928,0.0,0.06497333306474928,0.2,0,0,21,0.05117740837388412,0.5514156818857497,165538419828981.56,128,128,0,0.35,3300.0,4.0
55,4.265999740358534e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.07230013728072235,-0.10868254140262934,0.0,-0.10868254140262934,0.2,0,1,19,0.037994880052356926,0.8206080290283215,165372337554098.75,128,128,0,0.35,3300.0,4.0
56,4.302430292420934e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.16618478480631327,0.06451364445771901,0.0,0.06451364445771901,0.2,0,0,20,0.04695130512920198,0.35857436594624975,169710174889795.78,128,128,0,0.35,3300.0,4.0
57,4.330716181814381e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.06202919925237806,0.1035986256405863,0.0,0.1035986256405863,0.2,0,0,18,0.04949570651400233,0.39072333559695754,160600451616018.3,128,128,0,0.35,3300.0,4.0
58,4.4306207923956147e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.5289763627089714,-0.03382463400368607,0.0,-0.03382463400368607,0.2,0,1,19,0.15874268167582553,0.6485147929615848,172413815092939.38,128,128,0,0.35,3300.0,4.0
59,4.4492481339820974e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.31577203384647484,-0.13351914846801805,0.0,-0.13351914846801805,0.2,0,0,18,0.09238835895930463,0.16952481855072596,169063775557588.22,128,128,0,0.35,3300.0,4.0
60,4.4493727844653603e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.017265444317044014,-0.007583102485202886,0.0,-0.007583102485202886,0.2,0,0,19,0.03267469351896048,0.4314847797706475,170873750965993.72,128,128,0,0.35,3300.0,4.0
61,4.4568508971797574e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.015140926656262576,-0.00033247448118345346,0.0,-0.00033247448118345346,0.2,0,0,20,0.021061680543237576,0.4126288701620026,181149534241295.72,128,128,0,0.35,3300.0,4.0
62,4.46683930856094e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.2158253677058618,-0.03632102657221381,0.0,-0.03632102657221381,0.2,0,0,19,0.09752529942646303,0.597779192012242,165680390304762.47,128,128,0,0.35,3300.0,4.0
63,4.501653581841857e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.40252304610866013,-0.3269804125854847,0.0,-0.3269804125854847,0.2,0,1,17,0.14716982638260626,0.7448336929703734,170517646173113.88,128,128,0,0.35,3300.0,4.0
64,4.5200264638011537e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.6341953398583119,-0.6242123580274139,0.0,-0.6242123580274139,0.2,0,1,17,0.1493890428719253,0.7582193149633697,167955655782366.94,128,128,0,0.35,3300.0,4.0
65,4.552469364430807e-13,,,,,,,,,,,,,,,,,,,surface,1,0.10695943111188373,0.10647684332209195,-0.0015794886864531898,0.11279479806790471,0.2,0,0,20,0.03812514100701962,0.480538520273719,174798567678231.0,128,128,0,0.35,3300.0,4.0
66,4.776221298421e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.026818757273197436,-0.041293381439643895,0.0,-0.041293381439643895,0.2,0,0,19,0.021517972864126707,0.3917373824700627,161279443473939.62,128,128,0,0.35,3300.0,4.0
67,4.798379747051237e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.10278752230812169,-0.017937787496132174,0.0,-0.017937787496132174,0.2,0,0,19,0.04101415330473952,0.644198185623448,169615649335075.3,128,128,0,0.35,3300.0,4.0
68,4.842958901711736e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.03039859501270302,-0.044639929201842676,0.0,-0.044639929201842676,0.2,0,0,20,0.029318403491564313,0.4278612997926193,164544420304725.7,128,128,0,0.35,3300.0,4.0
69,4.905128622909949e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.04627275618534022,-0.01576643642379949,0.0,-0.01576643642379949,0.2,0,0,19,0.08584352871364108,0.3989034045231536,165191611022568.94,128,128,0,0.35,3300.0,4.0
70,4.90937647417076e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.1747597026637959,-0.25728985634139434,0.0,-0.25728985634139434,0.2,0,0,21,0.08371441911923627,0.5151664933026092,169595765907871.47,128,128,0,0.35,3300.0,4.0
71,5.143281464925e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.4114090453346122,-0.04434863172667747,0.0,-0.04434863172667747,0.2,0,0,21,0.14341766041425744,0.4135782049456777,165039851843904.38,128,128,0,0.35,3300.0,4.0
72,5.193057614431316e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.01611135221929753,-0.09552878902751871,0.0,-0.09552878902751871,0.2,0,1,19,0.029554488121554052,0.7811492148742448,177721873289066.75,128,128,0,0.35,3300.0,4.0
