step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,n_jobs,stage
10,7.195520028460752e-14,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.05666530348857502,-0.02293970155580638,0.0,-0.02293970155580638,0.2,0,0,13,0.006724732005752375,0.57920895729867,100826716883951.5,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
11,7.771453185441043e-14,,,,,,,,,,,,,,,,,,,random_surface,1,0.012138778009278593,0.040636074335619554,0.0,0.040636074335619554,0.2,0,0,13,0.01278530139258689,0.5773476040944181,97573437732961.19,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
12,9.013909888388707e-14,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.23612051182940685,-0.598525871038035,0.0,-0.598525871038035,0.2,0,1,12,0.023431777640810406,0.9943777203032396,109250961551763.9,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
13,1.2268205395021372e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.05869900726993353,-0.03680536313060401,0.0,-0.03680536313060401,0.2,0,0,12,0.008273352076936968,0.8255680188592499,109981814884097.6,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
14,1.2327626152537873e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.06253042905605584,0.07279303277398697,0.0,0.07279303277398697,0.2,0,0,12,0.008490639219861384,0.823376024383068,103333325984285.55,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
15,1.2354592169710051e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.6451795042806726,-0.712918673009991,0.0,-0.712918673009991,0.2,0,1,12,0.019944515479886404,0.997781210900012,99421167818848.44,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
16,1.2678751682997467e-13,,,,,,,,,,,,,,,,,,,surface,1,0.054458745208010056,0.07851532751629975,0.0,0.07851532751629975,0.2,0,0,13,0.009034411150392743,0.2423131230744295,88431761635673.03,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
17,1.2786504396109898e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.033196199347137696,0.004546873691676723,0.0,0.004546873691676723,0.2,0,1,11,0.025970582316558303,0.8539263077426557,106341982215902.88,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
18,1.3407247792903344e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.1674939250718938,-0.18195027792119234,-0.001881399471760914,-0.1763060795059096,0.2,0,0,12,0.007800812524512035,0.9532152424477932,116979426568810.14,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
19,1.4610409213578697e-13,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.2508377107412597,0.6114063643504153,0.0,0.6114063643504153,0.2,0,0,13,0.009319450531688506,0.1630666039481916,104344130932433.9,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
20,1.513472198871604e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.007308697433499,0.14533502349411265,0.0,0.14533502349411265,0.2,0,0,13,0.002115021597012687,0.42249642919706865,112000969770338.31,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
21,1.5141739759557649e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.005205546414146279,-0.04965969005187998,0.0,-0.04965969005187998,0.2,0,0,13,0.0042201432963815235,0.7761705967717234,100338065824008.88,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
22,1.5313719994564982e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.3598924628888509,-0.7245579805205509,0.0,-0.7245579805205509,0.2,0,1,12,0.006317868416555739,0.9855248812648656,107627568808566.25,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
23,1.639476814910356e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.12066640310209834,-0.11310763329512241,0.0,-0.11310763329512241,0.2,0,0,13,0.00987343312616245,0.6014203211670021,102883050312941.72,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
24,1.754013821995822e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.15068054436490866,-0.20694941034976821,0.0,-0.20694941034976821,0.2,0,1,12,0.019756984664125204,0.9667207414334085,108382400469379.9,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
25,1.80563137035074e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.2961797766242332,-0.4606297351734021,0.0,-0.4606297351734021,0.2,0,0,13,0.004648608488488443,0.9641948229321471,102963164288117.36,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
26,2.0500302062637858e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.19164227529644356,-0.04543578748513055,0.0,-0.04543578748513055,0.2,0,0,12,0.004944376975151807,0.044468375846494,92911581939297.78,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
27,2.072394176486548e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.10272089019893227,-0.040773647315914374,0.01117784451117787,-0.07430718084944798,0.2,0,1,12,0.001615315738423162,0.9958341594676884,106101989402027.22,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
28,2.1722288024791257e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.06289622311710868,0.15964434331295152,0.0,0.15964434331295152,0.2,0,0,13,0.00035369907654072413,0.20808198199331396,94277619081999.33,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
29,2.343837896220035e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.04278415375574931,-0.011305771053244484,0.0,-0.011305771053244484,0.2,0,0,12,0.001824885395301734,0.7605366496379544,110964430483650.47,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
30,2.413750227374363e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.08870458498854822,0.053621055602317114,0.0,0.053621055602317114,0.2,0,0,13,0.0032144715590783843,0.8460680004054075,106125663387231.38,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
31,2.453619889466669e-13,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.2546908204433864,0.30171121902397857,0.0,0.30171121902397857,0.2,0,0,12,0.02436393474436391,0.09618455662787151,100093240594031.44,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
32,2.4587318998378424e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.05033673456765026,-0.34969905773026966,0.0,-0.34969905773026966,0.2,0,0,13,0.0004189729377815088,0.6093229840519986,97334085708928.33,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
33,2.4910210398453686e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.13154856880930219,-0.1779077016013133,0.0,-0.1779077016013133,0.2,0,0,13,0.0063434802957200165,0.9531542521847433,96103066627111.53,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
34,2.5709757263301465e-13,,,,,,,,,,,,,,,,,,,surface,1,0.11047875171980608,0.15127051241859846,0.0,0.15127051241859846,0.2,0,0,13,0.010187483111950252,0.07724480573950401,105378982524868.03,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
35,2.5994873392489116e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.4161670409265379,-0.40291187653301463,0.0,-0.40291187653301463,0.2,0,1,12,0.00781098800126398,0.9900735909303724,108812734636990.38,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
36,2.6026102029605426e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.4262368488677467,-0.5637401317174167,0.0,-0.5637401317174167,0.2,0,0,13,0.006540426681031913,0.8975756247727217,93269817200783.3,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
37,2.6403064884245147e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.019928273927749967,0.03929273024373359,0.0,0.03929273024373359,0.2,0,0,13,0.00203646271466219,0.3476476537169421,103695557552190.95,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
38,3.206387525073109e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.000653974945337091,-0.13883940766766045,0.0,-0.13883940766766045,0.2,0,0,13,0.007786431310952864,0.6310616164291073,101971023891447.11,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
39,3.2329009863508437e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.049159853863888554,-0.20874717418583089,0.0,-0.20874717418583089,0.2,0,0,13,0.006939043905907466,0.867428538052586,107484652720698.6,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
40,3.25559996065989e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.019157938867418994,0.01869303651601939,0.0,0.01869303651601939,0.2,0,0,13,0.0043952638107653715,0.17137314245149063,114949021220071.4,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
41,3.560896019188383e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.012633442402331748,-0.011083781772253332,0.0,-0.011083781772253332,0.2,0,0,13,0.005126592775066778,0.8008225943242228,92268492694230.14,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
42,3.6244893980351295e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.03239391644042316,0.06223750916232973,0.0,0.06223750916232973,0.2,0,0,13,0.0012318175341771015,0.5240848505679968,108404531311329.98,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
43,3.655029027723386e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.5383574934528286,-1.5986932859239218,0.0030864197530863224,-1.6079525451831809,0.2,0,1,12,0.0017532264900457784,0.9562659443060346,110674665754142.84,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
44,3.7451501410538854e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.02379870372714173,-0.552410103293326,0.0,-0.552410103293326,0.2,0,0,13,0.0006280392259086741,0.6957452136122154,115397233164285.6,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
45,3.775065350694353e-13,,,,,,,,,,,,,,,,,,,surface,1,0.00032873382795956235,0.17812422180116627,0.0,0.17812422180116627,0.2,0,0,13,0.013318132712770527,0.8369950936389975,105030577452907.75,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
46,4.0314069353862555e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.018334886563604477,-0.16691216065400583,0.0,-0.16691216065400583,0.2,0,0,13,0.004567415156680264,0.8764484082080122,97012480835739.61,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
47,4.2031631992981695e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.005742050816145571,0.00796038048143033,0.0,0.00796038048143033,0.2,0,0,13,0.008578933380713846,0.4528843862347678,100850612339688.47,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
48,4.4063232091594586e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.039744057693535784,-0.06324880917813047,0.0,-0.06324880917813047,0.2,0,0,11,0.00818425693513802,0.7541972856379507,103941671057842.44,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
49,4.5105913427647933e-13,-6511.641340954231,-15.50390795465293,-46.51172386395879,135.0,217.0,352.0,258.0,94.0,1.542857142857143,0.5142857142857142,0.6388888888888888,0.7110119047619048,2.7866630523177007,1.9009918970705793,2.0025962065964698,2.9089094535072593,242.0,168.0,rejected_surface,0,0.08860631655936901,0.3806359271572859,0.0,0.3806359271572859,0.2,0,0,13,0.023287106002026457,0.2720356122747388,107291433719290.88,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
50,4.577324220209274e-13,,,,,,,,,,,,,,,,,,,surface,1,0.008391540578857545,0.004071690128487404,0.0,0.004071690128487404,0.2,0,0,13,1.914863128764637e-05,0.61981654691043,99386716441019.67,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
51,4.663149689067259e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.0203613856189226,-0.032957136234134765,0.0,-0.032957136234134765,0.2,0,0,12,0.0028888515823150586,0.8899767961416447,99762935466296.12,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
52,4.946095347049114e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.09839554389433558,-0.10204184655352222,0.0,-0.10204184655352222,0.2,0,0,13,0.00420669763309605,0.9381646822526319,94634241012980.6,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
53,4.976776570874161e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.23454862589993705,-0.33546431404932164,-0.0019658119658119144,-0.3295668781518859,0.2,0,1,11,0.006455289356343236,0.924079146960437,97334781675782.61,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
54,5.545574771891114e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.08510166010516232,-0.1948760791327686,0.0,-0.1948760791327686,0.2,0,0,12,0.005468715519322535,0.8360985197700513,101059360475426.03,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
55,5.572590365614072e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.053745924042277876,0.008926869992965436,0.0,0.008926869992965436,0.2,0,0,13,0.007009625098903117,0.06714744296036831,99831700401368.16,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
56,5.743284778089236e-13,,,,,,,,,,,,,,,,,,,surface,1,0.07878044717075702,0.10995674919263543,-0.011545433418545192,0.144593049448271,0.2,0,0,13,0.012609810852373393,0.03710388126091284,91511328790701.77,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
57,5.905870597719848e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.16136729525821775,-0.5622572380813509,0.0,-0.5622572380813509,0.2,0,1,12,0.03329104346525627,0.19136999638164426,101540724563940.4,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
58,5.930119795495647e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.4033187191529656,-0.6393241446698994,0.0,-0.6393241446698994,0.2,0,1,12,0.018511723186944856,0.9265699649140616,90388074955276.5,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
59,5.931748029353441e-13,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.25234769371664817,0.23155360243623235,0.0,0.23155360243623235,0.2,0,0,13,0.005334145788612257,0.012154586468985509,98538730468769.06,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
60,5.997543136820658e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.03235704994570861,0.057195687842462206,0.0,0.057195687842462206,0.2,0,0,12,0.0008109825888124381,0.46478780232633504,100814894089894.61,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
61,6.281036089246587e-13,,,,,,,,,,,,,,,,,,,surface,1,0.013100558055881464,0.007098233393620035,0.0,0.007098233393620035,0.2,0,0,11,0.009145608289867647,0.19731783906168654,103073124099120.69,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
62,6.281255392053921e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.023151263063189487,-0.01629449034218422,0.0,-0.01629449034218422,0.2,0,0,13,0.012895473434163774,0.6640876846410486,95055067481255.89,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
63,6.360700080976111e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.033320215648286126,-0.1689302284900407,0.0030211480362537513,-0.17799367259880194,0.2,0,0,12,0.028117577122381467,0.9204832586711233,102262090683168.53,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
64,6.392515385992367e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.03460492883810018,-0.205420738155496,0.0,-0.205420738155496,0.2,0,0,13,0.007201771840617068,0.8120188079541668,103291325904212.72,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
65,6.462370303113728e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.30121341029338844,0.157174656729417,0.0,0.157174656729417,0.2,0,0,12,0.010777477789251227,0.03349637442093435,104547371368103.17,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
66,6.77743980782217e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.08273164704757854,0.13504737761978802,0.0,0.13504737761978802,0.2,0,0,13,0.01149657303279273,0.46895718488233634,94868398906319.25,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
67,7.035816762836236e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.016532441483852592,0.0005311076611569376,0.0,0.0005311076611569376,0.2,0,0,13,0.003302573753915115,0.7629587591886365,93178278706901.69,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
68,7.106292327819689e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.16494298835472815,-0.05250487515230873,0.0,-0.05250487515230873,0.2,0,1,12,0.020300553351919035,0.9643842117421711,89797026383604.98,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
69,7.266541175348719e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.0027096412638647916,-0.04410511538316442,0.0,-0.04410511538316442,0.2,0,0,13,0.0006369118348465267,0.41121032277867253,91408408346455.66,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
70,7.300023942960308e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.08828251090348499,-0.19568030082970722,-0.0018927674443999232,-0.19000199849650745,0.2,0,1,12,0.008438841837561904,0.960957281923101,106870652091548.64,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
71,7.661639897153797e-13,,,,,,,,,,,,,,,,,,,surface,1,0.023604300005883518,0.03988737707945589,0.0,0.03988737707945589,0.2,0,0,12,0.013440668687738425,0.4126775295968361,81326885897182.66,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
72,7.732851348700688e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.03619743872238554,0.007479048059064297,0.0,0.007479048059064297,0.2,0,0,12,0.004873666806783788,0.7295139539905773,98337121239700.1,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
73,8.214382855644625e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.08992019675478771,-0.1818209511811375,0.0,-0.1818209511811375,0.2,0,1,12,0.0008218957804724744,0.9528536350012653,100013783628379.48,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
74,8.241292720703265e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.0236672303333818,0.04240586987497452,0.0018927674443999232,0.03672756754177475,0.2,0,0,13,0.0030639005643886257,0.3260253239616461,104649068380670.69,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
75,8.577397800048533e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.07848587405439814,-0.14070114981455717,0.0,-0.14070114981455717,0.2,0,1,11,0.004719142073242567,0.9751003222443183,108074447901135.92,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
76,8.647446350797992e-13,,,,,,,,,,,,,,,,,,,surface,1,0.11116290449628184,0.031952917211363285,0.0,0.031952917211363285,0.2,0,0,13,0.004248648003549876,0.09372933559098763,83607471154722.2,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
77,8.66757314899398e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.01079662469282079,-0.03320604175229036,0.0,-0.03320604175229036,0.2,0,0,13,0.00238703379122741,0.44864261002685685,105149679139992.97,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
78,8.723094471290653e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.03138975994290025,-0.026853760924588244,0.0,-0.026853760924588244,0.2,0,0,13,0.011465815129697313,0.5795684154219015,97622990529835.67,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
79,8.95125511382973e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.06992490664016668,0.0770165495974453,0.0,0.0770165495974453,0.2,0,0,12,0.01762348174705727,0.8478850345075593,96988236808837.5,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
80,8.971656512099466e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.13185472370732132,-0.06276986335511126,0.0,-0.06276986335511126,0.2,0,0,12,0.0005268577733952978,0.8869769429582747,98643186900354.72,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
81,9.3744280097657e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.08106378523020559,-0.01288701978952922,0.0011192807483710876,-0.016244862034642482,0.2,0,0,13,0.010249392313654376,0.5430621970182048,89813445550236.88,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
82,9.39251650323323e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.07351843059706113,-0.008529852222483925,0.0,-0.008529852222483925,0.2,0,0,13,0.008717927840276668,0.8882420861931482,111959883876491.47,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
83,9.555256013442268e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.45064718174147356,-0.36157964948220744,0.0,-0.36157964948220744,0.2,0,1,12,0.007028179473308388,0.9913042095503791,98750622459950.72,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
84,9.699335853645437e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.043224285360686496,0.019078391365404457,0.0,0.019078391365404457,0.2,0,0,13,0.001984303934490398,0.7948955145925789,106657529570969.44,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
85,9.811820121970148e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.13705277699968266,-0.20426377767520165,0.0,-0.20426377767520165,0.2,0,0,13,0.020247983923220955,0.651602925617436,88163007142621.86,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
86,9.81777144630446e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.041048520056976935,0.022629031118579945,0.0,0.022629031118579945,0.2,0,0,13,0.0012073308398672655,0.35850306525597303,99754867510267.5,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
87,9.918662103974223e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.1046615878348194,0.1823248842387315,0.0,0.1823248842387315,0.2,0,0,13,0.017373204952489132,0.04744797254748985,86386196594126.94,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
88,1.0041854361185752e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.028288291881494,-0.08361819095578937,0.0,-0.08361819095578937,0.2,0,0,12,0.014748867350221014,0.6322556203987302,102802866803201.53,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
89,1.0057859459207117e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.012779096529801514,-0.09771820999081782,0.0,-0.09771820999081782,0.2,0,0,12,0.009262057531494358,0.6605923213684762,112267384693115.62,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
90,1.034048596384012e-12,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.3478679871423309,-0.8870627137831733,0.0,-0.8870627137831733,0.2,0,1,12,0.01475264702200807,0.8245212131659728,89905517133328.64,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
91,1.042937056891767e-12,,,,,,,,,,,,,,,,,,,random_surface,1,0.2695931274026594,-0.03533822502210526,0.0,-0.03533822502210526,0.2,0,0,13,0.0054631838681552525,0.026690334121679184,96614542694219.88,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
92,1.0553667084852142e-12,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.03838155082907884,-0.2924336111774011,0.0,-0.2924336111774011,0.2,0,0,13,0.008732271886555933,0.7995695747402963,95278056327721.44,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
93,1.0560890996524245e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.018939241183128175,0.009952521564123629,0.0,0.009952521564123629,0.2,0,0,12,0.007847498375340078,0.24575845010416061,100464718665066.62,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
94,1.0567985958516487e-12,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.04515854988643342,0.20165014087849986,0.0,0.20165014087849986,0.2,0,0,13,0.0086967957262289,0.7757077573561616,97769035211010.12,64,64,0,0.35,3600.0,3.0,1,stage1_ordering
