central_is_pu,displacement_length,displacement_x,displacement_y,displacement_z,radius_before,radius_after,radial_displacement,local_energy_before,local_energy_after,local_energy_delta,force_before_x,force_before_y,force_before_z,force_before_norm,force_after_x,force_after_y,force_after_z,force_after_norm,force_projection_before,pu_count_before_r_2.0,pu_count_before_r_3.0,pu_count_before_r_4.0,pu_count_before_r_5.0,pu_count_before_r_6.0,o_count_before_r_2.0,o_count_before_r_3.0,o_count_before_r_4.0,o_count_before_r_5.0,o_count_before_r_6.0,pu_count_after_r_2.0,pu_count_after_r_3.0,pu_count_after_r_4.0,pu_count_after_r_5.0,pu_count_after_r_6.0,o_count_after_r_2.0,o_count_after_r_3.0,o_count_after_r_4.0,o_count_after_r_5.0,o_count_after_r_6.0,nearest_any_before_1,nearest_any_before_2,nearest_any_before_3,nearest_any_before_4,nearest_any_before_5,nearest_any_before_6,nearest_any_before_7,nearest_any_before_8,nearest_any_before_9,nearest_any_before_10,nearest_any_before_11,nearest_any_before_12,nearest_any_before_13,nearest_any_before_14,nearest_any_before_15,nearest_any_before_16,nearest_pu_before_1,nearest_pu_before_2,nearest_pu_before_3,nearest_pu_before_4,nearest_pu_before_5,nearest_pu_before_6,nearest_pu_before_7,nearest_pu_before_8,nearest_pu_before_9,nearest_pu_before_10,nearest_pu_before_11,nearest_pu_before_12,nearest_pu_before_13,nearest_pu_before_14,nearest_pu_before_15,nearest_pu_before_16,nearest_o_before_1,nearest_o_before_2,nearest_o_before_3,nearest_o_before_4,nearest_o_before_5,nearest_o_before_6,nearest_o_before_7,nearest_o_before_8,nearest_o_before_9,nearest_o_before_10,nearest_o_before_11,nearest_o_before_12,nearest_o_before_13,nearest_o_before_14,nearest_o_before_15,nearest_o_before_16,nearest_any_after_1,nearest_any_after_2,nearest_any_after_3,nearest_any_after_4,nearest_any_after_5,nearest_any_after_6,nearest_any_after_7,nearest_any_after_8,nearest_any_after_9,nearest_any_after_10,nearest_any_after_11,nearest_any_after_12,nearest_any_after_13,nearest_any_after_14,nearest_any_after_15,nearest_any_after_16,nearest_pu_after_1,nearest_pu_after_2,nearest_pu_after_3,nearest_pu_after_4,nearest_pu_after_5,nearest_pu_after_6,nearest_pu_after_7,nearest_pu_after_8,nearest_pu_after_9,nearest_pu_after_10,nearest_pu_after_11,nearest_pu_after_12,nearest_pu_after_13,nearest_pu_after_14,nearest_pu_after_15,nearest_pu_after_16,nearest_o_after_1,nearest_o_after_2,nearest_o_after_3,nearest_o_after_4,nearest_o_after_5,nearest_o_after_6,nearest_o_after_7,nearest_o_after_8,nearest_o_after_9,nearest_o_after_10,nearest_o_after_11,nearest_o_after_12,nearest_o_after_13,nearest_o_after_14,nearest_o_after_15,nearest_o_after_16,coord_deviation_before,coord_deviation_after,coord_deviation_delta,delta_E,delta_fluorite_order,delta_bulk_order,delta_coordination_error,is_energy_lowering,is_crystallizing_event,atom_type,event_kind,uncertainty,good_event_probability,step
1.0,0.09170008005796086,0.008701848708044429,0.09100168698409872,0.00720246331103843,12.099592423477144,12.159966858484498,0.06017757580278411,-67.52402899843075,-67.88180418250712,-0.3577751840763739,2.5673027451367205,4.886817873714222,2.4426753197002786,6.0364472194753915,3.10886466832398,2.172444506190518,1.6968961335943211,4.154998332928413,5.285079681855892,0.0,0.0,5.0,5.0,7.0,3.0,5.0,7.0,14.0,17.0,1.8485864166649066,1.8981247873725269,1.97084371598435,2.030941908106186,2.1840340090515986,3.194442888789373,3.4027012377549397,3.6695417612531678,3.6976508884518835,3.7891436911604446,3.92335139273568,3.969647225798661,4.115644116894705,4.384018751049999,4.520059656240169,4.703233887680794,3.194442888789373,3.4027012377549397,3.6695417612531678,3.6976508884518835,3.7891436911604446,5.722470895667797,5.736867102020929,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,1.8485864166649066,1.8981247873725269,1.97084371598435,2.030941908106186,2.1840340090515986,3.92335139273568,3.969647225798661,4.115644116894705,4.384018751049999,4.520059656240169,4.703233887680794,4.728118918415124,4.787933875936572,4.913453608072941,5.56178099456505,5.622508229389442,0.0,0.0,5.0,5.0,7.0,3.0,5.0,7.0,14.0,17.0,1.920837064991918,1.9360120941812147,1.9422117806393286,2.064822132651662,2.118648447252692,3.262022358238587,3.3906619958206274,3.6621549870250494,3.7447553707213794,3.840871214992622,3.884464233333699,3.9973444142235617,4.181668588051997,4.474016703199971,4.583719875035814,4.726646422441324,3.262022358238587,3.3906619958206274,3.6621549870250494,3.7447553707213794,3.840871214992622,5.741013241696322,5.789102617446902,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,1.920837064991918,1.9360120941812147,1.9422117806393286,2.064822132651662,2.118648447252692,3.884464233333699,3.9973444142235617,4.181668588051997,4.474016703199971,4.583719875035814,4.726646422441324,4.750530466251512,4.826780132101138,4.98932519443792,5.627582351606998,5.636346882457337,3.0,3.0,0.0,-0.5720250573741836,0.0,,,1,0,Pu,relaxation,0.004102334200328656,0.9786285551013014,0
0.0,0.2976811868115001,0.22709406208170482,-0.0761894120933665,-0.17674147626859182,10.398215357524755,10.145973185857962,-0.2534437228443367,-53.55346027198411,-58.20559561700839,-4.652135345024284,0.5361072237611736,-6.802363732498043,-0.21589834929712692,6.826871567695034,-1.3604482104553037,-3.746018241018837,2.0468401767219193,4.480293149384304,2.27818580348411,1.0,2.0,2.0,7.0,13.0,0.0,2.0,6.0,14.0,17.0,1.782201306385449,2.25241341297063,2.346768333506741,2.9764033511071717,3.323981275949971,3.689506612747157,3.76354857291546,3.8664300501752265,4.02933726702469,4.124658096224825,4.176274892147426,4.178015253515597,4.244367116433498,4.2682147762664195,4.2935997480586146,4.304017665699573,1.782201306385449,2.25241341297063,4.178015253515597,4.2682147762664195,4.2935997480586146,4.639911514286668,4.867205875908374,5.1547891358942115,5.258784199170945,5.4388203441068,5.556222433112357,5.634229807782073,5.882742134196347,999.0,999.0,999.0,2.346768333506741,2.9764033511071717,3.323981275949971,3.689506612747157,3.76354857291546,3.8664300501752265,4.02933726702469,4.124658096224825,4.176274892147426,4.244367116433498,4.304017665699573,4.506002945783325,4.599585307786563,4.79970896756418,5.51653563773733,5.598044125351908,1.0,2.0,3.0,7.0,13.0,0.0,2.0,7.0,14.0,16.0,1.9304688405880066,2.1049516628477476,2.1452556432870025,2.870280310154127,3.5082552764840456,3.5382199984230036,3.5861584070789485,3.8317608283093154,3.8840701665801247,3.890466989503517,4.094308296165695,4.1839755877505445,4.2022749246786795,4.224846826367258,4.237548444809713,4.275078750998853,1.9304688405880066,2.1049516628477476,3.890466989503517,4.1839755877505445,4.2022749246786795,4.655284589622791,4.681188909674899,5.108483732613577,5.188495823232834,5.309019025139107,5.439794501707302,5.7741981280375985,5.910810003565351,999.0,999.0,999.0,2.1452556432870025,2.870280310154127,3.5082552764840456,3.5382199984230036,3.5861584070789485,3.8317608283093154,3.8840701665801247,4.094308296165695,4.224846826367258,4.237548444809713,4.275078750998853,4.3768980649854425,4.4124651539911355,4.516536606834418,5.354150103970908,5.685144844696449,2.0,2.0,0.0,0.31761746024257675,0.0,,,0,0,O,surface,0.03247590761636018,0.6764891099537373,0
1.0,0.3056165443863289,0.12612704363404262,-0.08867545941971289,-0.26387516738692957,11.60874574568523,11.790618954207934,0.1792750118894995,-84.4527894426702,-83.38279187810672,1.0699975645634794,-0.7997126745790102,-0.8538979047102243,1.1195132664898033,1.6192566033206395,-0.8704141506851681,-0.37715166303501313,5.756001439905542,5.833645236628444,-1.0488874469612612,0.0,0.0,3.0,5.0,7.0,1.0,4.0,5.0,13.0,19.0,1.92398661880222,2.042907900600759,2.186172609353159,2.257592224933679,3.237310228930956,3.3088098206045333,3.9311273870279253,3.975913791275913,4.193120998075062,4.285621853927036,4.476007107876058,4.591030167338698,4.6185472746661365,4.716197037812352,4.743488056917715,4.757739012672826,3.237310228930956,3.9311273870279253,3.975913791275913,4.285621853927036,4.591030167338698,5.430988197464896,5.948920710737201,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,1.92398661880222,2.042907900600759,2.186172609353159,2.257592224933679,3.3088098206045333,4.193120998075062,4.476007107876058,4.6185472746661365,4.716197037812352,4.743488056917715,4.757739012672826,4.91690193441124,4.935045395921906,5.316971119702362,5.518027320857428,5.5849002506829075,0.0,0.0,2.0,5.0,6.0,1.0,4.0,5.0,10.0,17.0,1.987090523618503,2.091801843280558,2.18127778644676,2.4858981292124334,3.317500840900271,3.504387149434739,3.9095535011974434,4.154955341181417,4.244102427458333,4.3967284726849165,4.48373657755801,4.605546706981873,4.809645644479934,4.938613744499545,4.949263574936365,5.020575662734351,3.504387149434739,3.9095535011974434,4.154955341181417,4.3967284726849165,4.605546706981873,5.41785349904435,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,1.987090523618503,2.091801843280558,2.18127778644676,2.4858981292124334,3.317500840900271,4.244102427458333,4.48373657755801,4.809645644479934,4.938613744499545,4.949263574936365,5.020575662734351,5.038804448666158,5.138477500787052,5.500398623192745,5.534726366462695,5.583552363478814,4.0,4.0,0.0,-0.25006351848305997,0.0,,,1,0,Pu,relaxation,0.06579579789600182,0.047552709530236534,0
0.0,0.3028601354644286,-0.09988699669588766,-0.2216608245144428,0.1805916067268497,6.771896151842923,6.652120364324798,-0.1254889600655864,-6.499863046151069,-38.254074848532895,-31.754211802381825,0.2907444337060884,-2.5899150549150782,-0.05391243263766457,2.6067410434870126,-0.3248650700566429,0.8915613350111204,0.5691339842102414,1.1064955579724405,1.7674989960379928,0.0,3.0,5.0,11.0,18.0,0.0,3.0,11.0,22.0,37.0,2.0450329575872366,2.3241684570962144,2.438607357069809,2.6578842737925967,2.7697534262784114,2.969648495724873,3.140220684954801,3.208919471142895,3.3666594865012707,3.37909465718926,3.6616871275151293,3.712144198586445,3.792964418484044,3.8121910984053518,3.9812313824068304,3.9842210541932785,2.0450329575872366,2.438607357069809,2.6578842737925967,3.6616871275151293,3.8121910984053518,4.211668903166416,4.374622585310646,4.503443413097805,4.52430311107965,4.844601104811211,4.8497526464842515,5.042256663110873,5.212071932571441,5.3465053798084785,5.352892955984922,5.406499222637232,2.3241684570962144,2.7697534262784114,2.969648495724873,3.140220684954801,3.208919471142895,3.3666594865012707,3.37909465718926,3.712144198586445,3.792964418484044,3.9812313824068304,3.9842210541932785,4.117795953869011,4.147040663263142,4.217985095785072,4.284775300056118,4.440998185130343,0.0,3.0,5.0,10.0,20.0,0.0,3.0,11.0,20.0,34.0,2.258797887004546,2.3180178159524116,2.405961766114165,2.593094663322402,2.701790488348323,2.7099797734316073,3.1348468878175733,3.2776789365073933,3.3253136477442666,3.3502803960437526,3.7878283794648726,3.809340000900847,3.829087662794859,3.8691503675775216,3.9004511756123765,3.9996842546980087,2.258797887004546,2.3180178159524116,2.405961766114165,3.8691503675775216,3.9004511756123765,4.294545408875767,4.319854044000358,4.4240575518459675,4.495734681031444,4.836480257988731,5.00039341690769,5.062426355145814,5.131673561241413,5.278342686785579,5.283275923484019,5.320474578748281,2.593094663322402,2.701790488348323,2.7099797734316073,3.1348468878175733,3.2776789365073933,3.3253136477442666,3.3502803960437526,3.7878283794648726,3.809340000900847,3.829087662794859,3.9996842546980087,4.102931897309443,4.1267493869431435,4.2886146517144725,4.2908372145737115,4.411472705997784,1.0,1.0,0.0,-0.43702748859556806,0.0,,,1,0,O,relaxation,0.032940550958832214,0.7869304884100266,1
1.0,0.336737923231869,0.1332760480350907,-0.11597146777677607,-0.2866714890329356,11.60874574568523,11.804885520916727,0.1929128281023254,-84.4527894426702,-83.24263867463469,1.2101507680355041,-0.7997126745790102,-0.8538979047102243,1.1195132664898033,1.6192566033206395,-0.7812212897698008,0.30295902233189864,6.11000573889672,6.167192311105008,-0.9754983443349039,0.0,0.0,3.0,5.0,7.0,1.0,4.0,5.0,13.0,19.0,1.92398661880222,2.042907900600759,2.186172609353159,2.257592224933679,3.237310228930956,3.3088098206045333,3.9311273870279253,3.975913791275913,4.193120998075062,4.285621853927036,4.476007107876058,4.591030167338698,4.6185472746661365,4.716197037812352,4.743488056917715,4.757739012672826,3.237310228930956,3.9311273870279253,3.975913791275913,4.285621853927036,4.591030167338698,5.430988197464896,5.948920710737201,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,1.92398661880222,2.042907900600759,2.186172609353159,2.257592224933679,3.3088098206045333,4.193120998075062,4.476007107876058,4.6185472746661365,4.716197037812352,4.743488056917715,4.757739012672826,4.91690193441124,4.935045395921906,5.316971119702362,5.518027320857428,5.5849002506829075,0.0,0.0,2.0,5.0,6.0,0.0,4.0,5.0,10.0,17.0,2.014519826088253,2.061849487386104,2.1933138973595345,2.51601491271211,3.3241870678854863,3.5258700788717388,3.8868029833405875,4.183632999862429,4.238715738149312,4.426649545157716,4.466162467841099,4.604659561528218,4.843496357190573,4.942177513578205,4.9605690225591506,5.052719564022677,3.5258700788717388,3.8868029833405875,4.183632999862429,4.426649545157716,4.604659561528218,5.4277997154033555,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,2.014519826088253,2.061849487386104,2.1933138973595345,2.51601491271211,3.3241870678854863,4.238715738149312,4.466162467841099,4.843496357190573,4.942177513578205,4.9605690225591506,5.052719564022677,5.062348427355624,5.172526276211765,5.485434939119997,5.556693854635495,5.601571588033623,4.0,4.0,0.0,-0.18158530990233146,0.0,,,1,0,Pu,relaxation,0.0606887218123312,0.04486928388301512,1
1.0,0.31793581357827266,0.05419629017469093,-0.3071036273855524,-0.061913695848452216,7.371706921280416,7.528618242578159,0.1517251398867902,-69.60630061165313,-94.66483746743087,-25.058536855777746,-1.2682639594085434,2.768499644301307,4.270430749407347,5.244965446665487,-1.602840752585051,7.745265471384176,1.8978716828632962,8.133889145112423,-3.721976527227896,0.0,0.0,5.0,8.0,15.0,0.0,6.0,8.0,16.0,33.0,2.0500401029523787,2.280172013331231,2.3018378502531407,2.320289425232335,2.4022856871614997,2.5065611332730344,3.2244351110216187,3.4092253708364604,3.5550185380540573,3.637629401473575,3.8257595112564253,3.865229173467855,3.889721723219927,4.014689531511248,4.021268560603731,4.228332831325487,3.2244351110216187,3.4092253708364604,3.637629401473575,3.8257595112564253,3.889721723219927,4.228332831325487,4.708829797250056,4.951484781033765,5.0740632978002935,5.239490834390686,5.491548817582249,5.575990505849433,5.640323287568364,5.744202142418997,5.949270156479616,999.0,2.0500401029523787,2.280172013331231,2.3018378502531407,2.320289425232335,2.4022856871614997,2.5065611332730344,3.5550185380540573,3.865229173467855,4.014689531511248,4.021268560603731,4.4676255426275375,4.477664810192138,4.769884327943708,4.7736868347226125,4.844229289323225,4.965519779137025,0.0,0.0,4.0,9.0,14.0,0.0,6.0,7.0,15.0,34.0,2.0190814745336656,2.1019058013127347,2.385216831753521,2.464174469058594,2.5702946567251264,2.5804454039917606,3.4344827255795063,3.5170458484099645,3.6240459345303178,3.683223556548817,3.798500963180393,4.085216800094395,4.1064677692496625,4.122163893622175,4.227870801333566,4.250292863229022,3.4344827255795063,3.5170458484099645,3.6240459345303178,3.798500963180393,4.085216800094395,4.316259935989796,4.73977370969473,4.860104105614877,4.937738321496869,5.2086821615747745,5.242583283149619,5.535564036247987,5.599857428817144,5.941498653663549,999.0,999.0,2.0190814745336656,2.1019058013127347,2.385216831753521,2.464174469058594,2.5702946567251264,2.5804454039917606,3.683223556548817,4.1064677692496625,4.122163893622175,4.227870801333566,4.250292863229022,4.261248670774805,4.6793801245988895,4.747121963939582,4.816643498552741,5.053081780245073,2.0,2.0,0.0,-0.21039770608037855,0.0,,,1,0,Pu,random_bulk,0.05790878194991628,0.025858669398526286,2
0.0,0.28587085905725906,-0.15884622620621833,-0.040684677203544704,-0.23416827607304447,5.162406843095091,5.105439986937701,-0.06456766405019018,-21.71721571812322,-30.44950581972696,-8.732290101603738,-2.13829104770218,6.025420991641665,0.11251939369017294,6.394579528409645,-0.6172697567837595,6.984145766832462,1.2301933393044697,7.118475236809689,0.23845971281305964,0.0,4.0,4.0,11.0,20.0,0.0,4.0,12.0,19.0,38.0,2.1535371835217987,2.172854631354799,2.216284874532153,2.565432101424047,2.66205161994917,2.7790595749805362,2.92647887948948,2.9623383715411378,3.0287324088819734,3.087163618411729,3.274906955268501,3.3610160458007337,3.5280718600507557,3.7030412273344995,3.9161089579776758,3.9723602368165203,2.1535371835217987,2.216284874532153,2.565432101424047,2.66205161994917,4.02924594986047,4.361128451398101,4.571470275508089,4.581548974093915,4.921849992018042,4.935966428031091,4.967192162117447,5.215419033141057,5.286045905000637,5.337631467331835,5.36444509467093,5.500727712122279,2.172854631354799,2.7790595749805362,2.92647887948948,2.9623383715411378,3.0287324088819734,3.087163618411729,3.274906955268501,3.3610160458007337,3.5280718600507557,3.7030412273344995,3.9161089579776758,3.9723602368165203,4.029132952912202,4.41777188103596,4.459642859846738,4.470931724883081,0.0,4.0,4.0,11.0,21.0,0.0,5.0,12.0,18.0,38.0,2.196994881963031,2.2325992949889537,2.2606157936696643,2.283444637464955,2.5521587727331965,2.724109007189239,2.835742892404176,2.8896615198051325,2.977819087534018,3.223981816420895,3.4937506500468123,3.5150820358274264,3.677323066113023,3.8204048546967235,3.9011556378025545,3.9405526644083353,2.2325992949889537,2.2606157936696643,2.283444637464955,2.724109007189239,4.21037455078386,4.314470327158053,4.436997617805741,4.645186163831975,4.776178953509112,4.800157427492531,4.992103090271877,5.074428025018912,5.40795528374314,5.534514737581651,5.592094321467744,5.598734797713936,2.196994881963031,2.5521587727331965,2.835742892404176,2.8896615198051325,2.977819087534018,3.223981816420895,3.4937506500468123,3.5150820358274264,3.677323066113023,3.8204048546967235,3.9011556378025545,3.9405526644083353,4.087917293017687,4.165004692659058,4.200425082836631,4.303791176935683,0.0,0.0,0.0,-0.2335187720633698,0.0,,,1,0,O,coordination,0.038610111079553644,0.04360479031780696,3
0.0,0.20588668252353512,0.13175958839069546,-0.10395788019790722,0.11925391420166895,10.644598202556361,10.730269699189417,0.08402513478650135,-19.817340077908717,-24.88298070052218,-5.065640622613461,3.261814794863822,-2.4673198412324537,1.625837489032686,4.401187396109823,0.25594943739800735,-1.759384611262874,1.0445448700502111,2.0620422668803817,4.274973926810684,0.0,4.0,4.0,9.0,13.0,0.0,5.0,9.0,15.0,24.0,2.0545059125290925,2.3475105498306075,2.37682884535046,2.411283070199142,2.4257585613883763,2.5709901401051707,2.6807775670318117,2.812449698935965,2.9638704914960443,3.590311807576885,3.7039545421407376,3.7268301399749895,3.802982607433013,4.134909665737694,4.19307208884238,4.289459374023958,2.0545059125290925,2.37682884535046,2.5709901401051707,2.812449698935965,4.289459374023958,4.5772345841423725,4.653264396230242,4.7136369473841535,4.994609159534407,5.6160124026548415,5.7253166278504635,5.823469269311979,5.897816437619011,999.0,999.0,999.0,2.3475105498306075,2.411283070199142,2.4257585613883763,2.6807775670318117,2.9638704914960443,3.590311807576885,3.7039545421407376,3.7268301399749895,3.802982607433013,4.134909665737694,4.19307208884238,4.2929033190521535,4.557738856242315,4.6178969056218655,4.8014605009726985,5.393464486947328,0.0,4.0,4.0,8.0,13.0,0.0,5.0,9.0,15.0,23.0,2.2149460199588193,2.383175151105024,2.3987235206776716,2.4196022011196563,2.4393480768610907,2.5280452938103197,2.703311516703989,2.757088521725959,2.7905188264569003,3.4141345056073993,3.5278296436168293,3.75314926671048,3.9136775589485815,4.135245916407007,4.2189904367367435,4.279897169386747,2.2149460199588193,2.3987235206776716,2.4196022011196563,2.703311516703989,4.135245916407007,4.738957262662485,4.7598745230397075,4.774122642328734,5.045295940833654,5.598205448674125,5.790755872343594,5.902985116848527,5.983974354697982,999.0,999.0,999.0,2.383175151105024,2.4393480768610907,2.5280452938103197,2.757088521725959,2.7905188264569003,3.4141345056073993,3.5278296436168293,3.75314926671048,3.9136775589485815,4.2189904367367435,4.279897169386747,4.325819624762824,4.556354792910969,4.676267642550233,4.695184609201638,5.31026388526948,0.0,0.0,0.0,-0.6445121670554208,0.0,,,1,0,O,relaxation,0.0025302452637247785,0.9646118955205059,3
0.0,0.23005953121055855,0.20211390820215155,-0.10941665165929407,0.010264129370917321,10.953981476416761,10.939614485010184,-0.01677346696855678,-11.750334738318365,-12.215321744263058,-0.46498700594469256,2.567482437145106,-0.4794940184962255,1.138101870785215,2.8490623803467408,1.5171042453834225,-0.10616258014958393,1.013439894560577,1.8275492345409943,2.5344316811272427,0.0,2.0,3.0,7.0,9.0,0.0,3.0,6.0,12.0,18.0,2.140318114638803,2.424494572272951,2.8130873521442594,2.8138256239500703,2.981611251200599,3.0681890287976064,3.4692712759526314,3.5066614226238033,3.6801860604390644,4.1717461076112965,4.195466156422788,4.212964954184286,4.50950042753219,4.557511058575064,4.605963338190721,4.613499695529849,2.140318114638803,2.424494572272951,3.5066614226238033,4.1717461076112965,4.50950042753219,4.605963338190721,4.710177277215158,5.215758361634193,5.6102921214812875,999.0,999.0,999.0,999.0,999.0,999.0,999.0,2.8130873521442594,2.8138256239500703,2.981611251200599,3.0681890287976064,3.4692712759526314,3.6801860604390644,4.195466156422788,4.212964954184286,4.557511058575064,4.613499695529849,4.712281588788599,4.989603875133477,5.426312961711755,5.431915815885313,5.5202256649865316,5.691154559900477,0.0,2.0,3.0,7.0,9.0,0.0,3.0,6.0,12.0,18.0,2.190273555491511,2.240354075350851,2.668310344273302,2.932738305272811,2.9797799936956744,3.0374944674301037,3.243377902249394,3.339279452486345,3.6299746967683384,4.119819722525563,4.224700262547772,4.275947132768484,4.4561201498484095,4.516285051007014,4.5456016854408725,4.569179188644571,2.190273555491511,2.240354075350851,3.339279452486345,4.275947132768484,4.516285051007014,4.569179188644571,4.642798607424372,5.255352036780711,5.53822648023945,999.0,999.0,999.0,999.0,999.0,999.0,999.0,2.668310344273302,2.932738305272811,2.9797799936956744,3.0374944674301037,3.243377902249394,3.6299746967683384,4.119819722525563,4.224700262547772,4.4561201498484095,4.5456016854408725,4.738824410075571,4.98562015585064,5.36589310356904,5.533652304497948,5.563688793246033,5.608370021556483,2.0,2.0,0.0,-0.46962831987362463,0.0,,,1,0,O,relaxation,0.003555145069418786,0.9793034603076859,5
1.0,0.12718643127975432,0.05481229578035165,-0.0942018767497931,-0.06555918661624549,6.740879104344961,6.8287467416184375,0.0872404441069206,-70.18595503046416,-42.94716386970679,27.238791160757366,5.483041421732366,8.199820000421933,-6.9582886404481,12.071394785837365,3.3321025380004325,9.559975510660433,-3.04779045334055,10.572845678229202,-0.12360281831404318,0.0,0.0,4.0,11.0,16.0,0.0,5.0,13.0,21.0,35.0,2.0165635391241703,2.118372508374766,2.188871164022451,2.1954074236284704,2.9114910011968096,3.074000057558067,3.2445810533589694,3.5366229518484156,3.6677188445465663,3.7120179814307206,3.7494111525496905,3.8013676976714574,3.893518247437657,3.894736977288967,3.9411989476657987,3.951503140484897,3.6677188445465663,3.7120179814307206,3.894736977288967,3.951503140484897,4.0617788231219585,4.123604662436738,4.221139889345175,4.269592136449335,4.389480081142298,4.468254086980506,4.576267808814297,5.08725219797977,5.122614039116162,5.4262183234847825,5.675977684566686,5.7352433454361815,2.0165635391241703,2.118372508374766,2.188871164022451,2.1954074236284704,2.9114910011968096,3.074000057558067,3.2445810533589694,3.5366229518484156,3.7494111525496905,3.8013676976714574,3.893518247437657,3.9411989476657987,3.957498415275615,4.083073803716631,4.583856575719947,4.616592886997293,0.0,0.0,5.0,11.0,17.0,1.0,5.0,12.0,21.0,34.0,1.9664324049983142,2.074184028085195,2.160474335708325,2.207807736865574,2.9292855993204268,3.159184187110666,3.2010299217983973,3.577001645804922,3.6602827100362423,3.7067030011686013,3.784082875376466,3.812756225102221,3.8330867071008092,3.894167297985729,3.915248219241651,3.941127957115377,3.6602827100362423,3.7067030011686013,3.894167297985729,3.941127957115377,3.9963676435861513,4.155650367128675,4.171160412299499,4.304912632383006,4.318582399040711,4.588735545018553,4.606061529933538,5.067286495157696,5.198215689282902,5.507087746312542,5.616111828459041,5.684041277870899,1.9664324049983142,2.074184028085195,2.160474335708325,2.207807736865574,2.9292855993204268,3.159184187110666,3.2010299217983973,3.577001645804922,3.784082875376466,3.812756225102221,3.8330867071008092,3.915248219241651,4.032108795391117,4.1547868671178625,4.530307835728323,4.653320467683647,2.0,2.0,0.0,-0.0009578928685627375,0.0,,,1,0,Pu,random_bulk,0.03428608628199922,0.17352213441164793,5
