step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,stage
4372,3.178449043674825e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.06608146751754201,0.10563610657754907,0.0,0.10563610657754907,0.2,0,0,20,0.09985500219330333,0.5993222842839123,132373248632706.67,128,128,0,0.35,3300.0,4.0,stage1_ordering
4373,3.179231463343038e-11,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.13186416227007172,0.425236404050338,0.0,0.425236404050338,0.2,0,0,21,0.04260322214909518,0.09824757972205081,133908086376919.64,128,128,0,0.35,3300.0,4.0,stage1_ordering
4374,3.1829384630864534e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.07860333650943946,0.05482311844084364,0.0,0.05482311844084364,0.2,0,0,21,0.02701160677665833,0.19390783425989516,125547431454400.77,128,128,0,0.35,3300.0,4.0,stage1_ordering
4375,3.1832599633878775e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.05033624875494076,-0.07530975113941096,0.0,-0.07530975113941096,0.2,0,0,20,0.026332837216193727,0.3387276201689553,134032360502632.2,128,128,0,0.35,3300.0,4.0,stage1_ordering
4376,3.1854280078677666e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.1966102848226615,0.3314290994826763,0.0,0.3314290994826763,0.2,0,0,20,0.0977599715593865,0.23755662582416598,119954052737995.55,128,128,0,0.35,3300.0,4.0,stage1_ordering
4377,3.186823421023055e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.006809654332883345,0.003971260850160974,0.0,0.003971260850160974,0.2,0,0,19,0.03110318944608071,0.38933446007829187,132451212092466.1,128,128,0,0.35,3300.0,4.0,stage1_ordering
4378,3.188041219108536e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.14425567617839877,-0.417865793312874,0.0,-0.417865793312874,0.2,0,1,20,0.060932762525616996,0.6262371483343581,128413400051538.25,128,128,0,0.35,3300.0,4.0,stage1_ordering
4379,3.188156775540726e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.1202559499628415,-0.002126707855310883,0.0,-0.002126707855310883,0.2,0,0,20,0.05103909077188216,0.3567650463973186,127877277816050.1,128,128,0,0.35,3300.0,4.0,stage1_ordering
4380,3.188457246608739e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.1654279689665196,0.5026276191768417,0.0,0.5026276191768417,0.2,0,0,20,0.044021775848529364,0.2577614942105398,124934674268716.02,128,128,0,0.35,3300.0,4.0,stage1_ordering
4381,3.18895567415934e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.18400762867636,0.7630338866129449,0.0,0.7630338866129449,0.2,0,0,20,0.07263657702933791,0.44610464713632214,120419830199668.61,128,128,0,0.35,3300.0,4.0,stage1_ordering
4382,3.1894008229919504e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.006093488731225856,-0.08719775820135212,0.0,-0.08719775820135212,0.2,0,1,19,0.03474064510674378,0.43611115071943296,128889460957831.28,128,128,0,0.35,3300.0,4.0,stage1_ordering
4383,3.189758690207162e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.030265066639171632,0.08332029197821456,0.0,0.08332029197821456,0.2,0,0,20,0.021878068356845665,0.2801071498657818,132203714899877.95,128,128,0,0.35,3300.0,4.0,stage1_ordering
4384,3.1900579666657554e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.10162030765948714,0.10376635862403916,0.0,0.10376635862403916,0.2,0,0,19,0.041898600533544536,0.5577461390756645,128497294554836.47,128,128,0,0.35,3300.0,4.0,stage1_ordering
4385,3.1904491578993143e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.15980505781609108,0.15752644446416397,0.0,0.15752644446416397,0.2,0,0,17,0.029289445816492624,0.19890910817444798,135144064945788.06,128,128,0,0.35,3300.0,4.0,stage1_ordering
4386,3.1908973111271985e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.16168671660238712,0.1996569126133032,0.0,0.1996569126133032,0.2,0,0,19,0.039893318317485466,0.4208761978264862,128822792795540.88,128,128,0,0.35,3300.0,4.0,stage1_ordering
4387,3.190996616732057e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.3057244522585772,-0.2610382732909642,0.0,-0.2610382732909642,0.2,0,0,20,0.14729563470787033,0.20251793451371322,138210928958616.66,128,128,0,0.35,3300.0,4.0,stage1_ordering
4388,3.191262261623356e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,-0.0681353580464663,0.3088639342625079,0.0,0.3088639342625079,0.2,0,0,20,0.05700455634832297,0.29592630598297737,126282750027351.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
4389,3.191479037188367e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.06006031480900522,-0.16487205074611921,0.0,-0.16487205074611921,0.2,0,1,18,0.036250564146752866,0.5091527999432723,128079112070811.48,128,128,0,0.35,3300.0,4.0,stage1_ordering
4390,3.1916509348775315e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.036071011817532576,0.0017499642171969754,0.0,0.0017499642171969754,0.2,0,0,20,0.030047839102137475,0.4987402725165187,120737380248525.22,128,128,0,0.35,3300.0,4.0,stage1_ordering
4391,3.191801332555549e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.2652660865761217,-0.23164066497870905,0.003401360544217691,-0.24524610715557982,0.2,0,1,20,0.07871865156678641,0.608855811302666,131364498121139.31,128,128,0,0.35,3300.0,4.0,stage1_ordering
4392,3.191811044269291e-11,,,,,,,,,,,,,,,,,,,surface,1,0.020739025120208796,0.13885958311242064,0.0,0.13885958311242064,0.2,0,0,20,0.05965395985004503,0.5590091880276936,138522930240223.94,128,128,0,0.35,3300.0,4.0,stage1_ordering
4393,3.1927863003329693e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.16397302774336114,-0.011465588007403937,0.0,-0.011465588007403937,0.2,0,1,19,0.07305203615603849,0.6210341158126372,135497975804316.36,128,128,0,0.35,3300.0,4.0,stage1_ordering
4394,3.193804314082798e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.26129792947467334,0.2029257584537909,0.0,0.2029257584537909,0.2,0,0,19,0.09432153402095506,0.3198247714034082,123179204330860.81,128,128,0,0.35,3300.0,4.0,stage1_ordering
4395,3.19462094948175e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.09712798635969636,0.06664443961154021,0.0,0.06664443961154021,0.2,0,0,20,0.029527888151875622,0.18133850417023792,137850844211990.6,128,128,0,0.35,3300.0,4.0,stage1_ordering
4396,3.194910879382778e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.4166233171846955,-0.3130133518297953,0.0,-0.3130133518297953,0.2,0,1,18,0.1458707707385307,0.34682354935299453,132665663791591.84,128,128,0,0.35,3300.0,4.0,stage1_ordering
4397,3.1949138408018654e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.22737447626730165,0.2559991583371044,0.0,0.2559991583371044,0.2,0,0,20,0.035881251105555866,0.12256023418789998,134787703911787.55,128,128,0,0.35,3300.0,4.0,stage1_ordering
4398,3.1975449353440225e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.22160114071234593,0.1258511178206092,0.0,0.1258511178206092,0.2,0,0,21,0.1106650511481038,0.5931503523583077,133853925321667.1,128,128,0,0.35,3300.0,4.0,stage1_ordering
4399,3.197851916575713e-11,-6562.6641144853575,-15.625390748774661,-46.87617224632398,128.0,217.0,345.0,222.0,123.0,1.4,0.5761904761904761,0.7244897959183674,0.7336309523809523,2.7297363882729733,1.9020421810990833,2.0486269075088637,2.884276718416322,243.0,134.0,rejected_coordination,0,0.1450984060492139,0.3963647685660163,0.0,0.3963647685660163,0.2,0,0,21,0.052595013229295405,0.37112657213323125,121679370535548.19,128,128,0,0.35,3300.0,4.0,stage1_ordering
4400,3.197951945156325e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.23681609159630856,-0.04864067515777748,0.0,-0.04864067515777748,0.2,0,0,20,0.08857883291124109,0.310107843956901,129012057792565.36,128,128,0,0.35,3300.0,4.0,stage1_ordering
4401,3.1981320806570757e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.35409547444811473,0.5700560553796308,0.0,0.5700560553796308,0.2,0,0,21,0.11346403630675354,0.17614208759786446,128860246154699.9,128,128,0,0.35,3300.0,4.0,stage1_ordering
4402,3.198815773420847e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.20505836494854227,0.8807328756789374,0.0,0.8807328756789374,0.2,0,0,18,0.08806528913358957,0.23939487507836682,125576322933185.84,128,128,0,0.35,3300.0,4.0,stage1_ordering
4403,3.1997628481733555e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.02790493613704464,0.09466751203979484,0.0,0.09466751203979484,0.2,0,0,21,0.03072316300618709,0.44692610134275973,136135983768359.12,128,128,0,0.35,3300.0,4.0,stage1_ordering
4404,3.2000286088451395e-11,,,,,,,,,,,,,,,,,,,surface,1,0.0666973995928484,0.17807842681183494,0.0,0.17807842681183494,0.2,0,0,20,0.026772873360843556,0.24279015201930634,139543408236986.4,128,128,0,0.35,3300.0,4.0,stage1_ordering
4405,3.200382669523992e-11,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.06100301238516749,0.5758220533373848,0.0,0.5758220533373848,0.2,0,0,21,0.06573909384820542,0.4066443963503174,128627176072590.22,128,128,0,0.35,3300.0,4.0,stage1_ordering
4406,3.2005588082724614e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.03805146488545217,0.04872282529726313,0.0,0.04872282529726313,0.2,0,0,20,0.02866020904280982,0.19634661167755704,133359906785745.22,128,128,0,0.35,3300.0,4.0,stage1_ordering
4407,3.2014931734678347e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.12849239986919603,0.34746798800373924,0.0,0.34746798800373924,0.2,0,0,21,0.04293858662142138,0.3934838670980798,136222385306225.86,128,128,0,0.35,3300.0,4.0,stage1_ordering
4408,3.2015023393516506e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.0726720549151166,0.08011671459783898,0.0,0.08011671459783898,0.2,0,0,21,0.05793711113992232,0.22878185851291888,141278856329732.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
4409,3.20219609807006e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.11794407667459653,0.13818654426286514,-0.002455897613282576,0.14801013471599545,0.2,0,0,21,0.025327850432546914,0.18457943936702545,138972039766736.66,128,128,0,0.35,3300.0,4.0,stage1_ordering
4410,3.202409400735407e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.24563435460002664,0.26667236488571433,0.0,0.26667236488571433,0.2,0,0,21,0.042033894271062335,0.24876835888857654,129815348169207.48,128,128,0,0.35,3300.0,4.0,stage1_ordering
4411,3.20351133359068e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.07308447012079289,0.11175071604115772,0.0,0.11175071604115772,0.2,0,0,21,0.05472375523113719,0.5392822161583937,123665873838221.83,128,128,0,0.35,3300.0,4.0,stage1_ordering
4412,3.2043776380174725e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.05889679305108339,-0.05059462123531233,0.0,-0.05059462123531233,0.2,0,1,19,0.027540574864705902,0.8338236906327874,130528719971139.6,128,128,0,0.35,3300.0,4.0,stage1_ordering
4413,3.204546442669105e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.1250850310696778,-0.005643090171766119,0.0,-0.005643090171766119,0.2,0,0,21,0.12142256285580608,0.43339479456568947,128076487711429.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
4414,3.20581275288296e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.14397374930530568,0.1633185821483778,0.0,0.1633185821483778,0.2,0,0,21,0.032625342881163526,0.2960442649578776,133744737694665.22,128,128,0,0.35,3300.0,4.0,stage1_ordering
4415,3.206235315247059e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.04606622562487692,0.06939149304798775,0.0,0.06939149304798775,0.2,0,0,20,0.032950114702610014,0.31438031522175985,139416922703685.88,128,128,0,0.35,3300.0,4.0,stage1_ordering
4416,3.2065973973043794e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.04218849710541918,0.008981630253110495,0.0,0.008981630253110495,0.2,0,0,21,0.04310028656028661,0.24741723853235156,131366278918408.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
4417,3.2075044366184355e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.16086046457659037,-0.1377297234695405,0.0,-0.1377297234695405,0.2,0,1,19,0.21401546966529977,0.4720074241573482,137536777823695.4,128,128,0,0.35,3300.0,4.0,stage1_ordering
4418,3.207632904684952e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.16270765591114092,0.35673526056379146,0.0,0.35673526056379146,0.2,0,0,20,0.04067899822964814,0.5089129626211039,119676387317196.81,128,128,0,0.35,3300.0,4.0,stage1_ordering
4419,3.208688997525229e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.006772267327423257,0.18922646211878913,0.0,0.18922646211878913,0.2,0,0,21,0.05163949793513041,0.31099342335962626,128826700866738.31,128,128,0,0.35,3300.0,4.0,stage1_ordering
4420,3.210783690872401e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.0032546530750210793,0.028066150044463,0.0,0.028066150044463,0.2,0,0,20,0.056170621209269994,0.40246009461973425,125489978303011.66,128,128,0,0.35,3300.0,4.0,stage1_ordering
4421,3.210963341066071e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.03614393128223533,0.005092174406009065,0.0,0.005092174406009065,0.2,0,0,19,0.023032186764753704,0.38499614446082775,124491427391932.4,128,128,0,0.35,3300.0,4.0,stage1_ordering
4422,3.2119095228354927e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.0926613472191926,-0.021908806753778265,0.0,-0.021908806753778265,0.2,0,0,21,0.04412975265272264,0.45672157932310103,135175953955709.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
4423,3.212010624637129e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,-0.04474328987316126,0.5026736086321861,-0.0024393037104901705,0.5124308234741468,0.2,0,0,21,0.09051576324322515,0.29460385533809424,134894601384810.19,128,128,0,0.35,3300.0,4.0,stage1_ordering
4424,3.21389096307485e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.14857533589628982,0.024451404506180552,0.0,0.024451404506180552,0.2,0,0,21,0.04399903340941407,0.5287026472452394,142758440626336.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
4425,3.217033742030608e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.09610503467242797,-0.15560155380245178,0.0,-0.15560155380245178,0.2,0,0,20,0.055732684162439435,0.48527065118541995,121772661751106.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
4426,3.2171301246563986e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.2630674301554041,0.2140829772214552,0.0,0.2140829772214552,0.2,0,0,19,0.11599268370675223,0.2729413431625294,125009179638288.72,128,128,0,0.35,3300.0,4.0,stage1_ordering
4427,3.2177046483417966e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.03235137996865299,-0.0029212504661924044,0.0,-0.0029212504661924044,0.2,0,0,20,0.025096944000360145,0.3775934437659355,119911602226057.78,128,128,0,0.35,3300.0,4.0,stage1_ordering
4428,3.217827491899583e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.33530173043261835,0.7645837939854481,0.0009390746678882289,0.7608274953138952,0.2,0,0,20,0.050903989888632456,0.12040896821151827,125123082726473.14,128,128,0,0.35,3300.0,4.0,stage1_ordering
4429,3.218126477308073e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.18225586645972702,0.18713343105516955,0.0,0.18713343105516955,0.2,0,0,19,0.028268810194750596,0.18229769962034667,133322333934614.34,128,128,0,0.35,3300.0,4.0,stage1_ordering
4430,3.2181949789125574e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.09307233903419367,0.15092339800209587,0.0,0.15092339800209587,0.2,0,0,19,0.05563735959239296,0.24081789680673457,129154420591883.28,128,128,0,0.35,3300.0,4.0,stage1_ordering
4431,3.219086020139217e-11,,,,,,,,,,,,,,,,,,,surface,1,0.5487656020128601,0.16571872394194287,0.0,0.16571872394194287,0.2,0,0,21,0.13856623957112058,0.4133561426310292,123608209741470.61,128,128,0,0.35,3300.0,4.0,stage1_ordering
4432,3.21945389484962e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.4648216310438917,-0.020677362120693488,0.0,-0.020677362120693488,0.2,0,1,19,0.15089663782942492,0.33309002314120706,142926258240893.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
4433,3.220280979644255e-11,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,-0.0436295491207919,0.24126053324471286,0.0,0.24126053324471286,0.2,0,0,20,0.04300668840417435,0.4243440363074854,138326225792106.25,128,128,0,0.35,3300.0,4.0,stage1_ordering
4434,3.2222265399408154e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.16186329976848476,0.14175553671272922,0.0,0.14175553671272922,0.2,0,0,21,0.028733297485135083,0.26849274384904065,127599556594109.6,128,128,0,0.35,3300.0,4.0,stage1_ordering
4435,3.2234982602937495e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.19296000272075386,0.3119007159970586,0.0,0.3119007159970586,0.2,0,0,21,0.03107912472249434,0.17662946262637946,125735965141635.28,128,128,0,0.35,3300.0,4.0,stage1_ordering
4436,3.223623875421855e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.09719691656960493,0.07709625164462253,0.0,0.07709625164462253,0.2,0,0,21,0.02776919403172922,0.1889403477526288,140560720727174.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
4437,3.223746668169781e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.49928138246966974,0.8542809276658403,0.0,0.8542809276658403,0.2,0,0,21,0.10918229349662811,0.3635880536415066,126472014813326.47,128,128,0,0.35,3300.0,4.0,stage1_ordering
4438,3.22458511987158e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.07481938090598647,-0.05196730278876771,0.0,-0.05196730278876771,0.2,0,0,20,0.114338032594673,0.4728948987623463,130789024421740.89,128,128,0,0.35,3300.0,4.0,stage1_ordering
4439,3.2259576225327225e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.16713922741386866,0.017535733510719353,0.0,0.017535733510719353,0.2,0,0,21,0.06249311494448221,0.3716407500452986,125103732873098.81,128,128,0,0.35,3300.0,4.0,stage1_ordering
4440,3.2262588727843945e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.08733078429397402,-0.05116407586319838,0.002455897613282576,-0.06098766631632868,0.2,0,0,19,0.030433017937599484,0.3719062648994655,125581063942735.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
4441,3.226763212669595e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.16268702312294744,-0.36570619293935636,0.0,-0.36570619293935636,0.2,0,0,21,0.08382298879617964,0.21827549751513248,115817995803064.48,128,128,0,0.35,3300.0,4.0,stage1_ordering
4442,3.226840166936387e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.093133151538252,-0.006141977464970694,0.004032540851392041,-0.02227214087053886,0.2,0,1,20,0.051702930061730636,0.68099877851725,126212323827621.44,128,128,0,0.35,3300.0,4.0,stage1_ordering
4443,3.227019153203284e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.03227922157287693,-0.0011123226787432827,-0.0009361298732076806,0.0026321968140874397,0.2,0,0,20,0.02136562841576741,0.33824402467377046,123821042605901.77,128,128,0,0.35,3300.0,4.0,stage1_ordering
4444,3.228534270344183e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.023983142256698196,0.0053850033657916185,-0.001558809636277747,0.011620241910902607,0.2,0,0,21,0.028130241468717565,0.5177881276329418,125803254149064.16,128,128,0,0.35,3300.0,4.0,stage1_ordering
4445,3.2289868782242204e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.22834363284873588,-0.0472462748178657,0.0,-0.0472462748178657,0.2,0,1,20,0.06416823128604413,0.6146050756312763,136650478852050.48,128,128,0,0.35,3300.0,4.0,stage1_ordering
4446,3.2294598725099646e-11,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.0965456233443764,0.5491309345770787,0.0,0.5491309345770787,0.2,0,0,20,0.028857343479255015,0.24726230869377386,121500151216515.33,128,128,0,0.35,3300.0,4.0,stage1_ordering
4447,3.2296512089788966e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.08310342193324334,-0.008006475973072469,0.0,-0.008006475973072469,0.2,0,1,18,0.07636114070089825,0.6336934157058765,118850608079631.7,128,128,0,0.35,3300.0,4.0,stage1_ordering
4448,3.2305200056189175e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.49253100685291923,0.72355801407328,0.0,0.72355801407328,0.2,0,0,20,0.11420218071399485,0.15830651730510262,131008582974270.23,128,128,0,0.35,3300.0,4.0,stage1_ordering
4449,3.230575503599052e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.04244257208947005,0.0739116798573427,0.0,0.0739116798573427,0.2,0,0,21,0.023432016787417066,0.4159020259169417,130378347610396.44,128,128,0,0.35,3300.0,4.0,stage1_ordering
4450,3.2311879082153835e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.19052146402475686,-0.05730311580560965,0.0,-0.05730311580560965,0.2,0,0,21,0.039330964459783034,0.19826309602587425,128940046748133.58,128,128,0,0.35,3300.0,4.0,stage1_ordering
4451,3.23121407706143e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.08478737669698601,0.10389477024504856,-0.002477909205666484,0.1138064070677145,0.2,0,0,21,0.023579020164202505,0.226360003636237,111525868441502.75,128,128,0,0.35,3300.0,4.0,stage1_ordering
4452,3.2331204214270756e-11,,,,,,,,,,,,,,,,,,,rejected_random_surface,0,0.20254797582594136,0.5777459540191963,0.0,0.5777459540191963,0.2,0,0,20,0.03970198156168264,0.27758885651415577,127360723043433.9,128,128,0,0.35,3300.0,4.0,stage1_ordering
4453,3.233765722442212e-11,,,,,,,,,,,,,,,,,,,growth_front,1,-0.22220467241804234,0.05926237609813967,0.0,0.05926237609813967,0.2,0,1,20,0.05862551895482215,0.661149633418179,127218472647313.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
4454,3.234592162978503e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.04573688084238389,0.21914363379811164,-0.0024610526804578203,0.22898784451994292,0.2,0,0,20,0.05200847734982389,0.29113907296041086,135097387705456.0,128,128,0,0.35,3300.0,4.0,stage1_ordering
4455,3.236001918277241e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.47774886876353917,-0.12314051590965391,0.0,-0.12314051590965391,0.2,0,1,20,0.14697741680035656,0.5874692707724074,128724301780727.28,128,128,0,0.35,3300.0,4.0,stage1_ordering
4456,3.237258908016631e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.5745588007629692,0.6673820232836505,0.0,0.6673820232836505,0.2,0,0,21,0.13405545062246205,0.25177950761863377,127210410046916.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
4457,3.237323327074639e-11,,,,,,,,,,,,,,,,,,,rejected_random_surface,0,0.3757344116012442,0.5065555301489155,0.0,0.5065555301489155,0.2,0,0,21,0.04534476971660155,0.2218571193183458,136520178143006.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
4458,3.237496090657844e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.06591886321342853,-0.12267632442147303,0.0,-0.12267632442147303,0.2,0,0,21,0.0553965939063727,0.2239744869738149,133436960384596.39,128,128,0,0.35,3300.0,4.0,stage1_ordering
4459,3.238399790716128e-11,,,,,,,,,,,,,,,,,,,surface,1,0.061502018992290346,-0.04452254191247107,0.0,-0.04452254191247107,0.2,0,0,21,0.04067415512345156,0.28737556030557315,122410791934627.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
4460,3.239074604354692e-11,,,,,,,,,,,,,,,,,,,surface,1,0.08070902881536421,-0.012517451312028527,0.0,-0.012517451312028527,0.2,0,0,20,0.022612242899385217,0.14670262492200972,130201221615937.78,128,128,0,0.35,3300.0,4.0,stage1_ordering
4461,3.239722408536593e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.001592747935648578,0.3152174383191735,0.0,0.3152174383191735,0.2,0,0,20,0.09078959278429803,0.3794104868619135,140476487259960.61,128,128,0,0.35,3300.0,4.0,stage1_ordering
4462,3.2411403291614696e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.09141547151405507,0.06657266424056729,0.0,0.06657266424056729,0.2,0,0,20,0.10722481388266701,0.5302915089704467,143077388347282.9,128,128,0,0.35,3300.0,4.0,stage1_ordering
4463,3.242056489708588e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.11477293640580165,0.16572866803334918,0.0,0.16572866803334918,0.2,0,0,20,0.03151944465241592,0.2291332338035649,131839154438064.9,128,128,0,0.35,3300.0,4.0,stage1_ordering
4464,3.242649503029634e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.11025151936327443,0.07196429091516165,0.0,0.07196429091516165,0.2,0,0,20,0.04505522094162879,0.1760536371850781,129103501536610.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
4465,3.244600169541264e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.16310020417527674,0.23650950717664898,0.0,0.23650950717664898,0.2,0,0,21,0.031307820672067554,0.15630713459967127,125978561221318.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
4466,3.244716442718132e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.06392283219544112,-0.12678681692849736,0.0,-0.12678681692849736,0.2,0,1,20,0.027381916948850112,0.6507600587061416,130367499584049.1,128,128,0,0.35,3300.0,4.0,stage1_ordering
4467,3.2453717435332066e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.17624957859319584,0.18641781124661705,-0.0068259385665528916,0.21372156551282862,0.2,0,0,21,0.0431443176623693,0.35300774205406676,134132774802323.72,128,128,0,0.35,3300.0,4.0,stage1_ordering
4468,3.245404599489292e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.017946627287394934,0.31687335422896723,0.0,0.31687335422896723,0.2,0,0,21,0.0639987623716469,0.3648338127135424,132097433324328.4,128,128,0,0.35,3300.0,4.0,stage1_ordering
4469,3.245458575522786e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.53240238477712,0.028276380028458448,0.0,0.028276380028458448,0.2,0,1,18,0.1604616334775786,0.29810881974377623,132518348336608.64,128,128,0,0.35,3300.0,4.0,stage1_ordering
