step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,n_jobs
0,3.916403950336446e-14,-6533.266695555833,-15.555396894180555,-46.66619068254167,136.0,226.0,362.0,240.0,122.0,1.5571428571428572,0.5214285714285715,0.6972789115646258,0.7068452380952381,2.849899933288859,1.9011730813649266,2.0184513110737266,2.905899467120139,234.0,165.0,random_bulk,1,-0.21609378834519347,-0.3621719955016758,0.0,-0.3621719955016758,0.2,0,1,11,0.017094562445559153,0.9813347737319236,50526262621429.44,64,64,0,0.35,2600.0,0.5,1
1,5.243016593828003e-14,,,,,,,,,,,,,,,,,,,surface_compression,1,0.07873577906065005,0.08464497897784184,0.0,0.08464497897784184,0.2,0,0,11,0.0038729084862891908,0.13640606921665308,51224277065542.61,64,64,0,0.35,2600.0,0.5,1
2,7.884644800205594e-14,,,,,,,,,,,,,,,,,,,surface,1,0.2224999212707457,-0.09715899971024555,0.0,-0.09715899971024555,0.2,0,0,13,0.009697947456128272,0.10477444021309114,47788721786466.99,64,64,0,0.35,2600.0,0.5,1
3,1.0375390356229493e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.035210763796039296,-0.1458125753388142,0.003401360544217691,-0.14751325561092304,0.2,0,0,13,0.01655376084323552,0.5542291049659187,49610189267596.28,64,64,0,0.35,2600.0,0.5,1
4,1.8540401799183277e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.04594275686083603,-0.149123252207346,0.0,-0.149123252207346,0.2,0,1,12,0.020957011088893196,0.921046688848556,60774332166010.34,64,64,0,0.35,2600.0,0.5,1
5,1.9630563972185817e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.0058508364744899646,0.176557422206578,0.0,0.176557422206578,0.2,0,0,13,0.0002438390193533397,0.7830012778690258,50299684783221.56,64,64,0,0.35,2600.0,0.5,1
6,1.980350441878142e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.15485182304853795,0.12358814358102554,0.006802721088435382,0.12018678303680785,0.2,0,1,12,0.010629398686681071,0.915805300634297,52999477465142.93,64,64,0,0.35,2600.0,0.5,1
7,2.1282270049957237e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.13412756222894118,-0.13798922351416287,0.0,-0.13798922351416287,0.2,0,1,11,0.017488898326382687,0.9274719124762973,56191697402242.125,64,64,0,0.35,2600.0,0.5,1
8,2.3266062698285436e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.058500215986394995,0.053421729003144236,0.0,0.053421729003144236,0.2,0,0,13,0.0033921784949980383,0.17439742320063967,56732038023580.234,64,64,0,0.35,2600.0,0.5,1
9,2.3753899320482107e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.2679585470700202,-0.11930386227817635,0.0,-0.11930386227817635,0.2,0,1,11,0.011499973071123076,0.9963246634178085,61402287981384.76,64,64,0,0.35,2600.0,0.5,1
10,2.5481516549172245e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.25663482577839014,-0.07769331317733119,0.0,-0.07769331317733119,0.2,0,1,12,0.016015289788211096,0.9919478790837836,53466401161954.05,64,64,0,0.35,2600.0,0.5,1
11,2.810493883285414e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.010639850626584426,-0.09682939075627317,0.0,-0.09682939075627317,0.2,0,0,13,0.0019800406651943594,0.5756660158409448,56068672174017.33,64,64,0,0.35,2600.0,0.5,1
12,3.013113742929148e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.041103265837849776,0.018617996771475243,0.0,0.018617996771475243,0.2,0,1,12,0.0011831189526837378,0.9438827196635361,50058073230395.27,64,64,0,0.35,2600.0,0.5,1
13,3.1685397546573235e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.11181341017474832,-0.12216324299011205,0.0,-0.12216324299011205,0.2,0,1,10,0.001934221416666368,0.9182633554001043,60239366132110.91,64,64,0,0.35,2600.0,0.5,1
14,3.2363720966921556e-13,,,,,,,,,,,,,,,,,,,rejected_random_surface,0,0.17931022754782006,0.43938115585766724,0.0,0.43938115585766724,0.2,0,0,12,0.012414925781568553,0.37927538962030233,55382198450540.58,64,64,0,0.35,2600.0,0.5,1
15,3.340032432586598e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.05276575174237276,0.030703593294422404,0.0,0.030703593294422404,0.2,0,0,13,0.00018293939197410597,0.7725422067588501,52096916465356.695,64,64,0,0.35,2600.0,0.5,1
16,3.485032079599855e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.05795266243167714,-0.06746246178285276,0.0,-0.06746246178285276,0.2,0,0,13,0.008780218610603522,0.7507197597081392,59627662168746.44,64,64,0,0.35,2600.0,0.5,1
17,3.5526791332313384e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.03838125783251913,-0.11340914869976548,0.0,-0.11340914869976548,0.2,0,0,13,0.011178048288687284,0.2343692976759037,54180013475395.5,64,64,0,0.35,2600.0,0.5,1
18,3.8579249732832844e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.1261653654703618,0.15855370002135416,0.0,0.15855370002135416,0.2,0,0,13,0.014052719431682563,0.03395738954994071,46406605743815.64,64,64,0,0.35,2600.0,0.5,1
19,4.014068395877774e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.16212741295587113,-0.21372250132290915,0.0,-0.21372250132290915,0.2,0,1,11,0.004722312078577887,0.9224183957117595,51412359697113.01,64,64,0,0.35,2600.0,0.5,1
