step,accepted,energy,close_contact_penalty,objective
0.0,1.0,-6530.1804098144,0.30173926481904595,-5021.48408571917
1.0,1.0,-6530.602224715372,0.27466387198158365,-5157.282864807454
2.0,1.0,-6531.019496685172,0.2492092200239886,-5284.973396565229
3.0,1.0,-6531.030535589614,0.23731800458289293,-5344.44051267515
4.0,1.0,-6531.272629904675,0.22994713005944878,-5381.536979607432
5.0,1.0,-6531.24930825101,0.22465358611502512,-5407.981377675885
6.0,1.0,-6531.296383345165,0.2123440168174639,-5469.576299257846
7.0,1.0,-6531.523721691543,0.19856686135692536,-5538.689414906916
8.0,1.0,-6531.550434754699,0.19102382062319884,-5576.431331638705
9.0,1.0,-6531.408535185379,0.18858052712494805,-5588.505899560639
10.0,1.0,-6531.44883609291,0.18025680960534463,-5630.164788066187
11.0,1.0,-6531.572360208935,0.17546822815934499,-5654.23121941221
12.0,0.0,-6531.572360208935,0.17546822815934499,-5654.23121941221
13.0,1.0,-6531.594243042346,0.16944823546787818,-5684.353065702955
14.0,1.0,-6531.764930281788,0.15983392812985292,-5732.595289632523
15.0,1.0,-6531.716609810483,0.1500145218059103,-5781.6440007809315
16.0,1.0,-6531.905038463576,0.14059277130731662,-5828.941181926993
17.0,1.0,-6532.107714431719,0.1320050502652362,-5872.0824631055375
18.0,1.0,-6532.313321162394,0.12349829535729503,-5914.821844375919
19.0,1.0,-6532.56054131263,0.11308956117385167,-5967.112735443372
20.0,1.0,-6532.743038787774,0.10720804828043125,-5996.7027973856175
21.0,1.0,-6532.782275333424,0.0990043161020952,-6037.760694822948
22.0,1.0,-6532.79064232456,0.09863985021093043,-6039.591391269908
23.0,1.0,-6532.938133234775,0.09180829046214427,-6073.896680924054
24.0,1.0,-6533.053623413329,0.08480943282446796,-6109.006459290989
25.0,0.0,-6533.053623413329,0.08480943282446796,-6109.006459290989
26.0,1.0,-6533.123958420636,0.08284250069699019,-6118.9114549356855
27.0,1.0,-6533.369325577969,0.0785797767574887,-6140.470441790526
28.0,1.0,-6533.4242274240405,0.07712887959676866,-6147.779829440197
29.0,1.0,-6533.481090098419,0.07423000942800898,-6162.331042958374
30.0,1.0,-6533.563030022728,0.07095411408071671,-6178.792459619144
31.0,1.0,-6533.718835239295,0.06620499404396879,-6202.693865019451
32.0,1.0,-6533.847502857585,0.06210719685059683,-6223.311518604601
33.0,1.0,-6534.030691698446,0.0577229617808031,-6245.415882794431
34.0,1.0,-6534.293692921572,0.0532141221535921,-6268.223082153611
35.0,1.0,-6534.465848369742,0.04876674987785455,-6290.632098980469
36.0,1.0,-6534.76911404165,0.04476913133838143,-6310.923457349743
37.0,1.0,-6534.724784372693,0.041406425316116595,-6327.6926577921095
38.0,0.0,-6534.724784372693,0.041406425316116595,-6327.6926577921095
39.0,1.0,-6534.679398919994,0.040941856901674775,-6329.970114411621
40.0,0.0,-6534.679398919994,0.040941856901674775,-6329.970114411621
41.0,1.0,-6534.721551659381,0.03913892140907068,-6339.026944614027
42.0,1.0,-6534.7987644575205,0.03723278282932491,-6348.634850310896
43.0,1.0,-6534.998963395999,0.03454255826478911,-6362.286172072054
44.0,1.0,-6535.2239699258935,0.032226340382804315,-6374.092268011872
45.0,1.0,-6535.301284356285,0.03169866053135684,-6376.8079816995005
46.0,1.0,-6535.648877314061,0.027566847759938347,-6397.814638514369
47.0,1.0,-6535.8179070922415,0.02538964051686983,-6408.8697045078925
48.0,1.0,-6535.900420560391,0.023286186389613783,-6419.469488612322
49.0,1.0,-6535.915724659873,0.02194873335745157,-6426.172057872615
50.0,1.0,-6535.871191176875,0.019923238631048546,-6436.254998021633
51.0,0.0,-6535.871191176875,0.019923238631048546,-6436.254998021633
52.0,1.0,-6535.952775387952,0.018127205676148915,-6445.316747007208
53.0,1.0,-6536.082181585896,0.016447011512643477,-6453.847124022679
54.0,1.0,-6536.331507860155,0.01492367111616158,-6461.713152279348
55.0,1.0,-6536.315334490093,0.014226815115413096,-6465.181258913028
56.0,1.0,-6536.359529189684,0.01317745795956651,-6470.472239391851
57.0,0.0,-6536.359529189684,0.01317745795956651,-6470.472239391851
58.0,1.0,-6536.364343427049,0.012979991952824232,-6471.4643836629275
59.0,1.0,-6536.569202420504,0.012031483403194945,-6476.411785404529
60.0,1.0,-6536.798140459457,0.011168895643715218,-6480.9536622408805
61.0,1.0,-6537.013739140913,0.010308694069898634,-6485.47026879142
62.0,1.0,-6537.075642217623,0.009544031197096079,-6489.3554862321425
63.0,0.0,-6537.075642217623,0.009544031197096079,-6489.3554862321425
64.0,0.0,-6537.075642217623,0.009544031197096079,-6489.3554862321425
65.0,0.0,-6537.075642217623,0.009544031197096079,-6489.3554862321425
66.0,1.0,-6537.252608463638,0.008731609897604171,-6493.5945589756175
67.0,1.0,-6537.313732938824,0.007935413058927981,-6497.636667644184
68.0,1.0,-6537.3270090542255,0.00743754665636561,-6500.139275772398
69.0,1.0,-6537.506801882172,0.00667963140419624,-6504.108644861191
70.0,1.0,-6537.541174457515,0.005938713275197878,-6507.847608081525
71.0,1.0,-6537.710690157294,0.005576758247327171,-6509.826898920658
72.0,1.0,-6537.948439082963,0.00488310450190296,-6513.532916573448
73.0,1.0,-6537.933270409542,0.004308011682205234,-6516.393211998516
